order,uniqueVar,variable,dataFile,keepDiscard,notesforDL,codebookDescription,codebookValues,timeVaryng,duplicated,dateTime,flag,notesforOnt,type,example,minValue,maxValue,values,uniqueValueCount,percentMissing,In OWL FILE
594,F7_WATER_WELL,f7_water_well,vida_enrl.csv,keep,,Water open well house,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
592,F7_WATER_YARD,f7_water_yard,vida_enrl.csv,keep,,Water piped in yard,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
705,F7_WT,f7_wt,vida_enrl.csv,keep,,Child weight alone,Child weight alone,,,NA,NA,GEMS,chr,13.2,n/a,n/a,>10 unique values,114,0.821948792,YES
703,F7_WT_CARE,f7_wt_care,vida_enrl.csv,keep,,Caretaker weight,Caretaker weight,,,NA,NA,GEMS,chr,61.5,n/a,n/a,>10 unique values,594,0.615941373,YES
702,F7_WT_CHILD,f7_wt_child,vida_enrl.csv,keep,,Caretaker + child weight,Caretaker + child weight,,,NA,NA,GEMS,chr,69.1,n/a,n/a,>10 unique values,607,0.615941373,YES
545,F7_YNG_CHILDREN,f7_yng_children,vida_enrl.csv,keep,,How many children younger than 60 months live in the Household has?,,,,NA,NA,,chr,4,n/a,n/a,>10 unique values,31,0.437890166,YES
791,F9_DATE,f9_date,vida_enrl.csv,keep,,Date of completion,,,,date?,NA,GEMS,date,7/23/2015,.,12/31/2017,. to 12/31/17,1070,9.05E-05,YES
793,F9_DRH_FIRST,f9_drh_first,vida_enrl.csv,keep,,First day of diarrhea,"0=00, 1=01, 2=02, 3=03, 4=04, 5=05, 6=06, 7=07, 8=08, 9=09, 10=10, 11=11, 12=12, 13=13, 14=14",,,NA,NA,GEMS,chr,1,n/a,n/a,>10 unique values,16,0.04161766,YES
794,F9_DRH_LAST,f9_drh_last,vida_enrl.csv,keep,,Last day of diarrhea,"0=00, 1=01, 2=02, 3=03, 4=04, 5=05, 6=06, 7=07, 8=08, 9=09, 10=10, 11=11, 12=12, 13=13, 14=14",,,NA,NA,GEMS,chr,1,n/a,n/a,>10 unique values,16,0.04161766,YES
792,F9_MEMORY_AID,f9_memory_aid,vida_enrl.csv,keep,,Memory aid completed,"N=No, Y=Yes (0=No, 1=Yes), P=Partial",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1, 2",4,9.05E-05,YES
9,GENDER,gender,vida_enrl.csv,keep,,Gender,"1=Male, 2=Female",,,NA,NA,,int,1,1,2,1 to 2,2,0,YES
1091,IMPROV_SANIT,improv_sanit,vida_enrl.csv,keep,,Sanitation ladder,"1 = safely managed and basic, 2 = limited, 3 = unimproved, 4 = open defication



https://washdata.org/monitoring/sanitation",,,NA,NA,,int,1,1,4,1 to 4,4,0,YES
1090,IMPROV_WATER,improv_water,vida_enrl.csv,keep,,Drinking water ladder ,"1 = safely managed, 2 = basic, 3 = limited, 4 = unimproved, 5 = surface water



https://washdata.org/monitoring/drinking-water 
Modified to also include info about water availability as this makes it more consistent with wat was in GEMS",,,NA,NA,,chr,1,n/a,n/a,"., 1, 2, 3, 4, 5",6,9.05E-05,YES
938,LAB_SPECIMEN_ID,lab_specimen_id,vida_enrl.csv,keep,,Lab sepcimen ID,,,,NA,NA,GEMS,int,1000001,1000001,3005494,1000001 to 3005494,11053,0,YES
996,MOD_DEHYD,mod_dehyd,vida_enrl.csv,keep,,Count of the number of indicators of WHO IMCI measures of some dehydration,numeric,,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 2, 3, 4",6,0.562109834,YES
986,MULT_SHIGELLA,mult_shigella,vida_enrl.csv,keep,,,,,,NA,,,chr,0,n/a,n/a,"., 0, 1",3,0.960010857,YES
962,NALI_RIS_COLONY1,nali_ris_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", I, R, S",3,0.960191803,YES
963,NALI_RIS_COLONY2,nali_ris_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", I, R, S",3,0.997919117,YES
964,NALI_RIS_COLONY3,nali_ris_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999366688,YES
965,NALI_RIS_COLONY4,nali_ris_colony4,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999819054,YES
970,NORO_ANY,noro_any,vida_enrl.csv,keep,,An Indicator of any either Norovirus GI and/or Norovirus GII,"1 = any Norovirus, 0 = not Norovirus",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.000633312,YES
986,PATH_BACT,path_bact,vida_enrl.csv,keep,,Bacterial pathogen indicator,"1 = at least one bacterial pathogen was detected
0 = no bacterial pathogens were detected",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.000542839,YES
988,PATH_PROTO,path_proto,vida_enrl.csv,keep,,Protozal pathogen indicator. Detected by ELISA,"1 = at least one protozoal pathogen was detected
0 = no protozoal pathogens were detected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.001447571,YES
987,PATH_VIRAL,path_viral,vida_enrl.csv,keep,,Viral pathogen indicator. Detected by RT-PCR or ELISA,"1 = at least one viral pathogen was detected
0 = no viral pathogens were detected",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.000723785,YES
966,PERSIST_IND,persist_ind,vida_enrl.csv,keep,,Indicator of persistent diarrhea (diarrhea lasting for at least 14 days),"1 = persistent diarrhea, 0 = did no have persistent diarrhea",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.020718357,YES
1081,ROTA_DOSES,rota_doses,vida_enrl.csv,keep,,,"0 = no doses, 1 = 1 dose, 2 = 2 doses, 3 = 3 doses",,,NA,NA,,chr,3,n/a,n/a,>10 unique values,11,0.039627251,YES
990,SALM_AMP,salm_amp,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", R, S",2,0.983533882,YES
996,SALM_AMP2,salm_amp2,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", R",1,0.999909527,YES
991,SALM_CEFTR,salm_ceftr,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", R, S",2,0.983533882,YES
997,SALM_CEFTR2,salm_ceftr2,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999909527,YES
992,SALM_CHLOM,salm_chlom,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", R, S",2,0.983533882,YES
998,SALM_CHLOM2,salm_chlom2,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", R",1,0.999909527,YES
995,SALM_CIPRO,salm_cipro,vida_enrl.csv,keep,,,,,,NA,,,chr,I,n/a,n/a,", I, S",2,0.983533882,YES
1001,SALM_CIPRO2,salm_cipro2,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999909527,YES
1002,SALM_CVD,salm_cvd,vida_enrl.csv,keep,,,,,,NA,,,chr,1,n/a,n/a,"., 1",2,0.983533882,YES
993,SALM_GENT,salm_gent,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", R, S",2,0.983533882,YES
999,SALM_GENT2,salm_gent2,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999909527,YES
988,SALM_SEROVAR,salm_serovar,vida_enrl.csv,keep,,,,,,NA,,,chr,Group G,n/a,n/a,>10 unique values,11,0.983533882,YES
989,SALM_SEROVAR2,salm_serovar2,vida_enrl.csv,keep,,,,,,NA,,,chr,Typhi,n/a,n/a,", Typhi",1,0.999909527,YES
994,SALM_SXT,salm_sxt,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", R, S",2,0.983533882,YES
1000,SALM_SXT2,salm_sxt2,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", R",1,0.999909527,YES
950,SERO_COLONY1,sero_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,S. Boydii,n/a,n/a,>10 unique values,18,0.960010857,YES
951,SERO_COLONY2,sero_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,S. Boydii,n/a,n/a,", S. Boydii, S. Dysenteriae, S. Flexneri 1b, S. Flexneri 2a, S. Flexneri 2b, S. Flexneri 4a, S. Flexneri 6, S. Flexneri X, S. Sonnei",9,0.997104858,YES
952,SERO_COLONY3,sero_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,S. Flexneri 4a,n/a,n/a,", S. Boydii, S. Flexneri 4a, S. Flexneri 6, S. Sonnei",4,0.999366688,YES
953,SERO_COLONY4,sero_colony4,vida_enrl.csv,keep,,,,,,NA,,,chr,S. Boydii,n/a,n/a,", S. Boydii, S. Sonnei",2,0.999819054,YES
995,SEVERE_DEHYD,severe_dehyd,vida_enrl.csv,keep,,Count of the number of indicators of WHO IMCI measures of severe dehydration ,numeric,,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 2, 3, 4",6,0.562109834,YES
940,SHIG_BOYDII,shig_boydii,vida_enrl.csv,keep,,,"1 = S. boydii, 0 = not S. boydii/not Shigella",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.960010857,YES
942,SHIG_DYSENT,shig_dysent,vida_enrl.csv,keep,,,,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.960010857,YES
939,SHIG_FLEX,shig_flex,vida_enrl.csv,keep,,,"1 = S. flexneri, 0 = not S.flexneri/not Shigella",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.960010857,YES
943,SHIG_FLEX_SERO1A,shig_flex_sero1a,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
944,SHIG_FLEX_SERO1B,shig_flex_sero1b,vida_enrl.csv,keep,,,,,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.973943726,YES
945,SHIG_FLEX_SERO1C,shig_flex_sero1c,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
946,SHIG_FLEX_SERO1D,shig_flex_sero1d,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
947,SHIG_FLEX_SERO2A,shig_flex_sero2a,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
948,SHIG_FLEX_SERO2B,shig_flex_sero2b,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
949,SHIG_FLEX_SERO3A,shig_flex_sero3a,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
950,SHIG_FLEX_SERO3B,shig_flex_sero3b,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
951,SHIG_FLEX_SERO4A,shig_flex_sero4a,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
952,SHIG_FLEX_SERO4B,shig_flex_sero4b,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
953,SHIG_FLEX_SERO4C,shig_flex_sero4c,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0",2,0.973943726,YES
954,SHIG_FLEX_SERO6,shig_flex_sero6,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
955,SHIG_FLEX_SEROX,shig_flex_serox,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
956,SHIG_FLEX_SEROY,shig_flex_seroy,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.973943726,YES
941,SHIG_SONNEI,shig_sonnei,vida_enrl.csv,keep,,,"1 = S. sonnei, 0 = not S. sonnei/not Shigella",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.960010857,YES
957,SITE,site,vida_enrl.csv,keep,,Site,"1=The Gambia, 2= Mali, 3 = Kenya",,,NA,NA,GEMS,int,1,1,3,1 to 3,3,0,YES
964,SITE_SPLIT,site_split,vida_enrl.csv,keep,,Site with Gambia split into Bansang and Basse (Bansang was not included in GEMS),"1 = The Gambia Basse, 2 = Mali, 3 = Kenya, 4 = The Gambia Bansang",,,NA,NA,,int,1,1,4,1 to 4,4,0,YES
966,SXT_RIS_COLONY1,sxt_ris_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", R, S",2,0.960191803,YES
967,SXT_RIS_COLONY2,sxt_ris_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", R",1,0.997919117,YES
968,SXT_RIS_COLONY3,sxt_ris_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,I,n/a,n/a,", I, R",2,0.999366688,YES
969,SXT_RIS_COLONY4,sxt_ris_colony4,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", R",1,0.999819054,YES
1151,TAC_ADENO,tac_adeno,vida_enrl.csv,keep,,TAC Adenovirus,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,3759,0.143309509,YES
1152,TAC_ADENO4041,tac_adeno4041,vida_enrl.csv,keep,,TAC Adenovirus 40/41,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,1078,0.147109382,YES
1206,TAC_AEPEC,tac_aepec,vida_enrl.csv,keep,,"Atypical EPEC (if tEPEC = 35 and stec_stx1 = 35 and stec_stx2 = 35, then the value of EPEC_eae)",numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,2243,0.132000362,YES
1153,TAC_AEROMONAS,tac_aeromonas,vida_enrl.csv,keep,,Aeromonas,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,490,0.131457523,YES
1154,TAC_ANCYCLO,tac_ancyclo,vida_enrl.csv,keep,,Ancyclostoma,numeric,,,NA,NA,,chr,35,n/a,n/a,"., 27.029, 29.345, 31.066, 32.564, 33.248, 34.12, 35",8,0.132271781,YES
1155,TAC_ASCARIS,tac_ascaris,vida_enrl.csv,keep,,Ascaris,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,153,0.13136705,YES
1208,TAC_ASTROVIRUS,tac_astrovirus,vida_enrl.csv,keep,,Astrovirus,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,26,0.133809825,YES
1156,TAC_B_FRAGILIS,tac_b_fragilis,vida_enrl.csv,keep,,Bacteroides fragilis status,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,1643,0.130914684,YES
1187,TAC_C_BELLI,tac_c_belli,vida_enrl.csv,keep,,Cystoisospora belli,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,114,0.132633674,YES
1157,TAC_C_DIFFICILE,tac_c_difficile,vida_enrl.csv,keep,,Clostridium difficile,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,234,0.131547996,YES
1159,TAC_CAMPY,tac_campy,vida_enrl.csv,keep,,Campylobacter,numeric,,,NA,NA,,chr,24.505,n/a,n/a,>10 unique values,4047,0.132452728,YES
1158,TAC_CAMPY_ANY,tac_campy_any,vida_enrl.csv,keep,,Campylobacter jejuni OR Campylobacter coli,numeric,,,NA,NA,,chr,28.515,n/a,n/a,>10 unique values,2655,0.130824211,YES
1160,TAC_CRYPTO,tac_crypto,vida_enrl.csv,keep,,Cryptosporidium (genus assay),numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,1869,0.136885913,YES
1161,TAC_CRYPTO_H,tac_crypto_h,vida_enrl.csv,keep,,Cryptosporidium hominis (species assay),numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,621,0.132362255,YES
1162,TAC_CRYPTO_P,tac_crypto_p,vida_enrl.csv,keep,,Cryptosporidium parvum (species assay),numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,152,0.132543201,YES
1163,TAC_CYCLO,tac_cyclo,vida_enrl.csv,keep,,Cyclospora cayetanensis,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,76,0.132724147,YES
1164,TAC_E_BIENEUSI,tac_e_bieneusi,vida_enrl.csv,keep,,Enterocytozoon bieneusi,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,932,0.132362255,YES
1165,TAC_E_HISTOLYTICA,tac_e_histolytica,vida_enrl.csv,keep,,Entamoeba histolytica,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,44,0.132995567,YES
1166,TAC_E_INTESTINALIS,tac_e_intestinalis,vida_enrl.csv,keep,,Encephalitozoon intestinalis,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,78,0.13308604,YES
1172,TAC_EAE,tac_eae,vida_enrl.csv,keep,,eae gene,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,4150,0.129648059,YES
1200,TAC_EAEC,tac_eaec,vida_enrl.csv,keep,,EAEC (the lower value of EAEC_aaiC and EAEC_aatA),numeric,,,NA,NA,,chr,24.295,n/a,n/a,>10 unique values,5078,0.143671401,YES
1167,TAC_EAEC_AAIC,tac_eaec_aaic,vida_enrl.csv,keep,,aaiC gene of EAEC,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,2556,0.136162128,YES
1168,TAC_EAEC_AAR,tac_eaec_aar,vida_enrl.csv,keep,,aar gene of EAEC,numeric,,,NA,NA,,chr,28.919,n/a,n/a,>10 unique values,4294,0.132271781,YES
1169,TAC_EAEC_AATA,tac_eaec_aata,vida_enrl.csv,keep,,aatA gene of EAEC,numeric,,,NA,NA,,chr,24.295,n/a,n/a,>10 unique values,4371,0.13878585,YES
1170,TAC_EAEC_AGGR,tac_eaec_aggr,vida_enrl.csv,keep,,aggR gene of EAEC,numeric,,,NA,NA,,chr,27.638,n/a,n/a,>10 unique values,4421,0.13335746,YES
1171,TAC_EPEC_BFPA,tac_epec_bfpa,vida_enrl.csv,keep,,bfpA gene of EPEC,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,2053,0.131276576,YES
1173,TAC_ETEC_CFAI,tac_etec_cfai,vida_enrl.csv,keep,,ETEC colonization factor CFA/I,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,523,0.13335746,YES
1174,TAC_ETEC_CS1,tac_etec_cs1,vida_enrl.csv,keep,,ETEC colonization factor CS1,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,449,0.131728942,YES
1175,TAC_ETEC_CS2,tac_etec_cs2,vida_enrl.csv,keep,,ETEC colonization factor CS2,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,195,0.132724147,YES
1176,TAC_ETEC_CS3,tac_etec_cs3,vida_enrl.csv,keep,,ETEC colonization factor CS3,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,408,0.131728942,YES
1177,TAC_ETEC_CS5,tac_etec_cs5,vida_enrl.csv,keep,,ETEC colonization factor CS5,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,319,0.132090835,YES
1178,TAC_ETEC_CS6,tac_etec_cs6,vida_enrl.csv,keep,,ETEC colonization factor CS6,numeric,,,NA,NA,,chr,26.572,n/a,n/a,>10 unique values,1375,0.131909889,YES
1179,TAC_ETEC_LT,tac_etec_lt,vida_enrl.csv,keep,,LT of ETEC,numeric,,,NA,NA,,chr,34.777,n/a,n/a,>10 unique values,3055,0.132090835,YES
1180,TAC_ETEC_STH,tac_etec_sth,vida_enrl.csv,keep,,STh of ETEC,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,1148,0.131186103,YES
1181,TAC_ETEC_STP,tac_etec_stp,vida_enrl.csv,keep,,STp of ETEC,numeric,,,NA,NA,,chr,25.498,n/a,n/a,>10 unique values,993,0.131005157,YES
1182,TAC_GIARDIA,tac_giardia,vida_enrl.csv,keep,,Giardia,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,3144,0.341536235,YES
1183,TAC_GIARDIA_A,tac_giardia_a,vida_enrl.csv,keep,,Giardia assemblage A,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,323,0.131909889,YES
1184,TAC_GIARDIA_B,tac_giardia_b,vida_enrl.csv,keep,,Giardia assemblage A,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,2227,0.131909889,YES
1185,TAC_H_PYLORI,tac_h_pylori,vida_enrl.csv,keep,,Helicobacter pylori status,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,1279,0.130733737,YES
1202,TAC_LT_ETEC,tac_lt_etec,vida_enrl.csv,keep,,"LT ETEC (if ST ETEC=35, the value of ETEC_LT)",numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,1790,0.132995567,YES
1188,TAC_NECATOR,tac_necator,vida_enrl.csv,keep,,Necator americanus,numeric,,,NA,NA,,chr,35,n/a,n/a,"., 27.452, 28.138, 29.234, 33.471, 33.596, 34.024, 34.705, 35",9,0.132181308,YES
1189,TAC_NORO_GI,tac_noro_gi,vida_enrl.csv,keep,,Norovirus GI,numeric,,,NA,NA,,chr,34.255,n/a,n/a,>10 unique values,449,0.133176513,YES
1190,TAC_NORO_GII,tac_noro_gii,vida_enrl.csv,keep,,Norovirus GII,numeric,,,NA,NA,,chr,26.094,n/a,n/a,>10 unique values,1031,0.13308604,YES
1222,TAC_PERFORMED,tac_performed,vida_enrl.csv,keep,,,"0 = no, 1 = yes",,,NA,NA,,int,1,0,1,0 to 1,2,0,YES
1191,TAC_PMONAS,tac_pmonas,vida_enrl.csv,keep,,Plesiomonas,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,597,0.131276576,YES
1212,TAC_ROTA_G1,tac_rota_g1,vida_enrl.csv,keep,,rotavirus genotype G1,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,25,0.133266986,YES
1213,TAC_ROTA_G12,tac_rota_g12,vida_enrl.csv,keep,,rotavirus genotype G12,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,23,0.132724147,YES
1214,TAC_ROTA_G2,tac_rota_g2,vida_enrl.csv,keep,,rotavirus genotype G2,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,18,0.13308604,YES
1215,TAC_ROTA_G3,tac_rota_g3,vida_enrl.csv,keep,,rotavirus genotype G3,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,26,0.132724147,YES
1216,TAC_ROTA_G4,tac_rota_g4,vida_enrl.csv,keep,,rotavirus genotype G4,numeric,,,NA,NA,,chr,40,n/a,n/a,"., 20, 25, 32, 33, 34, 36, 37, 38, 40",10,0.132633674,YES
1217,TAC_ROTA_G8,tac_rota_g8,vida_enrl.csv,keep,,rotavirus genotype G8,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,14,0.13308604,YES
1218,TAC_ROTA_G9,tac_rota_g9,vida_enrl.csv,keep,,rotavirus genotype G9,numeric,,,NA,NA,,chr,40,n/a,n/a,"., 19, 32, 35, 36, 37, 40",7,0.133176513,YES
1219,TAC_ROTA_P4,tac_rota_p4,vida_enrl.csv,keep,,rotavirus genotype P[4],numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,23,0.132905094,YES
1220,TAC_ROTA_P6,tac_rota_p6,vida_enrl.csv,keep,,rotavirus genotype P[6],numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,20,0.132905094,YES
1221,TAC_ROTA_P8,tac_rota_p8,vida_enrl.csv,keep,,rotavirus genotype P[8],numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,23,0.132633674,YES
1209,TAC_ROTARIX,tac_rotarix,vida_enrl.csv,keep,,Rotarix,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,20,0.434904551,YES
1210,TAC_ROTATEQ,tac_rotateq,vida_enrl.csv,keep,,Rotateq,numeric,,,NA,NA,,chr,40,n/a,n/a,>10 unique values,16,0.434723604,YES
1211,TAC_ROTAVIRUS,tac_rotavirus,vida_enrl.csv,keep,,Rotavirus,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,23,0.133176513,YES
1192,TAC_SALMONELLA,tac_salmonella,vida_enrl.csv,keep,,Salmonella,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,261,0.131186103,YES
1193,TAC_SAPOVIRUS,tac_sapovirus,vida_enrl.csv,keep,,Sapovirus,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,1145,0.132905094,YES
1194,TAC_SHIGELLA_EIEC,tac_shigella_eiec,vida_enrl.csv,keep,,Shigella or EIEC,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,2558,0.130824211,YES
1197,TAC_SLOIDES,tac_sloides,vida_enrl.csv,keep,,Strongyloides stercoralis,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,34,0.13281462,YES
1201,TAC_ST_ETEC,tac_st_etec,vida_enrl.csv,keep,,ST ETEC (the lower value of ETEC_STh and ETEC_STp),numeric,,,NA,NA,,chr,25.498,n/a,n/a,>10 unique values,1926,0.131547996,YES
1207,TAC_STEC,tac_stec,vida_enrl.csv,keep,,Shiga toxin producing E.coli (the lower value of STEC_stx1 and STEC_stx2),numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,666,0.132181308,YES
1195,TAC_STEC_STX1,tac_stec_stx1,vida_enrl.csv,keep,,Stx1 of STEC,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,440,0.131909889,YES
1196,TAC_STEC_STX2,tac_stec_stx2,vida_enrl.csv,keep,,Stx2 of STEC,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,449,0.131547996,YES
1205,TAC_TEPEC,tac_tepec,vida_enrl.csv,keep,,Typical EPEC (equivalent to EPEC_bfpA),numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,2053,0.131276576,YES
1198,TAC_TRICHURIS,tac_trichuris,vida_enrl.csv,keep,,Trichuris trichiura,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,60,0.131547996,YES
1199,TAC_V_CHOLERAE,tac_v_cholerae,vida_enrl.csv,keep,,Vibrio cholerae,numeric,,,NA,NA,,chr,35,n/a,n/a,>10 unique values,43,0.131638469,YES
974,TEPEC,tepec,vida_enrl.csv,keep,,,1 = Typical EPEC; 0 = Not Typical EPEC or no ecoli detected,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.001538044,YES
1088,TIME_WATER,time_water,vida_enrl.csv,keep,,,,,,NA,NA,,chr,1,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.22627341,YES
5,TYPE,type,vida_enrl.csv,keep,,Case-control status,"1=Case, 0=Control",,,NA,NA,GEMS,int,1,0,1,0 to 1,2,0,YES
999,VESIKARI_SCORE,vesikari_score,vida_enrl.csv,keep,,,"1 = mild, 2 = moderate, 3 = severe",,,NA,NA,,chr,1,n/a,n/a,"., 1, 2, 3",4,0.562471727,YES
1000,VESIKARI_SCORE_INT,vesikari_score_int,vida_enrl.csv,keep,,,range = 0-20,,,NA,NA,,chr,4,n/a,n/a,>10 unique values,18,0.562471727,YES
990,VS_DAILY_MAX,vs_daily_max,vida_enrl.csv,keep,,"Maximum number of loose stools passed in a day, defined for the modified Vesikari Score","1 = 1 point, 2 = 2 points, 3 = 3 points, 99 = control child",,,NA,NA,,chr,2,n/a,n/a,"., 1, 2, 3",4,0.562109834,YES
