overallOrder,variable,dataSet,dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag,variable_dataFile,Question,VIDA Coding,CRF,Q. no
938,f18_res_entamoeba,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F18_RES_ENTAMOEBA,Entamoeba histolytica:,"0 = Negative, 1 = positive, 9 = Test not done",F4A,32
939,f18_res_giardia,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.001266395,NA,F18_RES_GIARDIA,Giardia lamblia:,"0 = Negative, 1 = positive, 9 = Test not done",F4A,32
940,f18_res_cryptospor,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.000542741,NA,F18_RES_CRYPTOSPOR,Cryptosporidium spp.:,"0 = Negative, 1 = positive, 9 = Test not done",F4A,32
941,f18_tech_name1,VIDA,vida_enrl.csv,chr,ABDOULIE KANTEH,NA,NA,n/a,n/a,>10 unique values,42,0.000633198,NA,F18_TECH_NAME1,First technician,string,F4A,32
942,f18_tech_date1,VIDA,vida_enrl.csv,date,5/25/2015,date?,NA,.,12/31/2015,. to 12/31/15,321,0.001809136,NA,F18_TECH_DATE1,First technician date,date,F4A,32
943,f18_res_rotavirus,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000180914,NA,F18_RES_ROTAVIRUS,Rotavirus:,"0 = Negative, 1 = positive, 9 = Test not done",F4A,32
944,f18_res_adenovirus,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F18_RES_ADENOVIRUS,Adenovirus:,"0 = Negative, 1 = positive, 9 = Test not done",F4A,32
945,f18_res_adeno4041,VIDA,vida_enrl.csv,chr,9,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.000723654,NA,F18_RES_ADENO4041,Adenovirus 40/41:,"0 = Negative, 1 = positive, 9 = Test not done",F4A,32
946,f18_tech_name2,VIDA,vida_enrl.csv,chr,ABDOULIE KANTEH,NA,NA,n/a,n/a,>10 unique values,50,0.000180914,NA,F18_TECH_NAME2,Second technician,string,F4A,32
947,f18_tech_date2,VIDA,vida_enrl.csv,date,5/25/2015,date?,NA,.,12/28/2015,. to 12/28/15,322,0.000180914,NA,F18_TECH_DATE2,Second technician date,date,F4A,32
948,f18_qc_name,VIDA,vida_enrl.csv,chr,HBADJI,NA,NA,n/a,n/a,>10 unique values,52,0.000180914,NA,F18_QC_NAME,QC name,string,F4A,31
949,f18_review_date,VIDA,vida_enrl.csv,date,5/25/2015,date?,NA,.,12/29/2016,. to 12/29/16,349,0.000180914,NA,F18_REVIEW_DATE,QC date,date,F4A,32
950,f19_test_date,VIDA,vida_enrl.csv,date,11/18/2015,date?,NA,.,12/29/2015,. to 12/29/15,209,0.000633198,NA,F19_TEST_DATE,Date of test:,date,F4A,35.a
951,f19_noro_gi,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F19_NORO_GI,Norovirus GI (~330bp),"1 = ""Positive"", 0 = ""Negative"", 9 = Not done",F4A,32
952,f19_noro_gii,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.000633198,NA,F19_NORO_GII,Norovirus GII (~387bp),"1 = ""Positive"", 0 = ""Negative"", 9 = Not done",F4A,32
953,f19_sapo_virus,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F19_SAPO_VIRUS,Sapovirus (~434bp),"1 = ""Positive"", 0 = ""Negative"", 9 = Not done",F4A,34.a
954,f19_astro_virus,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F19_ASTRO_VIRUS,Astrovirus (~719bp),"1 = ""Positive"", 0 = ""Negative"", 9 = Not done",F4A,32
955,f19_tech_name,VIDA,vida_enrl.csv,chr,ISATOU,NA,NA,n/a,n/a,>10 unique values,65,0.000633198,NA,F19_TECH_NAME,Technician,string,F4A,35.a
956,f19_tech_date,VIDA,vida_enrl.csv,date,11/18/2015,date?,NA,.,12/31/2017,. to 12/31/17,215,0.000633198,NA,F19_TECH_DATE,Technician date,date,F4A,34.a
957,f19_qc_name,VIDA,vida_enrl.csv,chr,SONA JABANG,NA,NA,n/a,n/a,>10 unique values,71,0.000633198,NA,F19_QC_NAME,QC name,string,F4A,33
958,f19_review_date,VIDA,vida_enrl.csv,date,11/28/2015,date?,NA,.,12/31/2015,. to 12/31/15,178,0.000633198,NA,F19_REVIEW_DATE,QC date,date,F4A,34
959,st_etec,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,ST_ETEC,,,,
960,lt_etec,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,LT_ETEC,,,,
961,etec_any,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,ETEC_ANY,,,,
962,tp_epec,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,TP_EPEC,,1 = Typical EPEC; 0 = Not Typical EPEC/no ecoli detected,Derived,Derived
963,atp_epec,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,ATP_EPEC,Indicator of whether a VIDA enrollee was excluded from the analytical dataset used for the linear growth analysis,"1 = excluded, 0 = not excluded",General ,General 
964,eaec,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,EAEC,EAEC any,1 = EAEC; 0 = Not EAEC/no ecoli detected,F3,12.a
965,ehec,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.003165988,NA,EHEC,EHEC,1 = EHEC; 0 = Not EHEC/no ecoli detected,F3,14
966,dur_days,VIDA,vida_enrl.csv,chr,73,NA,NA,n/a,n/a,>10 unique values,42,0.000180914,NA,DUR_DAYS,Days from enrollment to follow up/or death date if follow-up date is missing,numeric,F3,11.f
967,base_ht,VIDA,vida_enrl.csv,dbl,68.6,NA,NA,46,114.1,46 to 114.1,566,0,NA,BASE_HT,Height of the child at enrollment (taken as median over three measurements),numeric,Derived,Derived
968,base_wt,VIDA,vida_enrl.csv,chr,7.6,NA,NA,n/a,n/a,>10 unique values,288,0.002080507,NA,BASE_WT,Weight of child at time of enrollment (kg). If the child was rehydrated in the hospital then the last recorded weight is used. ,numeric,F2,
969,base_muac,VIDA,vida_enrl.csv,chr,13.4,NA,NA,n/a,n/a,>10 unique values,103,9.05E-05,NA,BASE_MUAC,Median mid-upper arm circumference (MUAC) of the child at the time of enrollment (cm). If the child was rehydrated in the hospital then the last measured MUAC is used. ,numeric,Derived,Derived
970,base_bmi,VIDA,vida_enrl.csv,chr,16.14973353,NA,NA,n/a,n/a,>10 unique values,7534,0.002080507,NA,BASE_BMI,WHO growth standards body mass index (BMI) at enrollment,numeric,General ,General 
971,base_waz,VIDA,vida_enrl.csv,chr,-0.4,NA,NA,n/a,n/a,>10 unique values,758,0.002170963,NA,BASE_WAZ,WHO growth standards weight-for-age z-score at enrollment,numeric,F2,
972,base_haz,VIDA,vida_enrl.csv,dbl,0.45,NA,NA,-9.27,5.76,-9.27 to 5.76,736,0,NA,BASE_HAZ,WHO growth standards height-for-age z-score at enrollment,numeric,General ,General 
973,base_whz,VIDA,vida_enrl.csv,chr,-0.79,NA,NA,n/a,n/a,>10 unique values,795,0.002170963,NA,BASE_WHZ,WHO growth standards weight-for-height z-score at enrollment,numeric,F2,
974,base_baz,VIDA,vida_enrl.csv,chr,-0.87,NA,NA,n/a,n/a,>10 unique values,805,0.002170963,NA,BASE_BAZ,WHO growth standards body mass index-for-age z-score at enrollment,numeric,Derived,Derived
975,base_muaz,VIDA,vida_enrl.csv,chr,-0.79,NA,NA,n/a,n/a,>10 unique values,659,0.013116237,NA,BASE_MUAZ,WHO growth standards mid-upper arm circumference-for-age z-score at enrollment,numeric,General ,General 
976,end_ht,VIDA,vida_enrl.csv,chr,69.5,NA,NA,n/a,n/a,>10 unique values,542,0.040886477,NA,END_HT,Height of the child at follow-up (taken as median over three measurements),numeric,F3,16
977,end_wt,VIDA,vida_enrl.csv,chr,8.9,NA,NA,n/a,n/a,>10 unique values,277,0.040886477,NA,END_WT,Weight of child at follow-up in kg,numeric,F3,16
978,end_muac,VIDA,vida_enrl.csv,chr,14,NA,NA,n/a,n/a,>10 unique values,100,0.040886477,NA,END_MUAC,Mid-upper arm circumference of the child at follow-up in cm (taken as the median over three measurements),numeric,F3,16
979,end_bmi,VIDA,vida_enrl.csv,chr,18.42554733,NA,NA,n/a,n/a,>10 unique values,7231,0.040886477,NA,END_BMI,WHO growth standards body mass index (BMI) at follow-up,numeric,F3,14.b
980,end_waz,VIDA,vida_enrl.csv,chr,0.29,NA,NA,n/a,n/a,>10 unique values,713,0.042333786,NA,END_WAZ,WHO growth standards weight-for-age z-score at follow-up,numeric,F3,16
981,end_haz,VIDA,vida_enrl.csv,chr,-0.51,NA,NA,n/a,n/a,>10 unique values,707,0.042243329,NA,END_HAZ,WHO growth standards height-for-age z-score at follow-up,numeric,F3,15
982,end_whz,VIDA,vida_enrl.csv,chr,0.83,NA,NA,n/a,n/a,>10 unique values,756,0.042333786,NA,END_WHZ,WHO growth standards weight-for-height z-score at follow-up,numeric,F3,16
983,end_baz,VIDA,vida_enrl.csv,chr,0.79,NA,NA,n/a,n/a,>10 unique values,760,0.042333786,NA,END_BAZ,WHO growth standards body mass index-for-age z-score at follow-up,numeric,F3,14.a
984,end_muaz,VIDA,vida_enrl.csv,chr,-0.42,NA,NA,n/a,n/a,>10 unique values,622,0.043147897,NA,END_MUAZ,WHO growth standards mid-upper arm circumference-for-age z-score at follow-up,numeric,F3,16
985,f3_hosp,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F3_HOSP,An indicator of whether the child was hospitalized with diarrhea or dysentery at the time of enrollment. ,"1=Yes, 0=No",F4A,35.b
986,dur_drh,VIDA,vida_enrl.csv,chr,3,NA,NA,n/a,n/a,>10 unique values,21,0.020805066,NA,DUR_DRH,"Duration of the diarrheal episode, where a period of 8 or more diarrhea free days would indicate that the current episode has ended",numeric,F3,11.e
987,site,VIDA,vida_enrl.csv,int,1,NA,NA,1,3,1 to 3,3,0,NA,SITE,VIDA sites,"1=The Gambia, 2= Mali, 3 = Kenya",Derived,Derived
988,site_split,VIDA,vida_enrl.csv,int,1,NA,NA,1,4,1 to 4,4,0,NA,SITE_SPLIT,VIDA sites with extra de\ivision of The Gambia site to sllow for easier comparison to GEMS,"1 = The Gambia Basse, 2 = Mali, 3 = Kenya, 4 = The Gambia Bansang",Derived,Derived
989,study_year,VIDA,vida_enrl.csv,int,1,NA,NA,1,3,1 to 3,3,0,NA,STUDY_YEAR,,,,
990,agegroup_fine,VIDA,vida_enrl.csv,int,3,NA,NA,1,6,1 to 6,6,0,NA,AGEGROUP_FINE,Age group with more refinement of the your ages,"1 = 0-2 months, 2 = 3-5 months, 3 = 6-8 months, 4 = 9-11 months, 5 = 12-23 months, 6 - 24-59 months ",General ,General 
991,delta_ht,VIDA,vida_enrl.csv,chr,0.9,NA,NA,n/a,n/a,>10 unique values,179,0.040886477,NA,DELTA_HT,Change in height from enrollment to follow-up,numeric,F3,7
992,delta_wt,VIDA,vida_enrl.csv,chr,1.3,NA,NA,n/a,n/a,>10 unique values,266,0.04278607,NA,DELTA_WT,Change in weight from enrollment to follow-up,numeric,F3,11.b
993,delta_muac,VIDA,vida_enrl.csv,chr,0.6,NA,NA,n/a,n/a,>10 unique values,97,0.040976934,NA,DELTA_MUAC,Change in MUAC from enrollment to follow-up,numeric,F3,8
994,delta_waz,VIDA,vida_enrl.csv,chr,0.69,NA,NA,n/a,n/a,>10 unique values,695,0.044323835,NA,DELTA_WAZ,Change in WAZ from enrollment to follow-up,numeric,F3,10
995,delta_haz,VIDA,vida_enrl.csv,chr,-0.96,NA,NA,n/a,n/a,>10 unique values,450,0.042243329,NA,DELTA_HAZ,Change in HAZ score from enrollment to follow-up,numeric,F3,6
996,delta_whz,VIDA,vida_enrl.csv,chr,1.62,NA,NA,n/a,n/a,>10 unique values,823,0.044323835,NA,DELTA_WHZ,Change in WHZ score from enrollment to follow-up,numeric,F3,11.a
997,delta_muaz,VIDA,vida_enrl.csv,chr,0.37,NA,NA,n/a,n/a,>10 unique values,523,0.054635911,NA,DELTA_MUAZ,Change in MUACZ from enrollment to follow-up,numeric,F3,9
998,base_stunting,VIDA,vida_enrl.csv,int,0,NA,NA,0,3,0 to 3,4,0,NA,BASE_STUNTING,Severity of stunting as measured by HAZ at enrollment,"0 = no stunting, 1 = mild, 2 = moderate, 3 = severe",General ,General 
999,base_wasting,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 2, 3",5,0.002170963,NA,BASE_WASTING,Severity of wasting as measured by WHZ at enrollemnt,"0 = no stunting, 1 = mild, 2 = moderate, 3 = severe",General ,General 
1000,end_stunting,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 2, 3",5,0.042243329,NA,END_STUNTING,Severity of stunting as measured by HAZ at follow-up,"0 = no stunting, 1 = mild, 2 = moderate, 3 = severe",F3,16
1001,end_wasting,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 2, 3",5,0.042333786,NA,END_WASTING,Severity of wasting as measured by WHZ at follow-up,"1 = mild, 2 = moderate, 3 = severe",F3,16
1002,persist_ind,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.020805066,NA,PERSIST_IND,Indicator of persistent diarrhea (diarrhea lasting for at least 14 days),"1 = persistent diarrhea, 0 = did no have persistent diarrhea",Derived,Derived
1003,dys_ind,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,9.05E-05,NA,DYS_IND,Indicator of children who experienced dysentery,"1 = dysentery, 0 = no dysentery",F3,12
1004,death_ind,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.020352782,NA,DEATH_IND,Indicator of an VIDA enrollee who died,"1 = died, 0 = did not die",F3,5
1005,campy_any,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,CAMPY_ANY,An indicator of any campylobacter,"1 = any campylobacter, 0 = not campylobacter",F2,
1006,noro_any,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,NORO_ANY,An Indicator of any either Norovirus GI and/or Norovirus GII,"1 = any Norovirus, 0 = not Norovirus",Derived,Derived
1007,adeno_4041,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.000723654,NA,ADENO_4041,Adenovirus 40/41 where we assume that a negative test result of adenovirus is therefore a negative adenovirus 40/41 test result. This variable assumes that all lab work is highly accurate and consistent across all sites. ,1 = present; 0 = absent,General ,General 
1008,shig_dysnt,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,SHIG_DYSNT,,"1 = S. dysenteriae, 0 = not S. dysenteriae/not Shigella",Derived,Derived
1009,shig_flex,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,SHIG_FLEX,,"1 = S. flexneri, 0 = not S.flexneri/not Shigella",Derived,Derived
1010,shig_boydii,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,SHIG_BOYDII,,"1 = S. boydii, 0 = not S. boydii/not Shigella",Derived,Derived
1011,shig_sonnei,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,SHIG_SONNEI,,"1 = S. sonnei, 0 = not S. sonnei/not Shigella",Derived,Derived
1012,ecoli_eae,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.003799186,NA,ECOLI_EAE,,"1 = EAE detected
0 = No EAE detected/no e coli detected

",F3,13.a
1013,etec_anyst,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.003799186,NA,ETEC_ANYST,,"1 = ST detected
0 = No ST detected/no e coli detected
",F3,16
1014,tepec,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.003708729,NA,TEPEC,,,,
1015,ecoli_stx,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.003437359,NA,ECOLI_STX,,"1 = STX detected
0 = No STX detected/no e coli detected
",F3,13.c
1016,ecoli_lt,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051289009,NA,ECOLI_LT,,"1 = LT detected
0 = No LT detected/no ecoli detected",F3,13.b
1017,ecoli_aata,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.051289009,NA,ECOLI_AATA,,"1 = aatA detected
0 = No aatA detected/no ecoli detected",F3,12.c
1018,ecoli_aaic,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051289009,NA,ECOLI_AAIC,,"1 = aaiC detected
0 = No aaiC detected/no ecoli detected",F3,12.b
1019,etec_all,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.05156038,NA,ETEC_ALL,ETEC any,1 = ETEC any; 0 = Not ETEC/no ecoli detected,F3,16
1020,etec_ltst,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.003527815,NA,ETEC_LTST,ETEC LT/ST  ,1 = ETEC LT/ST; 0 = Not ETEC LT/ST/no ecoli detected,F3,16
1021,etec_st,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.003799186,NA,ETEC_ST,ETEC ST only,1 = ST ETEC; 0 = Not ST ETEC/no ecoli detected,F3,16
1022,etec_lt,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.918498417,NA,ETEC_LT,ETEC LT only,1 = LT ETEC; 0 = Not LT ETEC/no ecoli detected,F3,16
1023,aepec,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.003799186,NA,AEPEC,Atypical EPEC,1 = atypical EPEC; 0 = Not atypical EPEC/no ecoli detected,General ,General 
1024,path_bact,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,PATH_BACT,Bacterial pathogen indicator,"1 = at least one bacterial pathogen was detected
0 = no bacterial pathogens were detected",Derived,Derived
1025,path_viral,VIDA,vida_enrl.csv,int,1,NA,NA,0,1,0 to 1,2,0,NA,PATH_VIRAL,Viral pathogen indicator. Detected by RT-PCR or ELISA,"1 = at least one viral pathogen was detected
0 = no viral pathogens were detected",Derived,Derived
1026,path_proto,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,PATH_PROTO,Protozal pathogen indicator. Detected by ELISA,"1 = at least one protozoal pathogen was detected
0 = no protozoal pathogens were detected",Derived,Derived
1027,vs_dur_drh,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3",4,0.020805066,NA,VS_DUR_DRH,"Duration of diarrhea, defined for the modified Vesikari Score","0 = 0 points, 1 = 1 point, 2 = 2 points, 3 = 3 points",Derived,Derived
1028,vs_daily_max,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3",4,0.562098598,NA,VS_DAILY_MAX,"Maximum number of loose stools passed in a day, defined for the modified Vesikari Score","0 = 0 points, 1 = 1 point, 2 = 2 points, 3 = 3 points",Derived,Derived
1029,vs_days_vomit,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 2, 3",5,0.795386703,NA,VS_DAYS_VOMIT,"How many days did the child have vomiting, defined for the modified Vesikari Score","0 = 0 points, 1 = 1 point, 2 = 2 points, 3 = 3 points",Derived,Derived
1030,vs_freq_vomit,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3",4,0.795386703,NA,VS_FREQ_VOMIT,"How many times did the child vomit on their worst day, defined for the modified Vesikari score","0 = 0 points, 1 = 1 point, 2 = 2 points, 3 = 3 points",Derived,Derived
1031,vs_fever,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 2, 3",5,0.562098598,NA,VS_FEVER,"Axillary temp, defined for the modified Vesikari score","0 = 0 points, 1 = 1 point, 2 = 2 points, 3 = 3 points",Derived,Derived
1032,vs_treat,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 2",4,0.562098598,NA,VS_TREAT,Treatment defined for the modified Vesikari score,"0 = 0 points, 1 = 1 point, 2 = 2 points",Derived,Derived
1033,vesikari_score,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3",4,0.020805066,NA,VESIKARI_SCORE,,"1 = mild, 2 = moderate, 3 = severe",Derived,Derived
1034,severe_dehyd,VIDA,vida_enrl.csv,int,1,NA,NA,0,4,0 to 4,5,0,NA,SEVERE_DEHYD,Count of the number of indicators of WHO IMCI measures of severe dehydration,numeric,Derived,Derived
1035,mod_dehyd,VIDA,vida_enrl.csv,int,1,NA,NA,0,4,0 to 4,5,0,NA,MOD_DEHYD,Count of the number of indicators of WHO IMCI measures of moderate dehydration,numeric,Derived,Derived
1036,who_dehyd,VIDA,vida_enrl.csv,int,1,NA,NA,0,2,0 to 2,3,0,NA,WHO_DEHYD,WHO IMCI severity of dehydration and Vesikari score points,"0 = no dehydration, 1 = some dehydration, 2 = severe dehydration",Derived,Derived
1037,wi_members,VIDA,vida_enrl.csv,chr,4,NA,NA,n/a,n/a,>10 unique values,20,0.000361827,NA,WI_MEMBERS,,,,
1038,wi_pipe_house,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_PIPE_HOUSE,,,,
1039,wi_pipe_yard,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_PIPE_YARD,,,,
1040,wi_pub_tap,VIDA,vida_enrl.csv,int,1,NA,NA,0,1,0 to 1,2,0,NA,WI_PUB_TAP,,,,
1041,wi_open_well,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_OPEN_WELL,,,,
1042,wi_open_pbwell,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_OPEN_PBWELL,,,,
1043,wi_surface,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_SURFACE,,,,
1044,wi_dp_tube,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_DP_TUBE,,,,
1045,wi_sh_tube,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_SH_TUBE,,,,
1046,wi_cov_well,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_COV_WELL,,,,
1047,wi_cov_pbwell,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_COV_PBWELL,,,,
1048,wi_pspring,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_PSPRING,,,,
1049,wi_unspring,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_UNSPRING,,,,
1050,wi_bought,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_BOUGHT,,,,
1051,wi_bore_hole,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_BORE_HOLE,,,,
1052,wi_other,VIDA,vida_enrl.csv,int,0,NA,NA,0,1,0 to 1,2,0,NA,WI_OTHER,,,,
1053,wi_shr_flushpipe,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.735323383,NA,WI_SHR_FLUSHPIPE,,,,
1054,wi_shr_flushelse,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.735323383,NA,WI_SHR_FLUSHELSE,,,,
1055,wi_shr_bucket,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.735323383,NA,WI_SHR_BUCKET,,,,
1056,wi_shr_vip,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.735323383,NA,WI_SHR_VIP,,,,
1057,wi_shr_pitslab,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.735323383,NA,WI_SHR_PITSLAB,,,,
1058,wi_shr_pitopen,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.735323383,NA,WI_SHR_PITOPEN,,,,
1059,wi_shr_comp,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.735323383,NA,WI_SHR_COMP,,,,
1060,wi_shr_hang,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.735323383,NA,WI_SHR_HANG,,,,
1061,wi_shr_none,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.735323383,NA,WI_SHR_NONE,,,,
1062,wi_shr_other,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.735323383,NA,WI_SHR_OTHER,,,,
1063,wi_flushpipe,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_FLUSHPIPE,,,,
1064,wi_flushelse,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_FLUSHELSE,,,,
1065,wi_bucket,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_BUCKET,,,,
1066,wi_vip,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_VIP,,,,
1067,wi_pitslab,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_PITSLAB,,,,
1068,wi_pitopen,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_PITOPEN,,,,
1069,wi_comp,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_COMP,,,,
1070,wi_hang,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_HANG,,,,
1071,wi_none,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.289552239,NA,WI_NONE,,,,
1072,wi_fl_nat,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,WI_FL_NAT,,,,
1073,wi_fl_rud,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.562098598,NA,WI_FL_RUD,,,,
1074,wi_fl_par,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.562098598,NA,WI_FL_PAR,,,,
