"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"181","raw_otis_visit::otis_op4_baby_temp_value","raw_otis_visit","","Infant's temperature <1 hour after delivery","","Community","","Health center delivery care","Temperature Recorded (F)","0","variable","","yes","","","BetterBirth","F","","","","","","","",""
"182","raw_otis_visit::otis_op4_baby_temp_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason infant's temperature not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"183","raw_otis_visit::otis_op4_baby_temp_no_skills","raw_otis_visit","","Ability","","Community","","Reason infant's temperature not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"184","raw_otis_visit::otis_op4_baby_temp_no_motive","raw_otis_visit","","Motivation","","Community","","Reason infant's temperature not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"185","raw_otis_visit::otis_op4_baby_temp_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason infant's temperature not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"186","raw_otis_visit::otis_op4_baby_weight","raw_otis_visit","","Infant's weight measured","","Community","","Observed activities <1 hour after delivery","Did birth attendant take Baby<U+2019>s weight?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"187","raw_otis_visit::otis_op4_baby_weight_value","raw_otis_visit","","Infants weight <1 hour after delivery","","Community","","Health center delivery care","Weight Recorded (gm)","0","value","","yes","","","BetterBirth","","","","","","","","",""
"188","raw_otis_visit::otis_op4_baby_weight_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason infant's weight not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"189","raw_otis_visit::otis_op4_baby_weight_no_skills","raw_otis_visit","","Ability","","Community","","Reason infant's weight not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"190","raw_otis_visit::otis_op4_baby_weight_no_motive","raw_otis_visit","","Motivation","","Community","","Reason infant's weight not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"191","raw_otis_visit::otis_op4_baby_weight_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason infant's weight not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"192","raw_otis_visit::otis_op4_bf","raw_otis_visit","","Breastfeeding started","","Community","","Observed activities <1 hour after delivery","Was breastfeeding started within an hour of birth?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"193","raw_otis_visit::otis_op4_b_feeding_no_skills","raw_otis_visit","","Ability","","Community","","Reason breastfeeding not started <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"194","raw_otis_visit::otis_op4_b_feeding_no_motive","raw_otis_visit","","Motivation","","Community","","Reason breastfeeding not started <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"195","raw_otis_visit::otis_op4_b_feeding_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason breastfeeding not started <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"196","raw_otis_visit::otis_op4_danger_signs_mother","raw_otis_visit","","Danger signs explained to mother","","Community","","Observed activities <1 hour after delivery","Did birth attendant explain danger signs to mother?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"197","raw_otis_visit::otis_op4_signs_mother_no_skills","raw_otis_visit","","Ability","","Community","","Reason danger signs not explained to mother <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"198","raw_otis_visit::otis_op4_signs_mother_no_motive","raw_otis_visit","","Motivation","","Community","","Reason danger signs not explained to mother <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"199","raw_otis_visit::otis_op4_signs_mother_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason danger signs not explained to mother <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"200","raw_otis_visit::otis_op4_danger_signs_bc","raw_otis_visit","","Danger signs explained to birth companion","","Community","","Observed activities <1 hour after delivery","Did birth attendant explain danger signs to birth companion?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"201","raw_otis_visit::otis_op4_signs_bc_no_skills","raw_otis_visit","","Ability","","Community","","Reason danger signs not explained to birth companion <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"202","raw_otis_visit::otis_op4_signs_bc_no_motive","raw_otis_visit","","Motivation","","Community","","Reason danger signs not explained to birth companion <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"203","raw_otis_visit::otis_op4_signs_bc_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason danger signs not explained to birth companion <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"204","raw_otis_visit::otis_op4_skin_to_skin","raw_otis_visit","","Infant skin-to-skin","","Community","","Observed activities <1 hour after delivery","Was Baby Skin-to-Skin at one hour?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"205","raw_otis_visit::otis_op4_skin2skin_no_skills","raw_otis_visit","","Ability","","Community","","Reason infant not skin-to-skin at 1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"206","raw_otis_visit::otis_op4_skin2skin_no_motive","raw_otis_visit","","Motivation","","Community","","Reason infant not skin-to-skin at 1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"207","raw_otis_visit::otis_op4_skin2skin_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason infant not skin-to-skin at 1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"208","raw_otis_visit::otis_op4_checklist","raw_otis_visit","","Used Safe Childbirth Checklist","","Community","","Observed activities <1 hour after delivery","Did birth attendant use the SCC soon after birth?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"209","raw_otis_visit::otis_op4_checklist_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason Safe Childbirth Checklist not used <1 hour after delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"210","raw_otis_visit::otis_op4_checklist_no_skills","raw_otis_visit","","Ability","","Community","","Reason Safe Childbirth Checklist not used <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"211","raw_otis_visit::otis_op4_checklist_no_motive","raw_otis_visit","","Motivation","","Community","","Reason Safe Childbirth Checklist not used <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"212","raw_otis_visit::otis_op4_checklist_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason Safe Childbirth Checklist not used <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"213","raw_otis_visit::otis_op5_bleeding","raw_otis_visit","","Checked bleeding","","Community","","Observed activities before discharge","Did birth attendant check Mother<U+2019>s bleeding?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"214","raw_otis_visit::otis_op5_bleeding_no_skills","raw_otis_visit","","Ability","","Community","","Reason bleeding not checked before discharge","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"215","raw_otis_visit::otis_op5_bleeding_no_motive","raw_otis_visit","","Motivation","","Community","","Reason bleeding not checked before discharge","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"216","raw_otis_visit::otis_op5_bleeding_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason bleeding not checked before discharge","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"217","raw_otis_visit::otis_op5_mother_temp","raw_otis_visit","","Temperature measured","","Community","","Observed activities before discharge","Did birth attendant take Mother<U+2019>s temperature?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"218","raw_otis_visit::otis_op5_mother_temp_value","raw_otis_visit","","Temperature before discharge","","Community","","Health center delivery care","Temperature Recorded (F)","0","variable","","yes","","","BetterBirth","F","","","","","","","",""
"219","raw_otis_visit::otis_op5_mother_temp_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason temperature not measured before discharge","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"220","raw_otis_visit::otis_op5_mother_temp_no_skills","raw_otis_visit","","Ability","","Community","","Reason temperature not measured before discharge","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"221","raw_otis_visit::otis_op5_mother_temp_no_motive","raw_otis_visit","","Motivation","","Community","","Reason temperature not measured before discharge","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
