colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL
539,539,,skindur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Skin condition duration (days),How long has the participant had skin problems,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin Duration,,variable,,,
1122,1122,,skindur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Skin condition duration (days),How long has the participant had skin problems,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin Duration,,variable,,,
215,215,,skingrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Skin condition grade,Skin Grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
538,538,,skingrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Skin condition grade,What is the grade of the skin infection,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1121,1121,,skingrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Skin condition grade,What is the grade of the skin infection,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
594,594,,smal::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020182,Severe anemia (Hb <5mg/dL),,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,Complicated malaria Severe anemia,1=checked,variable,,,
857,857,,smal::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020182,Severe anemia (Hb <5mg/dL),,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe anemia,1=checked,variable,,,
1185,1185,,smal::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020182,Severe anemia (Hb <5mg/dL),,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe anemia,1=checked,variable,,,
289,289,,species::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",What was the type of malaria parasite the participant had,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Species,"0=Plasmodium Falciparum,
1=Plasmodium Malariae,
2=Plasmodium Ovale,
3=Plasmodium vivax
9=Unknown",variable,,was this by microscopy? Need to know method of identification,
592,592,,species::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5821,Species,"0=Plasmodium Falciparum,
1=Plasmodium Malariae,
2=Plasmodium Ovale,
3=Plasmodium vivax, 4=Mixed,
9=Unknown",variable,,was this by microscopy? Need to know method of identification,
1178,1178,,species::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5821,Species,"0=Plasmodium Falciparum,
1=Plasmodium Malariae,
2=Plasmodium Ovale,
3=Plasmodium vivax
9=Unknown",variable,,How was this estimated? Similar variable? By microscopy?,
891,891,,spontab::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Spontaneous abortion,"Did the pregnancy result in an abortion <28 weeks gestation, if yes was it spontaneous?",Observation,Delivery complications,,Death of live infant by 28 days,"0,1",variable,,,
892,892,,stillbirthdich::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Stillbirth,,Observation,Delivery,,Whether stillbirth occurred dichotomized if not spontaneous abortion,"0=No,
1=Yes",variable,,,
1166,1166,,stool::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010873,Stool sample collected in target window,,Observation,stool sample collection process,http://purl.obolibrary.org/obo/EUPATH_0010039,Stool collected at 4 and 52 weeks,"0=Not Indicated,
1=Collected,
2=Forgot to collect,
3=Declined",variable,,,
319,319,,studydrugdate::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Study drug administration date,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Date study drugs first given,Date,variable,,,
420,420,,studystatus::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,State of birth,,Observation,,,Study status,"1=stillbirth, 2=Died on day0, 3=Lost to follow-up on day0, 4=Include in analyses ( at least 1 day of follow-up)",variable,DROP,,
12,12,,surgdesc::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,,Surgery description,Specified Which Surgery was done,Observation,Surgical ,,surgery describe,text,variable,DROP,,
11,11,,surgery::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,,Surgery,Specified Whether Surgery was done,Observation,Surgical ,,Surgery,"0=No,
1=Yes",variable,,,
276,276,,syph::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Syphillis result,Did the participant have syphilis or not,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Syphilis,"0=Negative,
1=Positive,
2=No result",variable,,,
477,477,,syph::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Syphillis result,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Syphilis,"0=Negative, 1=positive",variable,,,
265,265,,syptest::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0011797,Syphillis sample collected,Was the syphilis test done or not,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/OBI_0000655,Syphilis test,"0=Not collected,
1=Collected
",variable,,Is this a blood sample?,
828,828,,tbscord::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Thick cord blood smear collected,Thick blood smear from cord blood,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/OBI_0000655,Thick blood smear from cord blood,"0=Not made, 1=Made
",variable,,,
826,826,,tbsperi::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Thick and thin peripheral blood smear collected,Thick and thin blood smear from peripheral blood,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/OBI_0000655,Thick and thin blood smear from peripheral blood,"0=Not made, 1=Made
",variable,,,
827,827,,tbspla::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Thick placental blood smear collected,Thick blood smear from placental blood,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/OBI_0000655,Thick blood smear from placental blood,"0=Not made, 1=Made
",variable,,,
181,181,,temp::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),Participant's temperature taken ,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature,,variable,,,
335,335,,temp::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature,,variable,,,
1093,1093,,temp::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature,,variable,,,
431,431,,temp::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature,,variable,,,
182,182,,tempgrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Temperature grade,Temperature grade,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
505,505,,tempgrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Temperature grade,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1094,1094,,tempgrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Temperature grade,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
377,377,,timecat::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Study drug and delivery status,Observaton time in relation to study drugs and delievery,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Observaton time in relation to study drugs and delievery,"0=Pregnant (before study drugs given), 1=pregnant (after study drugs given), 3=Postpartum",variable,,,
58,58,,tobacco::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Tobacco use,Does the participant chew or smoke tobacco,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Chew/smoke tobacco,"0 = No,
1=Yes",variable,,,
782,782,,todhrs::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Delivery time (hrs),,Observation,Delivery,,Time of delivery: Hours,,variable,,,
783,783,,todmin::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Delivery time (mins),,Observation,Delivery,,Time of delivery: Minutes,,variable,,,
372,372,,treatment::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000740,Malaria treatment,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Antimalarial treatment,"0=No malaria,1=Uncomplicated(AL),2=Complicated malaria(Quinine),3=AL treatment failure,4=Quinine/artesunate treatment failure",variable,,,
913,913,,Txarm::Individual level database FINAL,Individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,,Participant,Administrative information ,http://purl.obolibrary.org/obo/EUPATH_0010035,Mothers Treatment Assignment,"0=SP, 1=DP",variable,,,
395,395,,Txarm::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,,Participant,Administrative information ,http://purl.obolibrary.org/obo/EUPATH_0010035,Mothers Treatment Assignment,"1=SP, 2=DP",variable,,,
1028,1028,,Txarm::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,,Participant,Administrative information ,http://purl.obolibrary.org/obo/EUPATH_0010035,Mothers Treatment Assignment,"1=SP, 2=DP",variable,,,
1184,1184,,unbreast::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020191,Unable to breastfeed or drink,,Observation,Complicated malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020254,Unable to breastfeed or drink,1=checked,variable,,,
473,473,,uniqueid::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Unique ID number (id + date),id number + 5-digit number,variable,,,
329,329,,uniqueid::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Unique ID number = participant ID number + date,id number + 5-digit number,variable,,,
391,391,,uniqueid::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020244,Observation ID,,Observation,,http://purl.obolibrary.org/obo/EUPATH_0000738,Unique ID number = participant ID number + date,id number + 5-digit number,variable,DROP,,
1074,1074,,uniqueid::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020244,Observation ID,,Observation,,http://purl.obolibrary.org/obo/EUPATH_0000738,Unique ID number (Participant ID + date),id number + 5-digit number,variable,DROP,,
285,285,,uprotein::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Urine protein result,What was the urine protein,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,,"0=0,
1=1+,
2=2+,
3=3+",variable,,,
571,571,,uprotein::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Urine protein result,,Sample,Urine test,http://purl.obolibrary.org/obo/EUPATH_0011797,Urine protein,"0=0,
1=1+,
2=2+,
3=3+",variable,,,
264,264,,urine::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0033265,Urine collected,Was urine for protein dip stick collected,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,Urine for protein dip stick,"0=Not collected,
1=Collected
",variable,,,
76,76,,vagnalbd::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Vaginal bleeding,Does the participant have vaginal bleeding,Observation,Obstetric symptoms,,Vaginal bleeding,"0=Not present, 1=Present",variable,,,
497,497,,vagnalbd::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Vaginal bleeding,,Observation,Obstetric symptoms,,Vaginal bleeding,"0=Absent,
1=Present",variable,,,
77,77,,vagnalfd::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Leakage of watery vaginal fluid,Does the participant have leakage of watery vaginal fluid,Observation,Obstetric symptoms,,Leakage of watery vaginal fluid,"0=Not present, 1=Present",variable,,,
496,496,,vagnalfd::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Leakage of watery vaginal fluid,,Observation,Obstetric symptoms,,Leakage of watery vaginal fluids,"0=Absent,
1=Present",variable,,,
78,78,,vdischarge::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Other abnormal vaginal discharge,Does the participant have any other abnormal vaginal discharge,Observation,Obstetric symptoms,,Other abnormal vaginal discharge,"0=Not present, 1=Present",variable,,,
