"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI"
"http://purl.obolibrary.org/obo/EUPATH_0033130","Antibiotic administered before urine collection","4","_prabxur_3","_clin_rev_de","Antibiotics prior to urine collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration","Sample","Urine sample collection process","http://purl.obolibrary.org/obo/EUPATH_0011473","Prior antibiotic use: Urine","1=Prior antibiotics 2=No prior antibiotics, documented 3=No evidence of prior antibiotics","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033116","Antibiotic administered before urine collection (calculated)","6","_abxbefur_time","_clin_rev_de","Antibiotics administered prior to urine specimen collection based on time of specimen collection and antibiotic administration","Sample","Urine sample collection process","http://purl.obolibrary.org/obo/EUPATH_0011473","Antibiotics administered prior to urine specimen collection","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033131","Antibiotic administered before urine collection (reported)","5","_abxbefur","_clin_rev_de","Antibiotic received at study hospital before urine collected (reported)","Sample","Urine sample collection process","http://purl.obolibrary.org/obo/EUPATH_0011473","Antibiotic received at study hospital before urine collected (reported)","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033262","Time between urine collection and antibiotic administration (min)","7","_abxmins_ur","_clin_rev_de","Time between urine specimen collection and antibiotic administration","Sample","Urine sample collection process","http://purl.obolibrary.org/obo/EUPATH_0011473","Number of minutes between urine specimen collection and antibiotic administration","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033265","Urine collected","1","cbuucol","_clin_rev_de","","Sample","Urine sample collection process","http://purl.obolibrary.org/obo/EUPATH_0011473","Urine collected","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033266","Urine collection date","2","cbuurdt","_clin_rev_de","","Sample","Urine sample collection process","http://purl.obolibrary.org/obo/EUPATH_0011473","Urine date","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033267","Urine collection time","3","cbuutm","_clin_rev_de","","Sample","Urine sample collection process","http://purl.obolibrary.org/obo/EUPATH_0011473","Urine time","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032609","Adenovirus, by multiplexed qPCR","3","adeno_ispcr","_lab_rev_de","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","Adenovirus induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033368","Alphacoronavirus in induced sputum","4","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033287","Alphainfluenzavirus in induced sputum","6","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032610","Any noncolonizer virus, by multiplexed qPCR","2","_anyvir_noncolon_ispcr","_lab_rev_de","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","Any noncolonizer virus NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032611","Any virus, by multiplexed qPCR","1","_anyvir_all_ispcr","_lab_rev_de","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","Any virus induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033369","Betacoronavirus in induced sputum","5","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033288","Betainfluenzavirus in induced sputum","7","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033284","Bocaparvovirus in induced sputum","9","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033283","Cytomegalovirus in induced sputum","10","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033292","Enterovirus in induced sputum","11","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033289","Gammainfluenzavirus in induced sputum","8","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033285","Metapneumovirus in induced sputum","12","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033286","Orthopneumovirus in induced sputum","13","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032627","Parechovirus/Enterovirus, by multiplexed qPCR","14","pv_ev_ispcr","_lab_rev_de","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","EV/PV induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033290","Respirovirus in induced sputum","15","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033291","Rubulavirus in induced sputum","16","","","","Sample","Virus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032004","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032716","Adenovirus, by multiplexed qPCR","2","adeno_lapcr","_lab_rev_de","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","Adenovirus lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033370","Alphacoronavirus in lung aspirate","3","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033357","Alphainfluenzavirus in lung aspirate","5","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032717","Any virus, by multiplexed qPCR","1","_anyvir_lapcr","_lab_rev_de","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","Any virus detected by lung asirate PCR","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033371","Betacoronavirus in lung aspirate","4","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033358","Betainfluenzavirus in lung aspirate","6","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033359","Bocaparvovirus in lung aspirate","8","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033360","Cytomegalovirus in lung aspirate","9","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033361","Enterovirus in lung aspirate","10","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033362","Gammainfluenzavirus in lung aspirate","7","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033363","Metapneumovirus in lung aspirate","11","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033364","Orthopneumovirus in lung aspirate","12","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032733","Parechovirus/Enterovirus, by multiplexed qPCR","13","pv_ev_lapcr","_lab_rev_de","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","EV/PV lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033365","Respirovirus in lung aspirate","14","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033366","Rubulavirus in lung aspirate","15","","","","Sample","Virus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032020","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032809","Adenovirus, by multiplexed qPCR","4","adeno_nppcr","_lab_rev_de","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","Adenovirus NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033372","Alphacoronavirus in nasopharyngeal/oropharyngeal swabs","5","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033333","Alphainfluenzavirus in nasopharyngeal/oropharyngeal swabs","7","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032985","Any noncolonizer virus, by multiplexed qPCR","3","_anyvir_noncolon_nppcr","_lab_rev_de","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","Any noncolonizer virus NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032988","Any virus, by absolute qPCR","2","_anyvir_all_thr_nppcr","_lab_rev_de","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","Any virus on NPPCR, with threshold","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032986","Any virus, by multiplexed qPCR","1","_anyvir_all_nppcr","_lab_rev_de","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","Any virus NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033373","Betacoronavirus in nasopharyngeal/oropharyngeal swabs","6","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033332","Betainfluenzavirus in nasopharyngeal/oropharyngeal swabs","8","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033331","Bocaparvovirus in nasopharyngeal/oropharyngeal swabs","10","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033335","Cytomegalovirus in nasopharyngeal/oropharyngeal swabs","11","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033329","Enterovirus in nasopharyngeal/oropharyngeal swabs","12","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033328","Gammainfluenzavirus in nasopharyngeal/oropharyngeal swabs","9","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032987","Measles morbillivirus, by PCR","13","_measles_nppcr","_lab_rev_de","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","Measles NPPCR","","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033327","Metapneumovirus in nasopharyngeal/oropharyngeal swabs","14","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033326","Orthopneumovirus in nasopharyngeal/oropharyngeal swabs","15","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032825","Parechovirus/Enterovirus, by multiplexed qPCR","16","pv_ev_nppcr","_lab_rev_de","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","EV/PV NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033325","Respirovirus in nasopharyngeal/oropharyngeal swabs","17","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033324","Rubulavirus in nasopharyngeal/oropharyngeal swabs","18","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033072","Adenovirus, by multiplexed qPCR","2","adeno_pfpcr","_lab_rev_de","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","Adenovirus pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033374","Alphacoronavirus in pleural fluid","3","","","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033349","Alphainfluenzavirus in pleural fluid","5","","","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033073","Any virus, by multiplexed qPCR","1","_anyvir_pfpcr","_lab_rev_de","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","Any virus detected by pleural fluid PCR","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033375","Betacoronavirus in pleural fluid","4","","","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033348","Betainfluenzavirus in pleural fluid","6","","","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033354","Bocaparvovirus in pleural fluid","8","","","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033356","Chlamydophila in pleural fluid","9","","","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033355","Cytomegalovirus in pleural fluid","10","","","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","","","multifilter category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033346","Enterovirus in pleural fluid","11","","","","Sample","Virus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032012","","","multifilter category","","",""
