variable	IRI	values	mappedTerm
BC-3 mothers delivery database FINAL.dta::ldhead4	BC-3 mothers delivery database FINAL.dta::ldhead4	5	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead5	BC-3 mothers delivery database FINAL.dta::ldhead5	5	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead6	BC-3 mothers delivery database FINAL.dta::ldhead6	5	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead7	BC-3 mothers delivery database FINAL.dta::ldhead7	5	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb1	BC-3 mothers delivery database FINAL.dta::lmemb1	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb2	BC-3 mothers delivery database FINAL.dta::lmemb2	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb3	BC-3 mothers delivery database FINAL.dta::lmemb3	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb4	BC-3 mothers delivery database FINAL.dta::lmemb4	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb5	BC-3 mothers delivery database FINAL.dta::lmemb5	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb6	BC-3 mothers delivery database FINAL.dta::lmemb6	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb7	BC-3 mothers delivery database FINAL.dta::lmemb7	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb1	BC-3 mothers delivery database FINAL.dta::lmemb1	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb2	BC-3 mothers delivery database FINAL.dta::lmemb2	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb3	BC-3 mothers delivery database FINAL.dta::lmemb3	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb4	BC-3 mothers delivery database FINAL.dta::lmemb4	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb5	BC-3 mothers delivery database FINAL.dta::lmemb5	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb6	BC-3 mothers delivery database FINAL.dta::lmemb6	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lmemb7	BC-3 mothers delivery database FINAL.dta::lmemb7	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::loedema1	BC-3 mothers delivery database FINAL.dta::loedema1	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::loedema2	BC-3 mothers delivery database FINAL.dta::loedema2	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::loedema3	BC-3 mothers delivery database FINAL.dta::loedema3	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::loedema4	BC-3 mothers delivery database FINAL.dta::loedema4	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::loedema5	BC-3 mothers delivery database FINAL.dta::loedema5	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::loedema6	BC-3 mothers delivery database FINAL.dta::loedema6	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::loedema7	BC-3 mothers delivery database FINAL.dta::loedema7	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::contractn	BC-3 enrollment database FINAL.dta::contractn	0	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::contractn	BC-3 mothers all visits database FINAL.dta::contractn	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::contractn	BC-3 enrollment database FINAL.dta::contractn	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::contractn	BC-3 mothers all visits database FINAL.dta::contractn	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::dysuria	BC-3 enrollment database FINAL.dta::dysuria	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::dysuria	BC-3 enrollment database FINAL.dta::dysuria	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vagnalbd	BC-3 enrollment database FINAL.dta::vagnalbd	0	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vagnalbd	BC-3 mothers all visits database FINAL.dta::vagnalbd	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vagnalbd	BC-3 enrollment database FINAL.dta::vagnalbd	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vagnalbd	BC-3 mothers all visits database FINAL.dta::vagnalbd	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::netlastnight	BC-3 enrollment database FINAL.dta::netlastnight	0	:::UNDEF:::
BC3_Household_Survey_Data.dta::netlastnight	BC3_Household_Survey_Data.dta::netlastnight	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::netlastnight	BC-3 enrollment database FINAL.dta::netlastnight	1	:::UNDEF:::
BC3_Household_Survey_Data.dta::netlastnight	BC3_Household_Survey_Data.dta::netlastnight	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::bednet	BC-3 enrollment database FINAL.dta::bednet	0	:::UNDEF:::
BC-3 enrollment database FINAL::ITNlastnight,BC-3 mothers expanded database FINAL::itn
BC-3 enrollment database FINAL.dta::nettreated	BC-3 enrollment database FINAL.dta::nettreated	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::nettreated	BC-3 enrollment database FINAL.dta::nettreated	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::nettreated	BC-3 enrollment database FINAL.dta::nettreated	9	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	2	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	3	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	3	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	4	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	4	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	5	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	5	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	6	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	6	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	7	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	7	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	8	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	8	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	14	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	14	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaindur	BC-3 enrollment database FINAL.dta::abdpaindur	30	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaindur	BC-3 mothers all visits database FINAL.dta::abdpaindur	30	:::UNDEF:::
BC-3 enrollment database FINAL.dta::anorexdur	BC-3 enrollment database FINAL.dta::anorexdur	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::anorexdur	BC-3 mothers all visits database FINAL.dta::anorexdur	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::anorexdur	BC-3 enrollment database FINAL.dta::anorexdur	2	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::anorexdur	BC-3 mothers all visits database FINAL.dta::anorexdur	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::anorexdur	BC-3 enrollment database FINAL.dta::anorexdur	3	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::anorexdur	BC-3 mothers all visits database FINAL.dta::anorexdur	3	:::UNDEF:::
BC-3 enrollment database FINAL.dta::anorexdur	BC-3 enrollment database FINAL.dta::anorexdur	7	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::anorexdur	BC-3 mothers all visits database FINAL.dta::anorexdur	7	:::UNDEF:::
BC-3 enrollment database FINAL.dta::anorexdur	BC-3 enrollment database FINAL.dta::anorexdur	8	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::anorexdur	BC-3 mothers all visits database FINAL.dta::anorexdur	8	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	0	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	2	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	3	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	3	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	4	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	4	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	5	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	5	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	6	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	6	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	14	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	14	:::UNDEF:::
BC-3 enrollment database FINAL.dta::chilldur	BC-3 enrollment database FINAL.dta::chilldur	15	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::chilldur	BC-3 mothers all visits database FINAL.dta::chilldur	15	:::UNDEF:::
BC-3 enrollment database FINAL.dta::diarrdur	BC-3 enrollment database FINAL.dta::diarrdur	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::diarrdur	BC-3 mothers all visits database FINAL.dta::diarrdur	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::diarrdur	BC-3 enrollment database FINAL.dta::diarrdur	2	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::diarrdur	BC-3 mothers all visits database FINAL.dta::diarrdur	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::diarrdur	BC-3 enrollment database FINAL.dta::diarrdur	3	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::diarrdur	BC-3 mothers all visits database FINAL.dta::diarrdur	3	:::UNDEF:::
BC-3 enrollment database FINAL.dta::diarrdur	BC-3 enrollment database FINAL.dta::diarrdur	4	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::diarrdur	BC-3 mothers all visits database FINAL.dta::diarrdur	4	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fatigdur	BC-3 enrollment database FINAL.dta::fatigdur	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::fatigdur	BC-3 mothers all visits database FINAL.dta::fatigdur	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fatigdur	BC-3 enrollment database FINAL.dta::fatigdur	2	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::fatigdur	BC-3 mothers all visits database FINAL.dta::fatigdur	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fatigdur	BC-3 enrollment database FINAL.dta::fatigdur	3	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::fatigdur	BC-3 mothers all visits database FINAL.dta::fatigdur	3	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fatigdur	BC-3 enrollment database FINAL.dta::fatigdur	4	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::fatigdur	BC-3 mothers all visits database FINAL.dta::fatigdur	4	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fatigdur	BC-3 enrollment database FINAL.dta::fatigdur	5	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::fatigdur	BC-3 mothers all visits database FINAL.dta::fatigdur	5	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fatigdur	BC-3 enrollment database FINAL.dta::fatigdur	6	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::fatigdur	BC-3 mothers all visits database FINAL.dta::fatigdur	6	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fatigdur	BC-3 enrollment database FINAL.dta::fatigdur	7	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::fatigdur	BC-3 mothers all visits database FINAL.dta::fatigdur	7	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fatigdur	BC-3 enrollment database FINAL.dta::fatigdur	14	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::fatigdur	BC-3 mothers all visits database FINAL.dta::fatigdur	14	:::UNDEF:::
BC-3 enrollment database FINAL.dta::feverdur	BC-3 enrollment database FINAL.dta::feverdur	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::feverdur	BC-3 mothers all visits database FINAL.dta::feverdur	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::feverdur	BC-3 enrollment database FINAL.dta::feverdur	2	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::feverdur	BC-3 mothers all visits database FINAL.dta::feverdur	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::feverdur	BC-3 enrollment database FINAL.dta::feverdur	3	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::feverdur	BC-3 mothers all visits database FINAL.dta::feverdur	3	:::UNDEF:::
BC-3 enrollment database FINAL.dta::feverdur	BC-3 enrollment database FINAL.dta::feverdur	4	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::feverdur	BC-3 mothers all visits database FINAL.dta::feverdur	4	:::UNDEF:::
BC-3 enrollment database FINAL.dta::feverdur	BC-3 enrollment database FINAL.dta::feverdur	5	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::feverdur	BC-3 mothers all visits database FINAL.dta::feverdur	5	:::UNDEF:::
BC-3 enrollment database FINAL.dta::feverdur	BC-3 enrollment database FINAL.dta::feverdur	7	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::feverdur	BC-3 mothers all visits database FINAL.dta::feverdur	7	:::UNDEF:::
BC-3 enrollment database FINAL.dta::feverdur	BC-3 enrollment database FINAL.dta::feverdur	14	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::feverdur	BC-3 mothers all visits database FINAL.dta::feverdur	14	:::UNDEF:::
BC-3 enrollment database FINAL.dta::feverdur	BC-3 enrollment database FINAL.dta::feverdur	21	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::feverdur	BC-3 mothers all visits database FINAL.dta::feverdur	21	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vomdur	BC-3 enrollment database FINAL.dta::vomdur	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vomdur	BC-3 mothers all visits database FINAL.dta::vomdur	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vomdur	BC-3 enrollment database FINAL.dta::vomdur	2	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vomdur	BC-3 mothers all visits database FINAL.dta::vomdur	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vomdur	BC-3 enrollment database FINAL.dta::vomdur	3	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vomdur	BC-3 mothers all visits database FINAL.dta::vomdur	3	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vomdur	BC-3 enrollment database FINAL.dta::vomdur	4	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vomdur	BC-3 mothers all visits database FINAL.dta::vomdur	4	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vomdur	BC-3 enrollment database FINAL.dta::vomdur	5	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vomdur	BC-3 mothers all visits database FINAL.dta::vomdur	5	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vomdur	BC-3 enrollment database FINAL.dta::vomdur	7	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vomdur	BC-3 mothers all visits database FINAL.dta::vomdur	7	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vomdur	BC-3 enrollment database FINAL.dta::vomdur	10	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vomdur	BC-3 mothers all visits database FINAL.dta::vomdur	10	:::UNDEF:::
BC-3 enrollment database FINAL.dta::vomdur	BC-3 enrollment database FINAL.dta::vomdur	30	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::vomdur	BC-3 mothers all visits database FINAL.dta::vomdur	30	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaingrade	BC-3 enrollment database FINAL.dta::abdpaingrade	0	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaingrade	BC-3 mothers all visits database FINAL.dta::abdpaingrade	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaingrade	BC-3 enrollment database FINAL.dta::abdpaingrade	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaingrade	BC-3 mothers all visits database FINAL.dta::abdpaingrade	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::abdpaingrade	BC-3 enrollment database FINAL.dta::abdpaingrade	2	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::abdpaingrade	BC-3 mothers all visits database FINAL.dta::abdpaingrade	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::anorexgrade	BC-3 enrollment database FINAL.dta::anorexgrade	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::nausgrade	BC-3 enrollment database FINAL.dta::nausgrade	0	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::nausgrade	BC-3 mothers all visits database FINAL.dta::nausgrade	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::nausgrade	BC-3 enrollment database FINAL.dta::nausgrade	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::nausgrade	BC-3 mothers all visits database FINAL.dta::nausgrade	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fever	BC-3 enrollment database FINAL.dta::fever	0	:::UNDEF:::
BC-3 mothers expanded database FINAL.dta::fever	BC-3 mothers expanded database FINAL.dta::fever	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::fever	BC-3 enrollment database FINAL.dta::fever	1	:::UNDEF:::
BC-3 mothers expanded database FINAL.dta::fever	BC-3 mothers expanded database FINAL.dta::fever	1	:::UNDEF:::
BC3_Household_Survey_Data.dta::hhmealsdich	BC3_Household_Survey_Data.dta::hhmealsdich	0	2 or less
BC3_Household_Survey_Data.dta::hhmealsdich	BC3_Household_Survey_Data.dta::hhmealsdich	1	3 or more
BC3_Household_Survey_Data.dta::hhnumtcat	BC3_Household_Survey_Data.dta::hhnumtcat	0	0
BC3_Household_Survey_Data.dta::hhnumtcat	BC3_Household_Survey_Data.dta::hhnumtcat	1	1
BC3_Household_Survey_Data.dta::hhnumtcat	BC3_Household_Survey_Data.dta::hhnumtcat	2	2 or more
BC3_Household_Survey_Data.dta::tfacltydich	BC3_Household_Survey_Data.dta::tfacltydich	0	Uncovered pit latrine or no facilities
BC3_Household_Survey_Data.dta::tfacltydich	BC3_Household_Survey_Data.dta::tfacltydich	1	VIP or covered pit latrine
BC3_Household_Survey_Data.dta::wealthcat	BC3_Household_Survey_Data.dta::wealthcat	1	Poorest
BC3_Household_Survey_Data.dta::wealthcat	BC3_Household_Survey_Data.dta::wealthcat	2	Middle
BC3_Household_Survey_Data.dta::wealthcat	BC3_Household_Survey_Data.dta::wealthcat	3	Least poor
BC3_Household_Survey_Data.dta::mmfloordich	BC3_Household_Survey_Data.dta::mmfloordich	0	Earth
BC3_Household_Survey_Data.dta::mmfloordich	BC3_Household_Survey_Data.dta::mmfloordich	1	Concrete/wood/stones
BC3_Household_Survey_Data.dta::mmroofdich	BC3_Household_Survey_Data.dta::mmroofdich	0	Thatched
BC3_Household_Survey_Data.dta::mmroofdich	BC3_Household_Survey_Data.dta::mmroofdich	1	Iron sheets/wood
BC3_Household_Survey_Data.dta::mmewallsdich	BC3_Household_Survey_Data.dta::mmewallsdich	0	Thatched or mud
BC3_Household_Survey_Data.dta::mmewallsdich	BC3_Household_Survey_Data.dta::mmewallsdich	1	Plaster or cement
BC3_Household_Survey_Data.dta::housetype	BC3_Household_Survey_Data.dta::housetype	0	Traditional
BC3_Household_Survey_Data.dta::housetype	BC3_Household_Survey_Data.dta::housetype	1	Modern
