colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesforOnt
1088,,4,F5_WASH_NOPTAP,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015276,Non-piped water source without tap,,Observation,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Non-piped water source without tap",0,GEMS1
1089,,3,F5_WASH_TAP,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015277,Non-piped water source with tap,,Observation,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Non-piped water source with tap",0,GEMS1
1090,,#N/A,F5_WASH_MUD,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015436,Mud,,Observation,,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Mud",0,
1091,,2,F5_WASH_BASIN,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015278,Basin,,Observation,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Basin",0,GEMS1
1092,,6,F5_WASH_SOAP,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015279,Soap,,Observation,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Soap",0,GEMS1
1093,,1,F5_WASH_ASH,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015280,Ash,,Observation,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0010400,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Ash",0,GEMS1
1094,,,F5_WASH_CLAY,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015415,Clay,,Observation,,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Clay",0,
1095,,2,F5_CHILD_FECES,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000722,Child waste disposal,,Observation,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,Please show me where you usually dispose of the feces of your child?,0,GEMS1
1097,,2,F5_FECES_VISIBLE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010115,Visible feces in defecation area,,Household,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,Were there visible feces observed in defecation area?,0,GEMS1
1098,,3,F5_FECES_ELSE,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010116,Visible feces elsewhere in house or yard,,Household,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,Were visible feces observed elsewhere in house or yard?,0,GEMS1
1099,,1,F5_HOUSE_FECES,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,,Observation,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,Please show me the facility your household most commonly use to dispose of human fecal waste?,0,GEMS1
1107,,,F9_DRH_FIRST,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015428,First day of diarrhea in the past two weeks,,Observation,,,,,
1108,,,F9_DRH_LAST,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past two weeks,,Observation,,,,,
1112,,3,ENR_MON,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010369,Enrollment month,,Participant,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,GEMS1
1113,,4,ENR_YR,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010370,Enrollment year,,Participant,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,,,GEMS1
1119,,15,pn1,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010711,"ST or LT ETEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,"Calculated: ETEC, any",,GEMS1
1121,,14,pn2,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010683,"ST positive ETEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: ST-Producing ETEC (ST Only or LTST),,GEMS1
1123,,16,pn3,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015282,"ST and LT positive ETEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: ETEC LT and ST,,GEMS1
1125,,18,pn4,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010813,"ST positive LT negative ETEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated ETEC ST Only,,GEMS1
1127,,17,pn5,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010746,"LT positive ST negative ETEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: ETEC LT Only,,GEMS1
1129,,3,pn6,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010655,"aatA or aaiC EAEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: EAEC,,GEMS1
1131,,5,pn7,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015283,"aatA positive aaiC negative EAEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: EAEC AATA Only,,GEMS1
1133,,6,pn8,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015284,"aaiC positive aatA negative EAEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: EAEC AAIC Only,,GEMS1
1135,,4,pn9,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010595,"aatA and aaiC EAEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: EAEC AATA and AAIC,,GEMS1
1140,,7,pn10,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010667,"bfpA EPEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: Typical EPEC (tEPEC),,GEMS1
1142,,9,pn11,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010707,"eae and bfpA EPEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: EAE and BFPA,,GEMS1
1144,,10,pn12,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015285,"bfpA positive eae negative EPEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: BFPA Only,,GEMS1
1146,,11,pn13,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015286,"eae positive bfpA negative EPEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,"Calculated: EAE positive, BFPA negative",,GEMS1
1148,,21,pn14,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010817,"stx1 or stx2 STEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: Shiga toxin,,GEMS1
1150,,12,pn15,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010619,"Atypical EPEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,Calculated: Atypical EPEC (aEPEC),,GEMS1
1152,,22,pn16,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015298,"eae and stx EHEC, PCR",,Observation,E. coli,http://purl.obolibrary.org/obo/NCBITaxon_562,"Cacluated: EHEC (EAE Positive, stx Positive)",,GEMS1
1153,,1,pn17,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010805,"Shigella, bacteriology",,Observation,Shigella,http://purl.obolibrary.org/obo/NCBITaxon_620,Calculated: Shigella any,,GEMS1
1155,,5,pn18,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015319,"Shigella flexneri, bacteriology",,Observation,Shigella,http://purl.obolibrary.org/obo/NCBITaxon_620,Calculated: Shigella flexneri,,GEMS1
1157,,1,pn19,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015323,"Shigella sonnei, bacteriology",,Observation,Shigella sonnei,http://purl.obolibrary.org/obo/NCBITaxon_624,Calculated: Shigella sonnei,,GEMS1
1159,,1,pn20,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015321,"Shigella dysenteriae, bacteriology",,Observation,Shigella dysenteriae,http://purl.obolibrary.org/obo/NCBITaxon_622,Calculated Shigella dysenteriae,,GEMS1
1161,,1,pn21,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015320,"Shigella boydii, bacteriology",,Observation,Shigella boydii,http://purl.obolibrary.org/obo/NCBITaxon_621,Calculated: Shigella boydii,,GEMS1
1163,,1,pn22,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010793,"Rotavirus, ELISA",,Observation,Rotavirus,http://purl.obolibrary.org/obo/NCBITaxon_10912,Calculated: Rotavirus,,GEMS1
1164,,1,pn23,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010603,"Aeromonas, bacteriology",,Observation,Aeromonas,http://purl.obolibrary.org/obo/NCBITaxon_642,Calculated: Aeromonas,,GEMS1
1166,,1,pn24,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010767,"Norovirus, RT-PCR",,Observation,Norovirus,http://purl.obolibrary.org/obo/NCBITaxon_142786,Calculated: Norovirus Any (GI + GII),,GEMS1
1167,,1,pn25,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010771,"Norovirus GI, RT-PCR",,Observation,Norovirus GI,http://purl.obolibrary.org/obo/NCBITaxon_122928,Calculated: Norovirus GI,,GEMS1
1168,,1,pn26,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010775,"Norovirus GII, RT-PCR",,Observation,Norovirus GII,http://purl.obolibrary.org/obo/NCBITaxon_122929,Calculated: Norovirus GII,,GEMS1
1170,,1,pn27,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015288,"Adenovirus serotypes 40/41, ELISA",,Observation,Adenovirus,http://purl.obolibrary.org/obo/NCBITaxon_10508,Calculated: Adenovirus 4041,,GEMS1
1172,,2,pn28,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015289,"Adenovirus, not serotypes 40/41, ELISA",,Observation,Adenovirus,http://purl.obolibrary.org/obo/NCBITaxon_10508,Calculated: Adenovirus _Non4041,,GEMS1
1174,,3,pn29,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015290,"Vibrio cholerae O1, bacteriology",,Observation,Vibrio cholerae O1,http://purl.obolibrary.org/obo/NCBITaxon_127906,Calculated: Vibrio cholerae 01,,GEMS1
1176,,6,pn32,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015293,"Vibrio cholerae O139, bacteriology",,Observation,Vibrio cholerae,http://purl.obolibrary.org/obo/NCBITaxon_666,Calculated: Vibrio cholerae 0139,,GEMS1
1179,,1,pn33,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015294,"Salmonella typhi, bacteriology",,Observation,Salmonella,http://purl.obolibrary.org/obo/NCBITaxon_590,Calculated: Salmonella typhii,,GEMS1
1180,,2,pn34,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015295,"Salmonella non-typhi, bacteriology",,Observation,Salmonella,http://purl.obolibrary.org/obo/NCBITaxon_590,Calculated: Salmonella non-typhii,,GEMS1
1181,,1,pn35,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0011000,"Cryptosporidium, ELISA",,Observation,Cryptosporidium,http://purl.obolibrary.org/obo/NCBITaxon_5806,Calculated: Cryptosporidium,,GEMS1
1182,,1,pn36,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0011003,"Giardia, ELISA",,Observation,Giardia,http://purl.obolibrary.org/obo/NCBITaxon_5740,Calculated: Giardia,,GEMS1
1183,,1,pn37,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010787,"Entamoeba histolytica, ELISA",,Observation,Entamoeba histolytica,http://purl.obolibrary.org/obo/NCBITaxon_5759,Calculated: Entamoeba histolytica,,GEMS1
1185,,1,pn38,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010998,"Campylobacter, bacteriology",,Observation,Campylobacter,http://purl.obolibrary.org/obo/NCBITaxon_194,"Calculated: Campylobacter, any",,GEMS1
1186,,1,pn39,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015316,"Campylobacter jejuni, bacteriology",,Observation,Campylobacter jejuni,http://purl.obolibrary.org/obo/NCBITaxon_197,Calculated: Campylobacter jejuni,,GEMS1
1187,,1,pn40,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015315,"Campylobacter coli, bacteriology",,Observation,Campylobacter coli,http://purl.obolibrary.org/obo/NCBITaxon_195,Calculated: Campylobacter coli,,GEMS1
1188,,1,pn41,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015329,"Astrovirus, RT-PCR",,Observation,Astrovirus,http://purl.obolibrary.org/obo/NCBITaxon_39733,Cacluated: Astrovirus,,GEMS1
1189,,1,pn42,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015296,"Sapovirus, RT-PCR",,Observation,Sapovirus,http://purl.obolibrary.org/obo/NCBITaxon_95341,Cacluated: Sapovirus,,GEMS1
1190,,,pn43,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015429,"Helicobacter pylori, Immunoassay",,Observation,,,Helicobacter pylori,,
1192,,,pn44,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015418,"Clostridium difficile no toxin, Immunoassay",,Observation,,,Clostridium difficile no toxin,,
1194,,,pn45,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015420,"Clostridium difficile toxin, Immunoassay",,Observation,,,Clostridium difficile toxin,,
1196,,,pn46,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015438,"No Clostridium difficile but toxin, Immunoassay",,Observation,,,No Clostridium difficile but toxin,,
1197,,,pn47,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015402,"Ascaris lumbridoides, Real Time PCR",,Observation,,,Ascaris lumbridoides,,
1198,,,pn48,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015456,"Strongyloides stercoralis, Real Time PCR",,Observation,,,Strongyloides stercoralis,,
1200,,,pn49,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015431,"Hookworm, Real Time PCR",,Observation,,,Hookworm,,
1201,,,pn50,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015460,"Toxin positive Bacteroides fragilis, PCR",,Observation,,,Toxin positive Bacteroides fragilis,,
1202,,,pn61,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015417,"Clostridium difficile GDH positive, toxin negative; Immunoassay",,Observation,,,"Clostridium difficile GDH positive, toxin negative",,
1203,,,pn62,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015416,"Clostridium difficile GDH negative, toxin positive; Immunoassay",,Observation,,,"Clostridium difficile GDH negative, toxin positive",,
1206,,1,base_age,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010368,Age at eligibility form completion (months),,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Combined Age from F3Age Cases and F6 Age Controls,,GEMS1
1229,,,enrollmon,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010369,Month of enrollment,,Participant,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,Month of enrollment,,
1230,,,enrollyr,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0010370,Year of enrollment,,Participant,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,Year of enrollment,,
1379,,,numpn_GEMS1A,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015439,Number of pathogens identified,,Observation,,,,,
1412,,,F16CRF_SHIG_3C,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015449,"Shigella flexneri serotype 3c, bacteriology",,Observation,,,Shigella flexneri serotype 3c,,
1419,,,F16CRF_SHIG_7,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0015442,"Shigella flexneri serotype  7, bacteriology",,Observation,,,Shigella flexneri serotype  7,,
1438,,1,death,gems1a_case_control_study_data,http://purl.obolibrary.org/obo/EUPATH_0000667,Deceased,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Did child pass away within 60 days? (Calculated from date of death F5),0,GEMS1
,,1,,,http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,,,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,,,
,,1,,,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,,,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,,,
,,2,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,http://www.w3.org/2002/07/owl#Thing,,,
,,3,,,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,
,,3,,,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
,,2,,,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
,,5,,,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
