# version-2			
health_facility::country	uganda	Uganda	
hh_member_24m::schoolname	PARENT NURSERY AND PRIMARY SCHOOL	Parent Nursery and Primary School	
hh_member_24m::schoolname	PARENT PRIMARY SCHOOL	Parent Primary School	
hh_member_24m::schoolname	PARENTS PRIMARY SCHOOL	Parents Primary School	
hh_member_24m::schoolname	PATONGO AKWEE	Patongo Akwee	
hh_member_24m::schoolname	PATONGO  AKWEE PRIMARY SCHOOL	Patongo Akwee Primary School	
hh_member_24m::schoolname	PATONGO AKWEE PRIMARY	Patongo Akwee Primary School	
hh_member_24m::schoolname	PATONGO AKWEE PRIMARY SCHOOL	Patongo Akwee Primary School	
hh_member_24m::schoolname	PATONGO AKWEE PRIMAY SCHOOL	Patongo Akwee Primary School	
hh_member_24m::schoolname	PATONGO INTERGRATED NURSERY AND PRIMARY SCHOOL	Patongo Intergrated Nursery and Primary School	
hh_member_24m::schoolname	PATONGO INTERGRATED NURSERY AND PRIMAY SCHOOL	Patongo Intergrated Nursery and Primary School	
hh_member_24m::schoolname	PATONGO INTERGRATED NUSERY AND PRIMARY SCHHOL	Patongo Intergrated Nursery and Primary School	
hh_member_24m::schoolname	PATONGO INTERGRATED NUSERY AND PRIMARY SCHOOL	Patongo Intergrated Nursery and Primary School	
hh_member_24m::schoolname	PATONGO INTERGRATED PRIMARY AND NURERY SCHOOL	Patongo Intergrated Nursery and Primary School	
hh_member_24m::schoolname	PATONGO INTERGRATED PRIMARY AND NURSERY SCHOOL	Patongo Intergrated Nursery and Primary School	
hh_member_24m::schoolname	PATONGO INTERGRATED NURSREY AND PRIMARY SCHOOL	Patongo Intergrated Nursrey and Primary School	
hh_member_24m::schoolname	PATONGO PRIMARY	Patongo Primary School	
hh_member_24m::schoolname	PATONGO PRIMARY SCHOOL	Patongo Primary School	
hh_member_24m::schoolname	PATONGO SEED SECONADARY SCHOOL	Patongo Seed Seconadary School	
hh_member_24m::schoolname	PATONGO SEED SECONDARY SCHOOL	Patongo Seed Secondary School	
hh_member_24m::schoolname	PAULINA NURSERY AND PRIMARY SCHOOL	Paulina Nursery and Primary School	
hh_member_24m::schoolname	PAURINA NURSERY AND PRIMARY SCHOOL	Paurina Nursery and Primary School	
hh_member_24m::schoolname	PAURINA NUSERY AND PRIMARY SCHOOL	Paurina Nursery and Primary School	
hh_member_24m::schoolname	PETERSON P/S	Peterson Primary School	
hh_member_24m::schoolname	PETRA KIDS PRIMARY SCHOOL	Petra Kids Primary School	
hh_member_24m::schoolname	PIME TOWER NURSERY AND PRIMARY SCHOOL	Pime Tower Nursery and Primary School	
hh_member_24m::schoolname	PIRE PRIMARY SCHOOL	Pire Primary School	
hh_member_24m::schoolname	POLICE PRIMARY SCHOOL	Police Primary School	
hh_member_24m::schoolname	PONGDWONGO PRIMARY SCHOOL	Pongdwongo Primary School	
hh_member_24m::schoolname	PONYURA PRIMARY SCHOOL	Ponyura Primary School	
hh_member_24m::schoolname	POPE  FRANCIS NURSERY SCHOOL	Pope Francis Nursery School	
hh_member_24m::schoolname	POPE FRANCIS  PRIMARY  SCHOOL	Pope Francis Primary School	
hh_member_24m::schoolname	POPE FRANCIS PRIMARY SCHOOL	Pope Francis Primary School	
hh_member_24m::schoolname	POPE PAUL 6 SS	Pope Paul 6 Secondary School	
hh_member_24m::schoolname	POWERS NURSERY	Powers Nursery	
hh_member_24m::schoolname	PRAGON PARENTS SCHOOL	Pragon Parents School	
hh_member_24m::schoolname	PRIDE JUNIOR SCHOOL	Pride Junior School	
hh_member_24m::schoolname	PRIME TOWER NURSERY AND PRIMARY SCHOOL	Prime Tower Nursery and Primary School	
hh_member_24m::schoolname	PRIME TOWER PRIMARY SCHOOL	Prime Tower Primary School	
hh_member_24m::schoolname	PRINCES P/S	Princes Primary School	
hh_member_24m::schoolname	PROGRESSIVE P/S	Progressive Primary School	
hh_member_24m::schoolname	PROLAR CHRISTIAN SCHOOL	Prolar Christian School	
hh_member_24m::schoolname	PUBLIC SECONDARY SCHOOL	Public Secondary School	
hh_member_24m::schoolname	PUPWONYA PRIMARY SCHOOL	Pupwonya Primary School	
hh_member_24m::schoolname	PURONGO HILL PRIMARY SCHOOL	Purongo Hill Primary School	
hh_member_24m::schoolname	QUALITY JUNIOR	Quality Junior School	
hh_member_24m::schoolname	QUEEN OF MATTER P/S	Queen Of Matter Primary School	
hh_member_24m::schoolname	QUEEN OF PEACE	Queen Of Peace	
hh_member_24m::schoolname	QUEEN OF PEACE PRIMARY	Queen Of Peace Primary School	
hh_member_24m::schoolname	QUEEN OF PEACE PRIMARY SCHOOL	Queen Of Peace Primary School	
hh_member_24m::schoolname	QUEEN OF PEACE P/S	Queen Of Peace Primary School	
hh_member_24m::schoolname	RAA PRIMARY SCHOOL	Raa Primary School	
hh_member_24m::schoolname	RACKOKO ABC PRIMARY SCHOOL	Rackoko ABC Primary School	
hh_member_24m::schoolname	RAGEM PRIMARY SCHOOL	Ragem Primary School	
hh_member_24m::schoolname	RAPHAEL DEBAR NURSARY	Raphael Debar Nursery School	
hh_member_24m::schoolname	RAYS OF GRACE	Rays Of Grace	
hh_member_24m::schoolname	RAYS OF GRACE JUNIOR SCHOOL	Rays Of Grace Junior School	
hh_member_24m::schoolname	REDEEMER PRIARY SCHOOL	Redeemer Primary School	
hh_member_24m::schoolname	REDEEMER PRIMARY SCHOOL	Redeemer Primary School	
hh_member_24m::schoolname	REDEEMER P/S	Redeemer Primary School	
hh_member_24m::schoolname	RESTAL NURSERY AND PRIMARY SCHOOL	Restal Nursery and Primary School	
hh_member_24m::schoolname	RIMA NURSERY AND PRIMARY SCHOOL, LIRA	Rima Nursery and Primary School, Lira	
hh_member_24m::schoolname	RISE AND SHINE P/S	Rise and Shine Primary School	
hh_member_24m::schoolname	RIVER SIDE NURSERY AND PRIMARY SCHOOL	River Side Nursery and Primary School	
hh_member_24m::schoolname	ROCK HIGH TORORO	Rock High Tororo	
hh_member_24m::schoolname	ROCK JUNIOR SCHOOL	Rock Junior School	
hh_member_24m::schoolname	ROCK NURSARY AND PRIMARY SCHOOL	Rock Nursery and Primary School	
hh_member_24m::schoolname	ROCK OF AGES P/S	Rock Of Ages Primary School	
hh_member_24m::schoolname	ROCKLAND SECONDARY SCHOOL	Rockland Secondary School	
hh_member_24m::schoolname	SACRED HEART NURSERY SCHOOL	Sacred Heart Nursery School	
hh_member_24m::schoolname	SACRED HEART SECONDARY SCHOOL	Sacred Heart Secondary School	
hh_member_24m::schoolname	SACRED HEART SS  GULU	Sacred Heart Secondary School Gulu	
hh_member_24m::schoolname	SADIQ ISLAMIC SCHOOL	Sadiq Islamic School	
hh_member_24m::schoolname	SAJABI MEMORIAL SCHOOL	Sajabi Memorial School	
hh_member_24m::schoolname	SCHOOL ROAD NURSERY AND PRIMARY SCHOOL	School Road Nursery and Primary School	
hh_member_24m::schoolname	SCOPE JUNIOR SCHOOL	Scope Junior School	
hh_member_24m::schoolname	SCOPE P/S BUYALA	Scope Primary School Buyala	
hh_member_24m::schoolname	SDA BWIJANGA NURSERY AND P/S	Sda Bwijanga Nursery and Primary School	
hh_member_24m::schoolname	SDA BWIJANGA P/S	Sda Bwijanga Primary School	
hh_member_24m::schoolname	SDA BWIJJANGA P/S	Sda Bwijjanga Primary School	
hh_member_24m::schoolname	SST MARYS P/S	Secondary Schoolt Marys Primary School	
hh_member_24m::schoolname	SECRET HEART NURSARY SCHOOL	Secret Heart Nursery School	
hh_member_24m::schoolname	SECRET HEART NURSERY	Secret Heart Nursery School	
hh_member_24m::schoolname	SECRET HEART NURSERY SCHOOL	Secret Heart Nursery School	
hh_member_24m::schoolname	SECRET HEART PRIMARY SCHOOL	Secret Heart Primary School	
hh_member_24m::schoolname	SERERE TOWNSHIP SECONDARY SCHOOL	Serere Township Secondary School	
hh_member_24m::schoolname	SESA HIGH	Sesa High School	
hh_member_24m::schoolname	SEWING HOPE NURSERY AND PRIMARY	Sewing Hope Nursery and Primary School	
hh_member_24m::schoolname	SHINE BRIGHT NURSARY	Shine Bright Nursery School	
hh_member_24m::schoolname	SHINE BRIGTH NURSARY	Shine Bright Nursery School	
hh_member_24m::schoolname	SIBIRISE P/S	Sibirise Primary School	
hh_member_24m::schoolname	ST ALOSIOUS PRIMARY SCHOOL	St Alosious Primary School	
hh_member_24m::schoolname	ST AMOS	St Amos	
hh_member_24m::schoolname	ST AMOS BUWAISWA	St Amos Buwaiswa	
hh_member_24m::schoolname	ST AMOS PRIMARY SCHOOL	St Amos Primary School	
hh_member_24m::schoolname	ST AMOS P/S	St Amos Primary School	
hh_member_24m::schoolname	ST AMOS PRIMARY SCHOOL;	St Amos Primary School	
hh_member_24m::schoolname	ST AMOS PRIMARY SCHOOL BUWAISWA	St Amos Primary School Buwaiswa	
hh_member_24m::schoolname	ST ANDERIA SECONDARY SCHOOL	St Anderia Secondary School	
hh_member_24m::schoolname	ST ANDREW NURSERY SCHOOL	St Andrew Nursery School	
hh_member_24m::schoolname	ST. ANDREW SS HOIMA	St Andrew Secondary School Hoima	
hh_member_24m::schoolname	ST ANDREWS	St Andrew	
hh_member_24m::schoolname	ST ANDREWS NURSERY SCHOOL	St Andrew Nursery School	
hh_member_24m::schoolname	ST. ANDREWS PRIMARY SCHOOL	St Andrew Primary School	
hh_member_24m::schoolname	ST ANGELS MEMORIAL	St Angels Memorial	
hh_member_24m::schoolname	ST ANTHONY	St Anthony	
hh_member_24m::schoolname	ST. BAKITA NURSARY AND PRIMARY SCHOOL	St Bakita Nursary and Primary School	
hh_member_24m::schoolname	ST. BAKITA NURSARY SCHOOL	St Bakita Nursary School	
hh_member_24m::schoolname	ST BAKITA NURSARY AND PRIMARY SCHOOL	St Bakita Nursery and Primary School	
hh_member_24m::schoolname	ST. BAKITA NURSERY AND PRIMARY SCHOOL	St Bakita Nursery and Primary School	
hh_member_24m::schoolname	ST BAKITA NURSARY SCHOOL	St Bakita Nursery School	
hh_member_24m::schoolname	ST. BAKITA NURSERY SCHOOL	St Bakita Nursery School	
hh_member_24m::schoolname	ST. BAKITA PRIMARY SCHOOL	St Bakita Primary School	
hh_member_24m::schoolname	ST BERNA NURSERY SCHOOL	St Berna Nursery School	
hh_member_24m::schoolname	ST BERNA NUSERY SCHOOL	St Berna Nursery School	
hh_member_24m::schoolname	ST BERNEDICT SS	St Bernedict Secondary School	
hh_member_24m::schoolname	ST. BERNEDICT SSS	St Bernedict Secondary Schools	
hh_member_24m::schoolname	ST. BRIDGET SECONDARY SCHOOL MBARARA	St Bridget Secondary School Mbarara	
hh_member_24m::schoolname	ST CYPRIAN SECONDARY SCHOOL	St Cyprian Secondary School	
hh_member_24m::schoolname	ST DANIEL COMBONI NURSERY SCHOOL	St Daniel Comboni Nursery School	
hh_member_24m::schoolname	ST DANIEL NURSARY SCHOOL	St Daniel Nursery School	
hh_member_24m::schoolname	ST DANIEL PRIMARY SCHOOL	St Daniel Primary School	
hh_member_24m::schoolname	ST DOMINIC SECONDARY SCHOOL	St Dominic Secondary School	
hh_member_24m::schoolname	ST. ELIZA SECONDARY SCHOOL MASINDI	St Eliza Secondary School Masindi	
hh_member_24m::schoolname	ST FRANCIS	St Francis	
hh_member_24m::schoolname	ST. FRANCIS SECONDARY SCHOOL	St Francis Secondary School	
hh_member_24m::schoolname	ST. GABRIEL PRIMARY SCHOOL	St Gabriel Primary School	
hh_member_24m::schoolname	ST GRACIOUS PRIMARY SCHOOL	St Gracious Primary School	
hh_member_24m::schoolname	ST. GRACIOUS PRIMARY SCHOOL LIRA	St Gracious Primary School Lira	
hh_member_24m::schoolname	ST HENRY P/S	St Henrys Primary School	
hh_member_24m::schoolname	ST HENRYS	St Henrys	
hh_member_24m::schoolname	ST HENRYS KIYUNI SS	St Henrys Kiyuni Secondary School	
hh_member_24m::schoolname	ST HENRYS NURSERY AND PRIMARY SCHOOL	St Henrys Nursery and Primary School	
hh_member_24m::schoolname	ST HENRYS P/S	St Henrys Primary School	
hh_member_24m::schoolname	ST. HENRYS P/S	St Henrys Primary School	
hh_member_24m::schoolname	ST, IVAN NURSERY AND PRIMARY SCHOOL	St Ivan Nursery and Primary School	
hh_member_24m::schoolname	ST. IVAN NURSERY AND PRIMARY SCHOOL	St Ivan Nursery and Primary School	
hh_member_24m::schoolname	ST. JAMES NURSERY AND PRIMARY SCHOOL	St James Nursery and Primary School	
hh_member_24m::schoolname	ST JAMES SS	St James Secondary School	
hh_member_24m::schoolname	ST JAMES SECONDARY SCHOOL	St James Secondary School	
hh_member_24m::schoolname	ST. JAMES SECONDARY SCHOOL LIRA	St James Secondary School Lira	
hh_member_24m::schoolname	ST JANANI NURSERY SCHOOL	St Janani Nursery School	
hh_member_24m::schoolname	ST JOE PRIMARY SCHOOL	St Joe Primary School	
hh_member_24m::schoolname	ST JOHN	St John	
hh_member_24m::schoolname	ST. JOHN SS	St Johns Secondary School	
hh_member_24m::schoolname	ST JOHNS SS	St Johns Secondary School	
hh_member_24m::schoolname	ST JOSEPH	St Joseph	
hh_member_24m::schoolname	ST JOSEPH NURSERY AND PRIMARY SCHOOL	St Joseph Nursery and Primary School	
hh_member_24m::schoolname	ST. JOSEPH NURSERY AND PRIMARY SCHOOL	St Joseph Nursery and Primary School	
hh_member_24m::schoolname	ST JOSEPH SECONDARY SCHOOL	St Joseph Secondary School	
hh_member_24m::schoolname	ST. JOSEPH SEMINARY ABOK	St Joseph Seminary Abok	
hh_member_24m::schoolname	ST JOSEPHS	St Josephs	
hh_member_24m::schoolname	ST. JOSEPHS	St Josephs	
hh_member_24m::schoolname	ST JOSEPHS P/S	St Josephs Primary School	
hh_member_24m::schoolname	ST JUDE IKUMBYA PRIMARY SCHOOL	St Jude Ikumbya Primary School	
hh_member_24m::schoolname	ST JUDE KAHYORO P/S	St Jude Kahyoro Primary School	
hh_member_24m::schoolname	ST JUDE PRIMRY SCHOOL	St Jude Primry School	
hh_member_24m::schoolname	ST JULIAN H/S	St Julian High School	
hh_member_24m::schoolname	ST JULIE MODEL P/S	St Julie Model Primary School	
hh_member_24m::schoolname	ST KATHERINE GIRLS SCHOOL, LIRA	St Katherine Girls School, Lira	
hh_member_24m::schoolname	ST KILIGWIJO SS	St Kiligwijo Secondary School	
hh_member_24m::schoolname	ST KIZITO	St Kizito	
hh_member_24m::schoolname	ST. KIZITO MISSION	St Kizito Mission	
hh_member_24m::schoolname	ST. KIZITO MISSION PRIMARY SCHOOL	St Kizito Mission Primary School	
hh_member_24m::schoolname	ST KIZITO NURSARY SCHOOL	St Kizito Nursery School	
hh_member_24m::schoolname	ST KIZITO NURSERY SCHOOL	St Kizito Nursery School	
hh_member_24m::schoolname	ST KIZITO NURSURY SCHOOL	St Kizito Nursery School	
hh_member_24m::schoolname	ST KIZITO PRIMARY	St Kizito Primary School	
hh_member_24m::schoolname	ST KIZITO P/S	St Kizito Primary School	
hh_member_24m::schoolname	ST KIZITO PRIMARY SCHOOL	St Kizito Primary School	
hh_member_24m::schoolname	ST. KIZITO PRIMARY SCHOOL	St Kizito Primary School	
hh_member_24m::schoolname	ST MARGARAET P/SCHOOL	St Margaret Primary School	
hh_member_24m::schoolname	ST MARGARET PRIMARY SCHOOL	St Margaret Primary School	
hh_member_24m::schoolname	ST MARGARET P/SCHOOL	St Margaret Primary School	
hh_member_24m::schoolname	ST MARGARETE PRIMARY SCHOOL	St Margaret Primary School	
hh_member_24m::schoolname	ST MARGRET PRIMARY SCHOOL	St Margaret Primary School	
hh_member_24m::schoolname	ST MARIA GORETTE	St Maria Gorette	
hh_member_24m::schoolname	ST MARIA GORETTE NURSERY AND PRIMARY SCHOOL	St Maria Gorette Nursery and Primary School	
hh_member_24m::schoolname	ST MARTIN	St Martin	
hh_member_24m::schoolname	ST MARY	St Mary	
hh_member_24m::schoolname	ST. MARY	St Mary	
hh_member_24m::schoolname	ST MARY COLLAGE MADI OPEI	St Mary Collage Madi Opei	
hh_member_24m::schoolname	ST MARY COLLAGE MADI OPEI Secondary School	St Mary Collage Madi Opei Secondary School	
hh_member_24m::schoolname	ST. MARY COLLEGE LACOR	St Mary College Lacor	
hh_member_24m::schoolname	ST. MARY COLLEGE SS	St Mary College Secondary School	
hh_member_24m::schoolname	ST MARYS KYATIRI	St Mary Kyatiri	
hh_member_24m::schoolname	ST MARY NURSERY  AND P/S	St Mary Nursery and Primary School	
hh_member_24m::schoolname	ST MARY NURSERY AND PRIMARY SCHOOL	St Mary Nursery and Primary School	
hh_member_24m::schoolname	ST MARYS  NURSERY  SCHOOL	St Mary Nursery School	
hh_member_24m::schoolname	ST MARYS NURSERY SCHOOL	St Mary Nursery School	
hh_member_24m::schoolname	ST MARYS NURSERY ADUKU	St Mary Nursery School Aduku	
hh_member_24m::schoolname	ST MARY P/S	St Mary Primary School	
hh_member_24m::schoolname	ST MARYS P/S	St Mary Primary School	
hh_member_24m::schoolname	ST MARYS P/SCHOOL NAKATE	St Mary Primary School Nakate	
hh_member_24m::schoolname	ST MARYS SS	St Mary Secondary School	
hh_member_24m::schoolname	ST. MARY'S COLLEGE LACOR	St Mary College Lacor	
hh_member_24m::schoolname	ST MARYS	St Mary	
hh_member_24m::schoolname	ST. MARYS COLLEGE	St Mary College	
hh_member_24m::schoolname	ST. MARYS LACOR	St Mary Lacor	
hh_member_24m::schoolname	ST. MARYS LAROPI PRIMARY SCHOOL	St Mary Laropi Primary School	
hh_member_24m::schoolname	ST MATINO P/S	St Matino Primary School	
hh_member_24m::schoolname	ST. MAURICE NURSERY AND PRIMARY SCHOOL	St Maurice Nursery and Primary School	
hh_member_24m::schoolname	ST MAURITZ PRIMARY SCHOOL	St Mauritz Primary School	
hh_member_24m::schoolname	ST. MICHAEL	St Michael	
hh_member_24m::schoolname	ST. MICHAEL NURSERY	St Michael Nursery School	
hh_member_24m::schoolname	ST. MICHAEL NURSERY SCHOOL	St Michael Nursery School	
hh_member_24m::schoolname	ST MICHEAL NURSERY SCHOOL	St Micheal Nursery School	
hh_member_24m::schoolname	ST MICHEAL PRIMARY SCHOOL	St Micheal Primary School	
hh_member_24m::schoolname	ST MICHEAL P/SCHOOL	St Micheal Primary School	
hh_member_24m::schoolname	ST MICHEAL P/SCHOOOL	St Micheal Primary School	
hh_member_24m::schoolname	ST MOSES	St Moses	
hh_member_24m::schoolname	ST. PAUL	St Paul	
hh_member_24m::schoolname	ST PAULS JUNIOR	St Paul Junior School	
hh_member_24m::schoolname	ST PAUL NURSERY AND PRIMARY	St Paul Nursery and Primary School	
hh_member_24m::schoolname	ST. PAUL NURSERY AND PRIMARY SCHOOL	St Paul Nursery and Primary School	
hh_member_24m::schoolname	ST PAUL P/S	St Paul Primary School	
hh_member_24m::schoolname	ST. PAUL P/S	St Paul Primary School	
hh_member_24m::schoolname	ST. PAULS P/S	St Pauls Primary School	
hh_member_24m::schoolname	ST PETER NAMULIKYA SS	St Peter Namulikya Secondary School	
hh_member_24m::schoolname	ST. PETERS NAMULIKYA SECONDARY SCHOOL	St Peter Namulikya Secondary School	
hh_member_24m::schoolname	ST PETERS PRIMARY SCHOOL	St Peters Primary School	
hh_member_24m::schoolname	ST PETERS SECONDARY SCHOOL	St Peters Secondary School	
hh_member_24m::schoolname	ST. PETERS SS NAMULIKYA	St Peter Namulikya Secondary School	
hh_member_24m::schoolname	ST. PHILIPS SS	St Philip Secondary School	
hh_member_24m::schoolname	ST PHILIP SS	St Phillip Secondary School	
hh_member_24m::schoolname	ST PHILLIP SS	St Phillip Secondary School	
hh_member_24m::schoolname	ST POTHIANO	St Pothiano	
hh_member_24m::schoolname	ST. RAPHAEL NURSARY AND P/S	St Raphael Nursary and Primary School	
hh_member_24m::schoolname	ST RITA NURSERY SCHOOL MITYANA	St Rita Nursery School Mityana	
hh_member_24m::schoolname	ST SIPIRANS SECONDARY SCHOOL	St Sipirans Secondary School	
hh_member_24m::schoolname	ST STEVEN  JUNIOR SCHOOL ALUGOI	St Steven Junior School Alugoi	
hh_member_24m::schoolname	ST TEREZA SECONDARY SCHOOL	St Tereza Secondary School	
hh_member_24m::schoolname	ST THEREZA BUJUNE	St Thereza Bujune	
hh_member_24m::schoolname	ST THEREZA BUJUNE P/S	St Thereza Bujune Primary School	
hh_member_24m::schoolname	ST THEREZA BUJUNI	St Thereza Bujuni	
hh_member_24m::schoolname	ST THEREZA BUJUNI P/S	St Thereza Bujuni Primary School	
hh_member_24m::schoolname	ST THEREZA BUJUUNI	St Thereza Bujuuni	
hh_member_24m::schoolname	ST. THEREZA SS ONKUGURO	St Thereza Secondary School Onkuguro	
hh_member_24m::schoolname	ST THOMAS	St Thomas	
hh_member_24m::schoolname	ST THOMAS JOUNIOR SCHOOL	St Thomas Jounior School	
hh_member_24m::schoolname	ST. THOMAS MOOR SS	St Thomas Moore Secondary School	
hh_member_24m::schoolname	ST THOMAS MOORE SS	St Thomas Moore Secondary School	
hh_member_24m::schoolname	ST TOMAS PRIMARY	St Tomas Primary School	
hh_member_24m::schoolname	ST.ALICE NURSERY AND PRIMARY SCHOOL	Stalice Nursery and Primary School	
hh_member_24m::schoolname	ST.ALICE PRIMARY SCHOOL BUDABANGULA	Stalice Primary School Budabangula	
hh_member_24m::schoolname	ST.ANDREW NURSERY SCHOOL	Standrew Nursery School	
hh_member_24m::schoolname	ST.ANDREWS SECONDARY SCHOOL	Standrews Secondary School	
hh_member_24m::schoolname	STAR LIGHT NUSERY SCHOOL	Star Light Nusery School	
hh_member_24m::schoolname	STAR LIGHT PRIMARY SCHOOL	Star Light Primary School	
hh_member_24m::schoolname	ST.BAKITA NURSERY AND PRIMARY SCHOOL	Stbakita Nursery and Primary School	
hh_member_24m::schoolname	ST.BAKITA PRIMARY SCHOOL	Stbakita Primary School	
hh_member_24m::schoolname	ST.CLAIRE LUDUNGA GIRLS	Stclaire Ludunga Girls	
hh_member_24m::schoolname	STELLA MALICE	Stella Malice	
hh_member_24m::schoolname	STELLA MALICE JUNIOR SCHOOL	Stella Malice Junior School	
hh_member_24m::schoolname	STELLA MALICE P/S	Stella Malice Primary School	
hh_member_24m::schoolname	STELLA MATUNA SECONDARY SCHOOL	Stella Matuna Secondary School	
hh_member_24m::schoolname	STEP BY STEP PRIMARY SCHOOL	Step By Step Primary School	
hh_member_24m::schoolname	STEP NURSERY AND PRIMARY SCHOOL	Step Nursery and Primary School	
hh_member_24m::schoolname	ST.GETRUDE	Stgetrude	
hh_member_24m::schoolname	ST.GRACIOUS Secondary School LIRA	Stgracious Secondary School Lira	
hh_member_24m::schoolname	ST.HENRYS	Sthenrys	
hh_member_24m::schoolname	ST.HENRYS SS	Sthenrys Secondary School	
hh_member_24m::schoolname	ST.JOHN MASAKA NURSERY SCHOOL	St John Masaka Nursery School	
hh_member_24m::schoolname	ST.JOHN PAUL THE SECOND COLLEGE SS	S John Paul The Second College Secondary School	
hh_member_24m::schoolname	ST.JOSEPH NURSERY AND PRIMARY SCHOOL	St Joseph Nursery and Primary School	
hh_member_24m::schoolname	ST.JOSEPHS	St Joseph	
hh_member_24m::schoolname	ST.JUDE CATHOLIC PRIMARY SCHOOL	St Jude Catholic Primary School	
