colOrder,variable,dataFile,discard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
3,epinum,ext_mgmt_rtf2,discard,,,Diarrheal stool episode # assigned in sequence to each episode,"0 =Infant had no episode, 1= first episode, 2= second episode and so on",,,,NA,epinum,ext_mgmt_rtf2::epinum,int,1,NA,NA,1 to 29,29,repeated,0,duplicated variable
4,epidate,ext_mgmt_rtf2,discard,,,Date of onset of each diarrheal episode,NA,,,,36412,epidate,ext_mgmt_rtf2::epidate,chr,2/22/12 0:00,date?,NA,>10 unique values,1065,repeated,0,duplicated variable
5,daysenc,ext_mgmt_rtf2,discard,,,Days since enrollment for each episode,NA,,,,NA,daysenc,ext_mgmt_rtf2::daysenc,int,223,NA,NA,0 to 728,725,repeated,0,duplicated variable
6,srvydays,ext_mgmt_rtf2,discard,,,Days of observation,NA,,,,NA,srvydays,ext_mgmt_rtf2::srvydays,int,736,NA,NA,30 to 760,76,once,0,duplicated variable
7,lstvstwk,ext_mgmt_rtf2,discard,,,Last study visit completed,NA,,,,NA,lstvstwk,ext_mgmt_rtf2::lstvstwk,chr,Week 24,NA,NA,>10 unique values,15,repeated,0,duplicated variable
8,lstvstdt,ext_mgmt_rtf2,discard,,,Date of last study visit week completed,NA,,,,36412,lstvstdt,ext_mgmt_rtf2::lstvstdt,chr,1/8/12 0:00,date?,NA,>10 unique values,721,repeated,0,duplicated variable
9,specyes,ext_mgmt_rtf2,discard,,,Whether stool specimen collected or not,NA,,,,NA,specyes,ext_mgmt_rtf2::specyes,chr,Yes,NA,NA,"No, Yes",2,repeated,0,duplicated variable
10,epidays,ext_mgmt_rtf2,discard,,,Duration of each diarrheal episode,NA,,,,NA,epidays,ext_mgmt_rtf2::epidays,int,3,NA,NA,1 to 36,29,repeated,0,duplicated variable
11,episevrt,ext_mgmt_rtf2,discard,,,Severity of Diarrhea during each episode (# of diarrheal stool/24 hours),NA,,,,NA,episevrt,ext_mgmt_rtf2::episevrt,int,15,NA,NA,3 to 35,21,repeated,0,duplicated variable
12,intcode,ext_mgmt_rtf2,discard,,,Interviewer's code - included for training purpose,NA,,,,NA,intcode,ext_mgmt_rtf2::intcode,int,106,NA,NA,106 to 144,14,repeated,0,duplicated variable
13,vomtdays,ext_mgmt_rtf2,discard,,,Duration of vomiting during the Diarrheal episode,NA,,,,NA,vomtdays,ext_mgmt_rtf2::vomtdays,int,0,NA,NA,0 to 31,19,repeated,0,duplicated variable
14,vomsevrt,ext_mgmt_rtf2,discard,,,Severity of vomiting (# of vomting/24 hours),NA,,,,NA,vomsevrt,ext_mgmt_rtf2::vomsevrt,int,0,NA,NA,0 to 20,15,repeated,0,duplicated variable
15,temp,ext_mgmt_rtf2,discard,,,Temperature recorded during that episode,NA,,,,99.9,temp,ext_mgmt_rtf2::temp,dbl,37.6,NA,NA,35.5 to 40,44,repeated,0,duplicated variable
16,dehyd,ext_mgmt_rtf2,discard,,,"5.  Dehydration assessment 
(points for Ruuska score)
","1 = None (0 points); 2 = Any one of the following symptoms (2 points): Skin tenting,Sunken eyes, Dry mucus membranes; 3 = More than one of the above symptoms (3 points)",,,,9,dehyd,ext_mgmt_rtf2::dehyd,int,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
17,rehyd,ext_mgmt_rtf2,discard,,,Rehydration treatment prescribed during that episode,"1 = None (0 points); 2 = ORS (1 point); 3 =  I.V. fluid (2 points), NA=Not available",,,,NA=Not available,rehyd,ext_mgmt_rtf2::rehyd,int,2,NA,NA,1 to 3,3,repeated,0,duplicated variable
18,diadursc,ext_mgmt_rtf2,discard,,,Score assigned to variable duration of diarrheal episode to derive RUUSKA: A,"1 = 1 <U+2013> 4 days; 2 = 5 days ; 3 = <U+2265> 6 days
",,,,NA,diadursc,ext_mgmt_rtf2::diadursc,int,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
19,mxdrnosc,ext_mgmt_rtf2,discard,,,Score assigned to variable Severity of diarrhea to derive RUUSKA : B,"1 = 1 <U+2013> 3 ; 2 = 4 <U+2013> 5,3 = <U+2265> 6 
",,,,NA,mxdrnosc,ext_mgmt_rtf2::mxdrnosc,int,3,NA,NA,1 to 3,3,repeated,0,duplicated variable
20,vomdursc,ext_mgmt_rtf2,discard,,,Score assigned to variable Duration of vomiting to derive RUUSKA : C,"1 = 1 day; 2 = 2 days; 3 = <U+2265> 3 days
",,,,NA,vomdursc,ext_mgmt_rtf2::vomdursc,int,0,NA,NA,0 to 3,4,repeated,0,duplicated variable
21,mxvomtsc,ext_mgmt_rtf2,discard,,,Score assigned to variable Severity of vomiting  to derive RUUSKA : D,"1 = 1; 2 = 2 <U+2013> 4; 3 = <U+2265> 5
",,,,NA,mxvomtsc,ext_mgmt_rtf2::mxvomtsc,int,0,NA,NA,0 to 3,4,repeated,0,duplicated variable
22,feversc,ext_mgmt_rtf2,discard,,,Score assigned to variable Temp to derive RUUSKA: E . *If more than one clinical form is completed- used the maximum fever code for that episode,0 = <U+2264> 37 <U+00B0>C; 1 = 37.1-38.4 <U+00B0>C; 2 = 38.5-38.9 <U+00B0>C; 3 = <U+2265> 39 <U+00B0>C,,,,-9,feversc,ext_mgmt_rtf2::feversc,int,1,NA,NA,0 to 3,4,repeated,0,duplicated variable
23,dehydsc,ext_mgmt_rtf2,discard,,,Score assigned to variable dehydration to derive RUUSKA : F,"1 = 0 points; 2 = (2 points);       
3 = 3 points
",,,,NA=Not available,dehydsc,ext_mgmt_rtf2::dehydsc,int,0,NA,NA,0 to 3,3,repeated,0,duplicated variable
24,rehydsc,ext_mgmt_rtf2,discard,,,Score assigned to variable rehydration prescribed during that episode to derive RUUSKA : G,"1 = 0 points; 2 = 1 point; 3 =  2 points
",,,,NA=Not available,rehydsc,ext_mgmt_rtf2::rehydsc,int,1,NA,NA,0 to 2,3,repeated,0,duplicated variable
25,ruuska,ext_mgmt_rtf2,discard,,,"Peak score (A+ B + C + D + E + F + G) per episode/ updated from 21 point to 20 point score; Ref: Scand J Infec Dis 22: 259-267, 1990",NA,,,,-9,ruuska,ext_mgmt_rtf2::ruuska,int,6,NA,NA,3 to 15,13,repeated,0,duplicated variable
26,epiexlbf,ext_mgmt_rtf2,discard,,,Number of exclusive breastfeeding days prior to the episode,NA,,,,NA,epiexlbf,ext_mgmt_rtf2::epiexlbf,int,129,NA,NA,0 to 264,219,repeated,0,duplicated variable
27,daysbirth,ext_mgmt_rtf2,discard,,,days since birth to the episode,NA,,,,NA,daysbirth,ext_mgmt_rtf2::daysbirth,int,227,NA,NA,5 to 730,722,repeated,0,duplicated variable
28,specseq,ext_mgmt_rtf2,discard,,,Specimen sequence,NA,,,,NA,specseq,ext_mgmt_rtf2::specseq,int,1,NA,NA,1 to 21,21,repeated,0,duplicated variable
29,specdt,ext_mgmt_rtf2,discard,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_mgmt_rtf2::specdt,chr,2/22/12 0:00,date?,NA,>10 unique values,630,repeated,0.320542718,duplicated variable
30,epistool,ext_mgmt_rtf2,discard,,,Episode stool collected,1= yes,,,,NA=Not available,epistool,ext_mgmt_rtf2::epistool,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
31,rotads,ext_mgmt_rtf2,discard,,,Rotavirus in diarrheal stool by ELISA,"1= Positive, 2= Negative,  3= Inconclusive, -9 = Missing",,,,-9,rotads,ext_mgmt_rtf2::rotads,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
1,pid,ext_mgmt_rto,keep,,,Child Identification,NA,,,,NA,pid,ext_mgmt_rto::pid,chr,BP1005,NA,NA,>10 unique values,700,once,0,duplicated variable
2,rotaarm,ext_mgmt_rto,discard,,,Randomized to receive rotarix vaccine,0=No; 1=Yes,,,,loading from ext_mgmt_bv_mib,rotaarm,ext_mgmt_rto::rotaarm,int,1,NA,NA,0 to 1,2,once,0,duplicated variable
3,rotaprot,ext_mgmt_rto,discard,,,Study Protocol administered category code,"1= Per protocol Vax Schedule; 2, 3= non-protocol Vax Schedule",,,,loading fro ext_mgmt_rto2,rotaprot,ext_mgmt_rto::rotaprot,int,2,NA,NA,1 to 6,6,once,0,duplicated variable
4,rotaprotd,ext_mgmt_rto,discard,,,Description related to study protocol administered,PP = as randomization; other as described,,,,loading fro ext_mgmt_rto2,rotaprotd,ext_mgmt_rto::rotaprotd,chr,week10-outside-window,NA,NA,"PP, week10-17-no-vax, week10-no-vax, week10-outside-window, week17-no-vax, week17-outside-window",6,once,0,duplicated variable
5,drop365,ext_mgmt_rto,keep,,,Was the infant dropped/terminated at age < 366,0=No; 1=Yes,,,,NA,drop365,ext_mgmt_rto::drop365,int,0,NA,NA,0 to 1,2,once,0,NA
6,dropage,ext_mgmt_rto,discard,,,Termination age,NA,,,,NA,dropage,ext_mgmt_rto::dropage,int,NA,NA,NA,7 to 745,83,once,0,duplicated variable
7,totfuday,ext_mgmt_rto,discard,,,Total follow up in days [diff(bv_dir.max and min dov) and <366 days],NA,,,,NA,totfuday,ext_mgmt_rto::totfuday,int,365,NA,NA,3 to 365,71,once,0,duplicated variable
8,nepi,ext_mgmt_rto,keep,,,Number of episodes in infants during first year of life,NA,,,,NA,nepi,ext_mgmt_rto::nepi,int,2,NA,NA,0 to 19,17,once,0,duplicated variable
9,nsvepi,ext_mgmt_rto,keep,,,Number of severe episodes (VR Score >= 11),NA,,,,NA,nsvepi,ext_mgmt_rto::nsvepi,int,0,NA,NA,0 to 6,7,once,0,duplicated variable
10,nrtepi,ext_mgmt_rto,keep,,,Number of Rota associated episodes (lab_bv_rota.rotads=1),NA,,,,NA,nrtepi,ext_mgmt_rto::nrtepi,int,1,NA,NA,0 to 2,3,once,0,duplicated variable
11,nsvrtepi,ext_mgmt_rto,keep,,,Number of severe (VR Score >= 11) Rota associated episodes,NA,,,,NA,nsvrtepi,ext_mgmt_rto::nsvrtepi,int,0,NA,NA,0 to 2,3,once,0,duplicated variable
12,nmissrtepi,ext_mgmt_rto,keep,,,Number of episodes missing Rota determination (no specimen),NA,,,,NA,nmissrtepi,ext_mgmt_rto::nmissrtepi,int,1,NA,NA,0 to 6,7,once,0,duplicated variable
13,nmissrtsvepi,ext_mgmt_rto,keep,,,Number of missing rotavirus determinations (episodes) conditional on an episode having a non-missing VRS and VRS >= 11(Ruuska score) during first 365 days,NA,,,,NA,nmissrtsvepi,ext_mgmt_rto::nmissrtsvepi,int,0,NA,NA,0 to 1,2,once,0,duplicated variable
14,rotaepi,ext_mgmt_rto,keep,,,Did the child have at least one episode of rotavirus associated diarrhea (trial endpoint),0=No; 1=Yes,,,,NA,rotaepi,ext_mgmt_rto::rotaepi,int,1,NA,NA,0 to 1,2,once,0,duplicated variable
15,mndurepi,ext_mgmt_rto,keep,,,Mean duration of episode,NA,,,,NA,mndurepi,ext_mgmt_rto::mndurepi,dbl,2.5,NA,NA,0 to 20.5,140,once,0,duplicated variable
16,mddurepi,ext_mgmt_rto,keep,,,Median duration of episode,NA,,,,NA,mddurepi,ext_mgmt_rto::mddurepi,dbl,2.5,NA,NA,0 to 20.5,25,once,0,duplicated variable
17,mindurepi,ext_mgmt_rto,keep,,,Minimum duration of episode,NA,,,,NA,mindurepi,ext_mgmt_rto::mindurepi,int,2,NA,NA,0 to 14,14,once,0,duplicated variable
18,maxdurepi,ext_mgmt_rto,keep,,,Maximum duration of episode,NA,,,,NA,maxdurepi,ext_mgmt_rto::maxdurepi,int,3,NA,NA,0 to 36,30,once,0,duplicated variable
19,sddurepi,ext_mgmt_rto,keep,,,Std.deviation of duration of episode,NA=not applicable,,,,NA,sddurepi,ext_mgmt_rto::sddurepi,dbl,0.7,NA,NA,0 to 12.32,217,once,0,duplicated variable
20,totdurdia,ext_mgmt_rto,keep,,,Total duration of diarrhea (sum of episode duration),NA,,,,NA,totdurdia,ext_mgmt_rto::totdurdia,int,5,NA,NA,0 to 122,71,once,0,duplicated variable
21,totdursvdia,ext_mgmt_rto,keep,,,Total duration of severe diarrhea (sum of severe episode duration),NA,,,,NA,totdursvdia,ext_mgmt_rto::totdursvdia,int,0,NA,NA,0 to 64,37,once,0,duplicated variable
22,mnvrsepi,ext_mgmt_rto,keep,,,Mean VR score per episode,NA=not applicable,,,,NA,mnvrsepi,ext_mgmt_rto::mnvrsepi,dbl,5,NA,NA,3 to 14,90,once,0,duplicated variable
23,mdvrsepi,ext_mgmt_rto,keep,,,Median VR Score per episode,NA=not applicable,,,,NA,mdvrsepi,ext_mgmt_rto::mdvrsepi,dbl,5,NA,NA,3 to 14,22,once,0,duplicated variable
24,minvrsepi,ext_mgmt_rto,keep,,,Minimum VR Score per episode,NA=not applicable,,,,NA,minvrsepi,ext_mgmt_rto::minvrsepi,int,4,NA,NA,3 to 14,12,once,0,duplicated variable
25,maxvrsepi,ext_mgmt_rto,keep,,,Maximum VR Score per episode,NA=not applicable,,,,NA,maxvrsepi,ext_mgmt_rto::maxvrsepi,int,6,NA,NA,3 to 15,13,once,0,duplicated variable
26,sdvrsepi,ext_mgmt_rto,keep,,,Std.deviation VR Score per episode,NA=not applicable,,,,NA,sdvrsepi,ext_mgmt_rto::sdvrsepi,dbl,1.414,NA,NA,0 to 5.657,140,once,0,duplicated variable
1,pid,ext_mgmt_rto2,keep,,,Child Identification,NA,,,,NA,pid,ext_mgmt_rto2::pid,chr,BP1005,NA,NA,>10 unique values,700,once,0,duplicated variable
2,rotaarm,ext_mgmt_rto2,discard,,,Randomized to receive rotarix vaccine,0=No; 1=Yes,,,,loading from ext_mgmt_bv_mib,rotaarm,ext_mgmt_rto2::rotaarm,int,1,NA,NA,0 to 1,2,once,0,duplicated variable
3,rotaprot,ext_mgmt_rto2,discard,,,Study Protocol administered category code,"1= Per protocol Vax Schedule; 2, 3= non-protocol Vax Schedule",,,,same as rotaprotd,rotaprot,ext_mgmt_rto2::rotaprot,int,2,NA,NA,1 to 6,6,once,0,duplicated variable
4,rotaprotd,ext_mgmt_rto2,keep,,,Description related to study protocol administered,PP = as randomization; other as described,,,,same as in ext_mgmt_rto,rotaprotd,ext_mgmt_rto2::rotaprotd,chr,week10-outside-window,NA,NA,"PP, week10-17-no-vax, week10-no-vax, week10-outside-window, week17-no-vax, week17-outside-window",6,once,0,duplicated variable
5,drop730,ext_mgmt_rto2,keep,,,Was the infant dropped/terminated at age < 731,0=No; 1=Yes,,,,NA,drop730,ext_mgmt_rto2::drop730,int,0,NA,NA,0 to 1,2,once,0,NA
6,dropage,ext_mgmt_rto2,discard,,,Termination age,NA,,,,NA,dropage,ext_mgmt_rto2::dropage,int,NA,NA,NA,7 to 745,83,once,0,duplicated variable
7,totfuday,ext_mgmt_rto2,discard,,,Total follow up in days [diff(bv_dir.max and min dov) and <366 days],NA,,,loading srvydays from mgmt_ddep instead because the days here are truncated at 730,NA,totfuday,ext_mgmt_rto2::totfuday,int,730,NA,NA,3 to 730,89,once,0,duplicated variable
8,nepi,ext_mgmt_rto2,keep,,,Number of episodes in infants during first 2 years of life,NA,,,,NA,nepi,ext_mgmt_rto2::nepi,int,5,NA,NA,0 to 29,27,once,0,duplicated variable
9,nsvepi,ext_mgmt_rto2,keep,,,Number of severe episodes (VR Score >= 11),NA,,,,NA,nsvepi,ext_mgmt_rto2::nsvepi,int,0,NA,NA,0 to 7,8,once,0,duplicated variable
10,nrtepi,ext_mgmt_rto2,keep,,,Number of Rota associated episodes (lab_bv_rota.rotads=1),NA,,,,NA,nrtepi,ext_mgmt_rto2::nrtepi,int,2,NA,NA,0 to 3,4,once,0,duplicated variable
11,nsvrtepi,ext_mgmt_rto2,keep,,,Number of severe (VR Score >= 11) Rota associated episodes,NA,,,,NA,nsvrtepi,ext_mgmt_rto2::nsvrtepi,int,0,NA,NA,0 to 2,3,once,0,duplicated variable
12,nmissrtepi,ext_mgmt_rto2,keep,,,Number of episodes missing Rota determination (no specimen),NA,,,,NA,nmissrtepi,ext_mgmt_rto2::nmissrtepi,int,2,NA,NA,0 to 15,14,once,0,duplicated variable
13,nmissrtsvepi,ext_mgmt_rto2,keep,,,Number of missing rotavirus determinations (episodes) conditional on an episode having a non-missing VRS and VRS >= 11(Ruuska score) during first 365 days,NA,,,,NA,nmissrtsvepi,ext_mgmt_rto2::nmissrtsvepi,int,0,NA,NA,0 to 2,3,once,0,duplicated variable
14,rotaepi,ext_mgmt_rto2,keep,,,Did the child have at least one episode of rotavirus associated diarrhea (trial endpoint),0=No; 1=Yes,,,,NA,rotaepi,ext_mgmt_rto2::rotaepi,int,1,NA,NA,0 to 1,2,once,0,duplicated variable
15,mndurepi,ext_mgmt_rto2,keep,,,Mean duration of episode,NA,,,,NA,mndurepi,ext_mgmt_rto2::mndurepi,dbl,2.8,NA,NA,0 to 20.5,218,once,0,duplicated variable
16,mddurepi,ext_mgmt_rto2,keep,,,Median duration of episode,NA,,,,NA,mddurepi,ext_mgmt_rto2::mddurepi,dbl,3,NA,NA,0 to 20.5,21,once,0,duplicated variable
17,mindurepi,ext_mgmt_rto2,keep,,,Minimum duration of episode,NA,,,,NA,mindurepi,ext_mgmt_rto2::mindurepi,int,1,NA,NA,0 to 14,12,once,0,duplicated variable
18,maxdurepi,ext_mgmt_rto2,keep,,,Maximum duration of episode,NA,,,,NA,maxdurepi,ext_mgmt_rto2::maxdurepi,int,4,NA,NA,0 to 36,30,once,0,duplicated variable
19,sddurepi,ext_mgmt_rto2,keep,,,Std.deviation of duration of episode,NA=not applicable,,,,NA,sddurepi,ext_mgmt_rto2::sddurepi,dbl,1.3,NA,NA,0 to 9.19,278,once,0,duplicated variable
20,totdurdia,ext_mgmt_rto2,keep,,,Total duration of diarrhea (sum of episode duration),NA,,,,NA,totdurdia,ext_mgmt_rto2::totdurdia,int,14,NA,NA,0 to 160,101,once,0,duplicated variable
21,totdursvdia,ext_mgmt_rto2,keep,,,Total duration of severe diarrhea (sum of severe episode duration),NA,,,,NA,totdursvdia,ext_mgmt_rto2::totdursvdia,int,0,NA,NA,0 to 67,40,once,0,duplicated variable
22,mnvrsepi,ext_mgmt_rto2,keep,,,Mean VR score per episode,NA=not applicable,,,,NA,mnvrsepi,ext_mgmt_rto2::mnvrsepi,dbl,6.25,NA,NA,3 to 13,167,once,0,duplicated variable
23,mdvrsepi,ext_mgmt_rto2,keep,,,Median VR Score per episode,NA=not applicable,,,,NA,mdvrsepi,ext_mgmt_rto2::mdvrsepi,dbl,5.5,NA,NA,3 to 13,21,once,0,duplicated variable
24,minvrsepi,ext_mgmt_rto2,keep,,,Minimum VR Score per episode,NA=not applicable,,,,NA,minvrsepi,ext_mgmt_rto2::minvrsepi,int,4,NA,NA,3 to 13,11,once,0,duplicated variable
25,maxvrsepi,ext_mgmt_rto2,keep,,,Maximum VR Score per episode,NA=not applicable,,,,NA,maxvrsepi,ext_mgmt_rto2::maxvrsepi,int,10,NA,NA,3 to 15,13,once,0,duplicated variable
26,sdvrsepi,ext_mgmt_rto2,keep,,,Std.deviation VR Score per episode,NA=not applicable,,,,NA,sdvrsepi,ext_mgmt_rto2::sdvrsepi,dbl,2.63,NA,NA,0 to 7.778,274,once,0,duplicated variable
1,pid,ext_mgmt_rts,discard,,,Child Identification,NA,,,,Loading from ext_bv_sae,pid,ext_mgmt_rts::pid,chr,BP1027,NA,NA,>10 unique values,109,once,0,duplicated variable
2,rotaarm,ext_mgmt_rts,discard,,,Randomized to receive rotarix vaccine,0=No; 1=Yes,,,,loading from ext_mgmt_bv_mib,rotaarm,ext_mgmt_rts::rotaarm,int,1,NA,NA,0 to 1,2,once,0,duplicated variable
3,saedov,ext_mgmt_rts,discard,,,Today<U+2019>s Date,NA,,,,Loading from ext_bv_sae,saedov,ext_mgmt_rts::saedov,chr,5/5/13 0:00,NA,NA,>10 unique values,100,repeated,0,duplicated variable
4,saerdt,ext_mgmt_rts,discard,,,Date of earliest symptom(s) onset,NA,,,,Loading from ext_bv_sae,saerdt,ext_mgmt_rts::saerdt,chr,5/2/13 0:00,date?,NA,>10 unique values,112,repeated,0,duplicated variable
5,saewho,ext_mgmt_rts,discard,,,3. Form completed for,1= Mother; 2= infant,,,,Loading from ext_bv_sae,saewho,ext_mgmt_rts::saewho,int,2,NA,NA,2 to 2,1,once,0,duplicated variable
6,saeyes,ext_mgmt_rts,discard,,,Did the event result in any of the following: Death; Life-Threatening event; Hospitalization or prolongatin in existing hospitalization; Significant disability or incapacity,1=Yes; 2=No,,,,Loading from ext_bv_sae,saeyes,ext_mgmt_rts::saeyes,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
7,saevnt,ext_mgmt_rts,discard,,,"4a.If the answer to # 4 is YES, which event was the final outcome?",1 = Death; 2 = Life-threatening event; 3 = Hospitalization or prolongationof existing hospitalizatio; 4 = Significant disability or incapacity,,,,Loading from ext_bv_sae,saevnt,ext_mgmt_rts::saevnt,int,3,NA,NA,1 to 3,2,repeated,0,duplicated variable
8,saename,ext_mgmt_rts,discard,,,"4b. Specify the primary illness related to the event
","1=Diarrheal illness, 2=Respiratory illness; 3=Febrile illness, 4= Malnutrition, 5=Inguinal hernia, 6= Convulsion, 7=Cyanosis, 8= Lethargy, 9= Sepsis,10 = Vomiting, 11=Respiratory distress, 88= other",,,,Loading from ext_bv_sae,saename,ext_mgmt_rts::saename,int,1,NA,NA,1 to 88,11,repeated,0,duplicated variable
9,saespec,ext_mgmt_rts,discard,,,"If the answer to above question  is <U+2018>other<U+2019> (88), please specify
",NA,,,,Loading from ext_bv_sae,saespec,ext_mgmt_rts::saespec,chr,NA,NA,NA,"5% scald over chest contact with hot water, AGE with some dehydration, AWD with malnutrition, Burn (Hot water), Shigellosis, unspecified, NA",5,once,0,duplicated variable
10,saespdt,ext_mgmt_rts,discard,,,4c. Date of hospitalization,NA,,,,Loading from ext_bv_sae,saespdt,ext_mgmt_rts::saespdt,chr,5/4/13 0:00,date?,NA,>10 unique values,116,repeated,0.023255814,duplicated variable
11,saegrd,ext_mgmt_rts,discard,,,Severity of symptoms,1 = Mild; 2 = Moderate; 3 = Severe,,,,Loading from ext_bv_sae,saegrd,ext_mgmt_rts::saegrd,int,2,NA,NA,1 to 3,3,repeated,0,duplicated variable
12,saerlt,ext_mgmt_rts,discard,,,5b. Relationship to study interventions,1 = Definitely related; 2 = Possibly related; 3 = Unrelated,,,,Loading from ext_bv_sae,saerlt,ext_mgmt_rts::saerlt,int,3,NA,NA,2 to 3,2,once,0,duplicated variable
13,saeact,ext_mgmt_rts,discard,,,5c. Actions,"1 = None; 2 = Remedial therapy; 3 = Permanently discontinued from study participation
4 = Hospitalization
5 = Other",,,,Loading from ext_bv_sae,saeact,ext_mgmt_rts::saeact,int,4,NA,NA,1 to 4,4,once,0,duplicated variable
14,saeacto,ext_mgmt_rts,discard,,,"5c1. If other, please specify",NA,,,,Loading from ext_bv_sae,saeacto,ext_mgmt_rts::saeacto,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
15,saeotc,ext_mgmt_rts,discard,,,5d. Outcome,"1 = Resolved ; 2 = Continuing, do not anticipate resolution; 3 = Death; 4 = Unknown/ lost to follow up",,,,Loading from ext_bv_sae,saeotc,ext_mgmt_rts::saeotc,int,1,NA,NA,1 to 3,2,repeated,0,duplicated variable
16,saersdt,ext_mgmt_rts,discard,,,6. Date of SAE resolution,NA,,,,Loading from ext_bv_sae,saersdt,ext_mgmt_rts::saersdt,chr,5/5/13 0:00,date?,NA,>10 unique values,116,repeated,0,duplicated variable
1,pid,mgmt_bv_biomarkers_blood_upd1,discard,,,Child Identification,,,,,NA,pid,mgmt_bv_biomarkers_blood_upd1::pid,chr,BP4019,NA,NA,>10 unique values,700,once,0,duplicated variable
2,act6ag,mgmt_bv_biomarkers_blood_upd1,discard,,,Age blood sample drawn at week 6,999=Data not available,,,,999,act6ag,mgmt_bv_biomarkers_blood_upd1::act6ag,dbl,44,NA,NA,42 to 999,15,once,0,NA
3,act6,mgmt_bv_biomarkers_blood_upd1,discard,,,Activin A result pg/mL at week 6,0 ( <125 pg/ml) =below detectable limit,,,,Loading from ext_lab_bv_act,act6,mgmt_bv_biomarkers_blood_upd1::act6,dbl,5380.02,NA,NA,0 to 12602.24,547,once,0,NA
4,act40ag,mgmt_bv_biomarkers_blood_upd1,discard,,,Age blood sample drawn at week 40,999=Data not available,,,,999,act40ag,mgmt_bv_biomarkers_blood_upd1::act40ag,dbl,286,NA,NA,278 to 999,32,once,0,NA
5,act40,mgmt_bv_biomarkers_blood_upd1,discard,,,Activin A result pg/mL at week 40,0 ( <125 pg/ml) =below detectable limit,,,,Loading from ext_lab_bv_act,act40,mgmt_bv_biomarkers_blood_upd1::act40,dbl,4157.01,NA,NA,0 to 7933.92,495,once,0,NA
6,act104ag,mgmt_bv_biomarkers_blood_upd1,discard,,,Age blood sample drawn at week 104,999=Data not available,,,,999,act104ag,mgmt_bv_biomarkers_blood_upd1::act104ag,dbl,730,NA,NA,728 to 999,30,once,0,NA
7,act104,mgmt_bv_biomarkers_blood_upd1,discard,,,Activin A result pg/mL at week 104,0 ( <125 pg/ml) =below detectable limit,,,,Loading from ext_lab_bv_act,act104,mgmt_bv_biomarkers_blood_upd1::act104,dbl,890.09,NA,NA,0 to 7470.8,347,once,0,NA
8,cmv40ag,mgmt_bv_biomarkers_blood_upd1,discard,,,Age blood sample drawn at week 40,999=Data not available,,,,999,cmv40ag,mgmt_bv_biomarkers_blood_upd1::cmv40ag,dbl,286,NA,NA,278 to 999,32,once,0,NA
9,cmv40,mgmt_bv_biomarkers_blood_upd1,discard,,,Final CMVIgG results at week 40,"1=Positive, 0=Negative",,,,Loading from ext_lab_bv_cmv,cmv40,mgmt_bv_biomarkers_blood_upd1::cmv40,int,1,NA,NA,0 to 1,2,once,0,NA
10,crp6ag,mgmt_bv_biomarkers_blood_upd1,discard,,,Age blood sample drawn at week 6,999=Data not available,,,,999,crp6ag,mgmt_bv_biomarkers_blood_upd1::crp6ag,dbl,44,NA,NA,42 to 999,15,once,0,NA
11,crp6,mgmt_bv_biomarkers_blood_upd1,discard,,,CRP mg/L  at week 6,NA,,,,Loading from ext_lab_bv_crp,crp6,mgmt_bv_biomarkers_blood_upd1::crp6,dbl,0.7,NA,NA,0 to 62.46,180,once,0,NA
12,crp18ag,mgmt_bv_biomarkers_blood_upd1,discard,,,Age blood sample drawn at week 18,999=Data not available,,,,999,crp18ag,mgmt_bv_biomarkers_blood_upd1::crp18ag,dbl,132,NA,NA,126 to 999,32,once,0,NA
13,crp18,mgmt_bv_biomarkers_blood_upd1,discard,,,CRP mg/L at week 18,NA,,,,Loading from ext_lab_bv_crp,crp18,mgmt_bv_biomarkers_blood_upd1::crp18,dbl,0.75,NA,NA,0 to 75.83,277,once,0,NA
14,crp40ag,mgmt_bv_biomarkers_blood_upd1,discard,,,Age blood sample drawn at week 40,999=Data not available,,,,999,crp40ag,mgmt_bv_biomarkers_blood_upd1::crp40ag,dbl,286,NA,NA,273 to 999,36,once,0,NA
