colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
1325,ses_q5e,groupanc_kenyanigeria_combined_final,ENVO_01000583,Refrigerator,,Household,5e. A refrigerator,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q5e,groupanc_kenyanigeria_combined_final::ses_q5e,int,1,NA,NA,1 to 2,2,0.879682997,NA
1326,ses_q5f,groupanc_kenyanigeria_combined_final,,Cable TV,,Household,5f. A cable TV ,1 = Yes | 2 = No,,EUPATH_0000144,Assets,NA,NA,NA,ses_q5f,groupanc_kenyanigeria_combined_final::ses_q5f,int,2,NA,NA,1 to 2,2,0.879923151,NA
1327,ses_q5g,groupanc_kenyanigeria_combined_final,EUPATH_0022256,Generator,,Household,5g. A generating set,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q5g,groupanc_kenyanigeria_combined_final::ses_q5g,int,1,NA,NA,1 to 2,2,0.879682997,NA
1328,ses_q5h,groupanc_kenyanigeria_combined_final,,Air conditioner,,Household,5h. Air conditioner,1 = Yes | 2 = No,,EUPATH_0000144,Assets,NA,NA,NA,ses_q5h,groupanc_kenyanigeria_combined_final::ses_q5h,int,2,NA,NA,1 to 2,2,0.879682997,NA
1329,ses_q5i,groupanc_kenyanigeria_combined_final,,Computer,,Household,5i. A computer,1 = Yes | 2 = No,,EUPATH_0000144,Assets,NA,NA,NA,ses_q5i,groupanc_kenyanigeria_combined_final::ses_q5i,int,2,NA,NA,1 to 2,2,0.879682997,NA
1330,ses_q5j,groupanc_kenyanigeria_combined_final,,Electric iron,,Household,5j. Electric iron,1 = Yes | 2 = No,,EUPATH_0000144,Assets,NA,NA,NA,ses_q5j,groupanc_kenyanigeria_combined_final::ses_q5j,int,1,NA,NA,1 to 2,2,0.879682997,NA
1331,ses_q5k,groupanc_kenyanigeria_combined_final,EUPATH_0036212,Fan,,Household,5k. A fan,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q5k,groupanc_kenyanigeria_combined_final::ses_q5k,int,1,NA,NA,1 to 2,2,0.879763048,NA
1332,ses_q6,groupanc_kenyanigeria_combined_final,EUPATH_0024221,Household cooking fuel,,Household,6. What type of fuel does your household mainly use for cooking  ,1 = Electricity - Stima | 2 = LPG - Gesi ipatikanayo kwenye mtungi. | 3 = Natural gas - Gesi ya asilia | 4 = Biogas - Gesi itokayo kwa kinyesi | 5 = Kerosene - Mafuta taa | 6 = Coal  lignite - Makaa ya mawe | 7 = Charcoal - Makaa | 8 = Wood - Kuni | 9 = Straw/shrubs/grass - Nyasi/vijiti | 10 = Agricultural crop - Mimea ya kilimo | 11 = Animal dung - Samadi ya mnyama,,,,NA,NA,NA,ses_q6,groupanc_kenyanigeria_combined_final::ses_q6,int,5,NA,NA,1 to 9,9,0.879682997,NA
1333,ses_q7,groupanc_kenyanigeria_combined_final,EUPATH_0000006,Floor material,,Household,7. Main material of the floor  ,1 = Natural floor - Sakafu asilia | 2 = Rudimentary floor - Sakafu ya kawaida | 3 = Finished floor - Sakafu iliyokamilika,,,,NA,NA,NA,ses_q7,groupanc_kenyanigeria_combined_final::ses_q7,int,3,NA,NA,1 to 3,3,0.879682997,NA
1334,ses_q7a,groupanc_kenyanigeria_combined_final,EUPATH_0031052,Natural floor material,,Household,7a. Natural floor  ,1 = Earth/sand - Udongo/mchanga | 2 = Dung - Samadi,,,,NA,NA,NA,ses_q7a,groupanc_kenyanigeria_combined_final::ses_q7a,int,1,NA,NA,1 to 2,2,0.981668268,NA
1335,ses_q7b,groupanc_kenyanigeria_combined_final,EUPATH_0046001,Rudimentary floor material,,Household,7b. Rudimentary floor  ,1 = Wood planks - Mbao | 2 = Palm/bamboo -,,,,NA,NA,NA,ses_q7b,groupanc_kenyanigeria_combined_final::ses_q7b,int,1,NA,NA,1 to 1,1,0.999919949,NA
1336,ses_q7c,groupanc_kenyanigeria_combined_final,EUPATH_0031225,Finished floor,,Household,7c. Finished floor  ,1 = Partquet or polished wood - Mbao | 2 = Vinyl or asphalt strips - Vipande vya vinylau asphalt | 3 = Ceramic tiles - Vigae vilivyofinywanga | 4 = Cement - Simiti | 5 = Carpet/rug - Zulia | 6 = Other - Nyingine,,,,NA,NA,NA,ses_q7c,groupanc_kenyanigeria_combined_final::ses_q7c,int,3,NA,NA,1 to 6,5,0.898094781,NA
1337,ses_q8,groupanc_kenyanigeria_combined_final,EUPATH_0011593,Room count,,Household,8. How many rooms in total are in your household including rooms for sleeping and all other rooms ,NA,,,,NA,NA,NA,ses_q8,groupanc_kenyanigeria_combined_final::ses_q8,int,3,NA,NA,1 to 50,17,0.879682997,NA
1338,ses_q9,groupanc_kenyanigeria_combined_final,EUPATH_0000025,Sleeping rooms in dwelling,,Household,9. How many rooms are used for sleeping in your household,NA,,,,NA,NA,NA,ses_q9,groupanc_kenyanigeria_combined_final::ses_q9,int,2,NA,NA,1 to 45,15,0.879682997,NA
1339,ses_q10a,groupanc_kenyanigeria_combined_final,EUPATH_0000186,Watch,,Household,10a. A watch  ,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q10a,groupanc_kenyanigeria_combined_final::ses_q10a,int,1,NA,NA,1 to 2,2,0.8798431,NA
1340,ses_q10b,groupanc_kenyanigeria_combined_final,ENVO_01000614,Bicycle,,Household,10b. A bicycle  ,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q10b,groupanc_kenyanigeria_combined_final::ses_q10b,int,2,NA,NA,1 to 2,2,0.879682997,NA
1341,ses_q10c,groupanc_kenyanigeria_combined_final,ENVO_01000615,Motorcycle or scooter,,Household,10c. A motorcycle or motor scooter ,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q10c,groupanc_kenyanigeria_combined_final::ses_q10c,int,1,NA,NA,1 to 2,2,0.879763048,NA
1342,ses_q10d,groupanc_kenyanigeria_combined_final,EUPATH_0000166,Animal-drawn cart,,Household,10d. An animal-drawn cart ,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q10d,groupanc_kenyanigeria_combined_final::ses_q10d,int,2,NA,NA,1 to 2,2,0.879682997,NA
1343,ses_q10e,groupanc_kenyanigeria_combined_final,EUPATH_0000171,Car or truck,,Household,10e. A car or truck  ,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q10e,groupanc_kenyanigeria_combined_final::ses_q10e,int,2,NA,NA,1 to 2,2,0.879682997,NA
1344,ses_q10f,groupanc_kenyanigeria_combined_final,EUPATH_0000179,Boat with a motor,,Household,10f. A boat with a motor  ,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q10f,groupanc_kenyanigeria_combined_final::ses_q10f,int,2,NA,NA,1 to 2,2,0.879682997,NA
1345,ses_q10g,groupanc_kenyanigeria_combined_final,,Canoe,,Household,10g. A canoe ,1 = Yes | 2 = No,,EUPATH_0000144,Assets,NA,NA,NA,ses_q10g,groupanc_kenyanigeria_combined_final::ses_q10g,int,2,NA,NA,1 to 2,2,0.879763048,NA
1346,demographic_ses_survey_complete,groupanc_kenyanigeria_combined_final,,Demographic SES survey completed,,Household,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,,EUPATH_0010035,Administrative information,NA,NA,NA,demographic_ses_survey_complete,groupanc_kenyanigeria_combined_final::demographic_ses_survey_complete,int,2,NA,NA,0 to 2,3,0.83701569,NA
1348,hmhb_data_source,groupanc_kenyanigeria_combined_final,,Healthy Mother Healthy Baby data source,,Participant,Data Source,1 = Mother baby booklet | 2 = Child health card | 3 = Individual facility based records | 4 = Facility register,,EUPATH_0010947,Immunization and prevention,NA,NA,NA,hmhb_data_source,groupanc_kenyanigeria_combined_final::hmhb_data_source,int,2,NA,NA,1 to 4,4,0.882644893,NA
1349,bcg_dose,groupanc_kenyanigeria_combined_final,EUPATH_0011210,Total Bacille Calmette-Guerin (BCG) vaccine doses,,Participant,1. BCG,NA,,,,NA,NA,NA,bcg_dose,groupanc_kenyanigeria_combined_final::bcg_dose,int,1,NA,NA,0 to 3,4,0.881444124,NA
1350,polio_dose,groupanc_kenyanigeria_combined_final,,Total polio doses,,Participant,2. Polio,NA,,EUPATH_0011471,Aggregated immunization and prevention data,NA,NA,NA,polio_dose,groupanc_kenyanigeria_combined_final::polio_dose,int,4,NA,NA,0 to 6,7,0.881203971,NA
1351,dpt_dose,groupanc_kenyanigeria_combined_final,EUPATH_0011234,"Total diphtheria, pertussis, and tetanus (DPT) vaccine doses",,Participant,3. DPT,NA,,,,NA,NA,NA,dpt_dose,groupanc_kenyanigeria_combined_final::dpt_dose,int,0,NA,NA,0 to 4,5,0.881203971,NA
1352,hbv_dose,groupanc_kenyanigeria_combined_final,,Total HBV vaccine doses,,Participant,4. HBV,NA,,EUPATH_0011471,Aggregated immunization and prevention data,NA,NA,NA,hbv_dose,groupanc_kenyanigeria_combined_final::hbv_dose,int,1,NA,NA,0 to 4,5,0.881764329,NA
1353,measle_dose,groupanc_kenyanigeria_combined_final,EUPATH_0011306,Total measles vaccine doses,,Participant,5. Measles,NA,,,,NA,NA,NA,measle_dose,groupanc_kenyanigeria_combined_final::measle_dose,int,1,NA,NA,0 to 2,3,0.882724944,NA
1354,yellow_fever_dose,groupanc_kenyanigeria_combined_final,EUPATH_0011441,Total yellow fever vaccine doses,,Participant,6. Yellow Fever,NA,,,,NA,NA,NA,yellow_fever_dose,groupanc_kenyanigeria_combined_final::yellow_fever_dose,int,1,NA,NA,0 to 2,3,0.902337496,NA
1355,vitamin_a_dose,groupanc_kenyanigeria_combined_final,EUPATH_0011440,Total vitamin A supplementations,,Participant,7. Vitamin A,NA,,,,NA,NA,NA,vitamin_a_dose,groupanc_kenyanigeria_combined_final::vitamin_a_dose,int,1,NA,NA,0 to 6,5,0.886167147,NA
1356,deworming_dose,groupanc_kenyanigeria_combined_final,EUPATH_0011222,Total deworming treatments,,Participant,8. Deworming,NA,,,,NA,NA,NA,deworming_dose,groupanc_kenyanigeria_combined_final::deworming_dose,int,0,NA,NA,0 to 2,3,0.896413705,NA
1357,maternal_tt_dose,groupanc_kenyanigeria_combined_final,,Total maternal TT doses,,Participant,9. Maternal TT,NA,,EUPATH_0011471,Aggregated immunization and prevention data,NA,NA,NA,maternal_tt_dose,groupanc_kenyanigeria_combined_final::maternal_tt_dose,int,2,NA,NA,0 to 110,9,0.952769773,NA
1358,pneumococcal_dose,groupanc_kenyanigeria_combined_final,,Total pneumococcal doses,,Participant,10. Pneumococcal,NA,,EUPATH_0011471,Aggregated immunization and prevention data,NA,NA,NA,pneumococcal_dose,groupanc_kenyanigeria_combined_final::pneumococcal_dose,int,3,NA,NA,0 to 4,5,0.951008646,NA
1359,rota_virus_dose,groupanc_kenyanigeria_combined_final,EUPATH_0011427,Total rotavirus vaccine doses,,Participant,11. Rota Virus,NA,,,,NA,NA,NA,rota_virus_dose,groupanc_kenyanigeria_combined_final::rota_virus_dose,int,2,NA,NA,0 to 27,5,0.951248799,NA
1360,clinic_visits,groupanc_kenyanigeria_combined_final,,Total Number of clinic visits between birth and 1 year of age where the childs growth was monitored,,Participant,1. Total Number of clinic visits between birth and 1 year of age where the childs growth was monitored. ,NA,,EUPATH_0000305,Aggregated visit details,NA,NA,NA,clinic_visits,groupanc_kenyanigeria_combined_final::clinic_visits,int,6,NA,NA,0 to 99,18,0.881364073,NA
1361,visit_1_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,Visit 1 age (months??),NA,,,,NA,NA,NA,visit_1_age,groupanc_kenyanigeria_combined_final::visit_1_age,int,0,NA,NA,0 to 14,15,0.881444124,NA
1366,visit_1_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,visit 1 weight,NA,,,,NA,NA,NA,visit_1_weight,groupanc_kenyanigeria_combined_final::visit_1_weight,dbl,3,NA,NA,0 to 69,92,0.921229587,NA
1367,visit_1_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,visit 1 height,NA,,,,NA,NA,NA,visit_1_height,groupanc_kenyanigeria_combined_final::visit_1_height,int,42,NA,NA,6 to 70,29,0.976224784,NA
1368,visit_1_muac,groupanc_kenyanigeria_combined_final,EUPATH_0010084,MUAC (cm),,Observation,visit 1 MUAC,NA,,,,NA,NA,NA,visit_1_muac,groupanc_kenyanigeria_combined_final::visit_1_muac,int,4,NA,NA,4 to 57,16,0.994956772,NA
1370,visit_2_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,visit 2 age,NA,,,,NA,NA,NA,visit_2_age,groupanc_kenyanigeria_combined_final::visit_2_age,int,2,NA,NA,0 to 12,13,0.926993276,NA
1375,visit_2_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,visit 2 weight,NA,,,,NA,NA,NA,visit_2_weight,groupanc_kenyanigeria_combined_final::visit_2_weight,dbl,2.7,NA,NA,0 to 48,82,0.936119116,NA
1376,visit_2_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,visit 2 height,NA,,,,NA,NA,NA,visit_2_height,groupanc_kenyanigeria_combined_final::visit_2_height,int,50,NA,NA,5 to 78,26,0.976304835,NA
1377,visit_2_muac,groupanc_kenyanigeria_combined_final,EUPATH_0010084,MUAC (cm),,Observation,visit 2 MUAC,NA,,,,NA,NA,NA,visit_2_muac,groupanc_kenyanigeria_combined_final::visit_2_muac,int,13,NA,NA,4 to 68,15,0.996397695,NA
1379,visit_3_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,visit 3 age,NA,,,,NA,NA,NA,visit_3_age,groupanc_kenyanigeria_combined_final::visit_3_age,int,2,NA,NA,0 to 25,15,0.931556196,NA
1384,visit_3_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,visit 3 weight,NA,,,,NA,NA,NA,visit_3_weight,groupanc_kenyanigeria_combined_final::visit_3_weight,dbl,5.5,NA,NA,0 to 11,76,0.939961575,NA
1385,visit_3_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,visit 3 height,NA,,,,NA,NA,NA,visit_3_height,groupanc_kenyanigeria_combined_final::visit_3_height,int,56,NA,NA,51 to 85,28,0.977425552,NA
1386,visit_3_muac,groupanc_kenyanigeria_combined_final,EUPATH_0010084,MUAC (cm),,Observation,visit 3 MUAC,NA,,,,NA,NA,NA,visit_3_muac,groupanc_kenyanigeria_combined_final::visit_3_muac,int,13,NA,NA,13 to 71,9,0.997358309,NA
1388,visit_4_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,visit 4 age,NA,,,,NA,NA,NA,visit_4_age,groupanc_kenyanigeria_combined_final::visit_4_age,int,4,NA,NA,2 to 13,12,0.938840858,NA
1393,visit_4_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,visit 4 weight,NA,,,,NA,NA,NA,visit_4_weight,groupanc_kenyanigeria_combined_final::visit_4_weight,dbl,8,NA,NA,0 to 71,82,0.945725264,NA
1394,visit_4_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,visit 4 height,NA,,,,NA,NA,NA,visit_4_height,groupanc_kenyanigeria_combined_final::visit_4_height,int,62,NA,NA,42 to 83,29,0.975824528,NA
1395,visit_4_muac,groupanc_kenyanigeria_combined_final,EUPATH_0010084,MUAC (cm),,Observation,visit 4 MUAC,NA,,,,NA,NA,NA,visit_4_muac,groupanc_kenyanigeria_combined_final::visit_4_muac,int,14,NA,NA,14 to 80,7,0.997518412,NA
1397,visit_5_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,visit 5 age,NA,,,,NA,NA,NA,visit_5_age,groupanc_kenyanigeria_combined_final::visit_5_age,int,6,NA,NA,3 to 13,11,0.948206852,NA
1402,visit_5_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,visit 5 weight,NA,,,,NA,NA,NA,visit_5_weight,groupanc_kenyanigeria_combined_final::visit_5_weight,dbl,4.5,NA,NA,0 to 71,73,0.953570285,NA
1403,visit_5_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,visit 5 height,NA,,,,NA,NA,NA,visit_5_height,groupanc_kenyanigeria_combined_final::visit_5_height,int,64,NA,NA,53 to 7477,25,0.97854627,NA
1406,visit_6_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,visit 6 age,NA,,,,NA,NA,NA,visit_6_age,groupanc_kenyanigeria_combined_final::visit_6_age,int,9,NA,NA,4 to 14,11,0.956211976,NA
1411,visit_6_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,visit 6 weight,NA,,,,NA,NA,NA,visit_6_weight,groupanc_kenyanigeria_combined_final::visit_6_weight,dbl,7.7,NA,NA,0 to 13,79,0.959173871,NA
1412,visit_6_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,visit 6 height,NA,,,,NA,NA,NA,visit_6_height,groupanc_kenyanigeria_combined_final::visit_6_height,int,67,NA,NA,0 to 84,28,0.978466218,NA
1413,visit_6_muac,groupanc_kenyanigeria_combined_final,EUPATH_0010084,MUAC (cm),,Observation,visit 6 MUAC,NA,,,,NA,NA,NA,visit_6_muac,groupanc_kenyanigeria_combined_final::visit_6_muac,int,14,NA,NA,14 to 14,1,0.999919949,NA
1415,visit_7_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,visit 7 age,NA,,,,NA,NA,NA,visit_7_age,groupanc_kenyanigeria_combined_final::visit_7_age,int,12,NA,NA,6 to 73,10,0.960454691,NA
1420,visit_7_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,visit 7 weight,NA,,,,NA,NA,NA,visit_7_weight,groupanc_kenyanigeria_combined_final::visit_7_weight,dbl,6,NA,NA,0 to 13,78,0.962295869,NA
1421,visit_7_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,visit 7 height,NA,,,,NA,NA,NA,visit_7_height,groupanc_kenyanigeria_combined_final::visit_7_height,int,59,NA,NA,7 to 84,26,0.979666987,NA
1424,visit_8_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,visit 8 age,NA,,,,NA,NA,NA,visit_8_age,groupanc_kenyanigeria_combined_final::visit_8_age,int,7,NA,NA,7 to 14,8,0.964537304,NA
1429,visit_8_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,visit 8 weight,NA,,,,NA,NA,NA,visit_8_weight,groupanc_kenyanigeria_combined_final::visit_8_weight,dbl,9.4,NA,NA,0 to 63,72,0.96621838,NA
1430,visit_8_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,visit 8 height,NA,,,,NA,NA,NA,visit_8_height,groupanc_kenyanigeria_combined_final::visit_8_height,int,72,NA,NA,0 to 125,27,0.98182837,NA
1433,visit_9_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,visit 9 age,NA,,,,NA,NA,NA,visit_9_age,groupanc_kenyanigeria_combined_final::visit_9_age,int,8,NA,NA,8 to 14,7,0.969980788,NA
1438,visit_9_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,Visit 9 weight,NA,,,,NA,NA,NA,visit_9_weight,groupanc_kenyanigeria_combined_final::visit_9_weight,dbl,10,NA,NA,0 to 13.3,76,0.971021454,NA
1439,visit_9_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,Visit 9 height,NA,,,,NA,NA,NA,visit_9_height,groupanc_kenyanigeria_combined_final::visit_9_height,int,76,NA,NA,62 to 113,23,0.984550112,NA
1440,visit_9_muac,groupanc_kenyanigeria_combined_final,EUPATH_0010084,MUAC (cm),,Observation,Visit 9 MUAC,NA,,,,NA,NA,NA,visit_9_muac,groupanc_kenyanigeria_combined_final::visit_9_muac,int,14,NA,NA,13 to 14,2,0.999839898,NA
1442,visit_10_age,groupanc_kenyanigeria_combined_final,EUPATH_0015400,Age (months),,Observation,Visit 10 age,NA,,,,NA,NA,NA,visit_10_age,groupanc_kenyanigeria_combined_final::visit_10_age,int,9,NA,NA,9 to 22,7,0.974863913,NA
1447,visit_10_weight,groupanc_kenyanigeria_combined_final,EUPATH_0000732,Weight (kg),,Observation,Visit 10 weight,NA,,,,NA,NA,NA,visit_10_weight,groupanc_kenyanigeria_combined_final::visit_10_weight,dbl,10,NA,NA,0 to 84,71,0.975584374,NA
1448,visit_10_height,groupanc_kenyanigeria_combined_final,EUPATH_0010075,Height (cm),,Observation,Visit 10 height,NA,,,,NA,NA,NA,visit_10_height,groupanc_kenyanigeria_combined_final::visit_10_height,int,80,NA,NA,7 to 86,24,0.986871598,NA
1450,malnutrition_diagnosed,groupanc_kenyanigeria_combined_final,EUPATH_0015136,Malnutrition,,Observation,3. Was malnutrition ever diagnosed or included in a clinical problem list during any visit?:,1 = Yes | 2 = No,,,,NA,NA,NA,malnutrition_diagnosed,groupanc_kenyanigeria_combined_final::malnutrition_diagnosed,int,2,NA,NA,1 to 2,2,0.881444124,NA
1451,hmhb_data_extraction_form_complete,groupanc_kenyanigeria_combined_final,,HMHB data extraction form completed,,Observation,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,,EUPATH_0010035,Administrative information,NA,NA,NA,hmhb_data_extraction_form_complete,groupanc_kenyanigeria_combined_final::hmhb_data_extraction_form_complete,int,2,NA,NA,0 to 2,3,0.83701569,NA
1455,penta_dose,groupanc_kenyanigeria_combined_final,,Pentavalent vaccine (number of doses),,Participant,Penta dose,NA,,EUPATH_0010947,Immunization and prevention,NA,NA,NA,penta_dose,groupanc_kenyanigeria_combined_final::penta_dose,int,3,NA,NA,0 to 5,6,0.93051553,NA
