variable,colOrder,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag,IRI,label,displayOrder,parentLabel,parentIRI
totalfunestus,152,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total number of female An. funestus collected,NA,NA,,,,totalfunestus,prism border cohort study expanded database through october 31st 2020::totalfunestus,dbl,0,NA,NA,0 to 20,17,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
totalother,153,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total number of other female An. collected,NA,NA,,,,totalother,prism border cohort study expanded database through october 31st 2020::totalother,dbl,1,NA,NA,0 to 6,5,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
fedgamb,154,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total blood fed An. gambiae,NA,NA,,,,fedgamb,prism border cohort study expanded database through october 31st 2020::fedgamb,dbl,0,NA,NA,0 to 6,6,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
unfedgamb,155,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total unfed An. gambiae,NA,NA,,,,unfedgamb,prism border cohort study expanded database through october 31st 2020::unfedgamb,dbl,4,NA,NA,0 to 279,64,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
gravidgambie,156,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total gravid/semigravid An. gambiae,NA,NA,,,,gravidgambie,prism border cohort study expanded database through october 31st 2020::gravidgambie,dbl,0,NA,NA,0 to 14,13,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
gunableassess,157,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total An. gambiae unable to assess,NA,NA,,,,gunableassess,prism border cohort study expanded database through october 31st 2020::gunableassess,dbl,0,NA,NA,0 to 10,9,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
fedfunes,158,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total blood fed An. funestus,NA,NA,,,,fedfunes,prism border cohort study expanded database through october 31st 2020::fedfunes,dbl,0,NA,NA,0 to 3,4,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
unfedfunes,159,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total unfed An. funestus,NA,NA,,,,unfedfunes,prism border cohort study expanded database through october 31st 2020::unfedfunes,dbl,0,NA,NA,0 to 15,16,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
gravidfunes,160,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total gravid/semigravid An. funestus,NA,NA,,,,gravidfunes,prism border cohort study expanded database through october 31st 2020::gravidfunes,dbl,0,NA,NA,0 to 5,6,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
funableassess,161,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total An. funestus unable to assess,NA,NA,,,,funableassess,prism border cohort study expanded database through october 31st 2020::funableassess,dbl,0,NA,NA,0 to 3,4,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
fedanoph,162,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total blood fed other An.,NA,NA,,,,fedanoph,prism border cohort study expanded database through october 31st 2020::fedanoph,dbl,0,NA,NA,0 to 0,1,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
unfedanoph,163,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total unfed other An.,NA,NA,,,,unfedanoph,prism border cohort study expanded database through october 31st 2020::unfedanoph,dbl,0,NA,NA,0 to 6,5,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
gravidanoph,164,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total gravid/semigravid other An.,NA,NA,,,,gravidanoph,prism border cohort study expanded database through october 31st 2020::gravidanoph,dbl,1,NA,NA,0 to 3,4,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
unableassessanoph,165,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Total other An. unable to assess,NA,NA,,,,unableassessanoph,prism border cohort study expanded database through october 31st 2020::unableassessanoph,dbl,0,NA,NA,0 to 2,3,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
discparity,166,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Number of mosquitoes disected for parity,NA,NA,,,,discparity,prism border cohort study expanded database through october 31st 2020::discparity,dbl,4,NA,NA,0 to 22,20,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
parous,167,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Number of parous mosquitoes,NA,NA,,,,parous,prism border cohort study expanded database through october 31st 2020::parous,dbl,4,NA,NA,0 to 15,16,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
nulliparous,168,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Number of nulliparous mosquitoes,NA,NA,,,,nulliparous,prism border cohort study expanded database through october 31st 2020::nulliparous,dbl,0,NA,NA,0 to 13,10,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
culex,169,prism border cohort study expanded database through october 31st 2020,discard,NA,NA,Number of Culex mosquitoes,NA,NA,,,,culex,prism border cohort study expanded database through october 31st 2020::culex,dbl,13,NA,NA,0 to 120,42,NA,0.948759585,duplicated variable,NA,NA,NA,NA,NA
cohortid,1,prism border cohort study individual level database through october 31st 2020,discard,NA,NA,Participant ID number,NA,NA,,,,cohortid,prism border cohort study individual level database through october 31st 2020::cohortid,dbl,1,NA,NA,1 to 483,483,NA,0,duplicated variable,NA,NA,NA,NA,NA
hhid,2,prism border cohort study individual level database through october 31st 2020,discard,NA,NA,Household ID number,NA,NA,,,,hhid,prism border cohort study individual level database through october 31st 2020::hhid,dbl,315005902,NA,NA,101005301 to 315032601,80,NA,0,duplicated variable,NA,NA,NA,NA,NA
district,3,prism border cohort study individual level database through october 31st 2020,discard,NA,NA,District,NA,NA,,,,District,prism border cohort study individual level database through october 31st 2020::district,dbl+lbl,2,NA,NA,1 to 2,2,NA,0,duplicated variable,NA,NA,NA,NA,NA
parish,4,prism border cohort study individual level database through october 31st 2020,discard,NA,NA,Parish,NA,NA,,,,Parish,prism border cohort study individual level database through october 31st 2020::parish,dbl+lbl,3,NA,NA,1 to 3,3,NA,0,duplicated variable,NA,NA,NA,NA,NA
zones,5,prism border cohort study individual level database through october 31st 2020,discard,NA,NA,Zones,NA,NA,,,,Zones,prism border cohort study individual level database through october 31st 2020::zones,dbl+lbl,4,NA,NA,1 to 4,4,NA,0,duplicated variable,NA,NA,NA,NA,NA
village,6,prism border cohort study individual level database through october 31st 2020,discard,NA,NA,Village,NA,NA,,,,Village,prism border cohort study individual level database through october 31st 2020::village,dbl+lbl,315,NA,NA,101 to 315,10,NA,0,duplicated variable,NA,NA,NA,NA,NA
enrolldate,7,prism border cohort study individual level database through october 31st 2020,keep,Date of Enrollment,Participant,Date of enrollment,NA,variable,,,,enrolldate,prism border cohort study individual level database through october 31st 2020::enrolldate,date,18484,date?,NA,18484 to 18547,23,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,NA,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307
reenrolldate,8,prism border cohort study individual level database through october 31st 2020,keep,,Participant,Date participant re-enrolled,,variable,,,,reenrolldate,prism border cohort study individual level database through october 31st 2020::reenrolldate,date,NA,date?,NA,Inf to -Inf,0,NA,1,no data,http://purl.obolibrary.org/obo/EUPATH_0020258,Re-enrollment date,NA,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307
screening,9,prism border cohort study individual level database through october 31st 2020,keep,,Participant,Whether subject was enrolled during initial household enrollment or after,,variable,,,,screening,prism border cohort study individual level database through october 31st 2020::screening,dbl+lbl,1,NA,NA,0 to 1,2,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000219,Timing of enrollment,NA,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307
gender,10,prism border cohort study individual level database through october 31st 2020,keep,,Participant,Gender,"1-Male
2-Female",variable,,,,gender,prism border cohort study individual level database through october 31st 2020::gender,dbl+lbl,1,NA,NA,1 to 2,2,NA,0,duplicated variable,http://purl.obolibrary.org/obo/PATO_0000047,Sex,NA,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981
dob,11,prism border cohort study individual level database through october 31st 2020,keep,,Participant,Date of birth,NA,variable,,,,dob,prism border cohort study individual level database through october 31st 2020::dob,date,5132,NA,NA,-6358 to 18483,441,NA,0,duplicated variable,http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,NA,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981
ageenrollment,12,prism border cohort study individual level database through october 31st 2020,keep,,NA,Age at enrollment,NA,NA,,,,ageenrollment,prism border cohort study individual level database through october 31st 2020::ageenrollment,dbl,36.58082199,NA,NA,0.0493150688707829 to 68.1013717651367,456,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000120,'Age at enrollment',NA,NA,NA
agecat,13,prism border cohort study individual level database through october 31st 2020,keep,,Observation,Age categories,,variable,,,,agecat,prism border cohort study individual level database through october 31st 2020::agecat,dbl+lbl,3,NA,NA,1 to 3,3,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0020222,Age at visit categorization,3,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310
lastdate,14,prism border cohort study individual level database through october 31st 2020,keep,,Participant,Last date of observation,,variable,,,,lastdate,prism border cohort study individual level database through october 31st 2020::lastdate,date,18566,date?,NA,18566 to 18566,1,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000152,Last date observed,NA,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307
dow,15,prism border cohort study individual level database through october 31st 2020,keep,,Participant,date of withdrawl,NA,variable,,,,dow,prism border cohort study individual level database through october 31st 2020::dow,dbl,NA,NA,NA,Inf to -Inf,0,NA,1,no data,http://purl.obolibrary.org/obo/EUPATH_0020259,Withdrawal date,NA,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307
withdrawnreason,16,prism border cohort study individual level database through october 31st 2020,keep,,Participant,Reason for withdrawal,,variable,,,,withdrawnreason,prism border cohort study individual level database through october 31st 2020::withdrawnreason,dbl,NA,NA,NA,Inf to -Inf,0,NA,1,no data,http://purl.obolibrary.org/obo/EUPATH_0000208,Reason for withdrawal,NA,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307
collections,17,prism border cohort study individual level database through october 31st 2020,discard,NA,NA,Number of CDC LT collections,NA,NA,,,,collections,prism border cohort study individual level database through october 31st 2020::collections,dbl,4,NA,NA,0 to 5,6,NA,0,duplicated variable,NA,NA,NA,NA,NA
totalanopheles,18,prism border cohort study individual level database through october 31st 2020,discard,Total number of female anopheles caught in light trap,Observation,Total number of female anopheles collected,,variable,,,,totalanopheles,prism border cohort study individual level database through october 31st 2020::totalanopheles,dbl,86,NA,NA,0 to 550,94,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0020122,Total female Anopheles count,NA,CDC light trap,http://purl.obolibrary.org/obo/EUPATH_0020228
hbr,19,prism border cohort study individual level database through october 31st 2020,discard,NA,NA,Human biting rate,NA,NA,,,,HBR,prism border cohort study individual level database through october 31st 2020::hbr,dbl,21.5,NA,NA,0 to 183,106,NA,0.062111801,NA,NA,NA,NA,NA,NA
bsdone,20,prism border cohort study individual level database through october 31st 2020,keep,NA,NA,Number of routine BS done,NA,NA,,,,BSdone,prism border cohort study individual level database through october 31st 2020::bsdone,dbl,3,NA,NA,1 to 3,3,NA,0,NA,NA,NA,NA,NA,NA
mpp,21,prism border cohort study individual level database through october 31st 2020,keep,NA,NA,Parasite prevalence by microscopy,NA,NA,,,,MPP,prism border cohort study individual level database through october 31st 2020::mpp,dbl,0,NA,NA,0 to 1,5,NA,0,NA,NA,NA,NA,NA,NA
bspos,22,prism border cohort study individual level database through october 31st 2020,keep,NA,NA,Number of positive routine BS,NA,NA,,,,BSpos,prism border cohort study individual level database through october 31st 2020::bspos,dbl,0,NA,NA,0 to 3,4,NA,0,NA,NA,NA,NA,NA,NA
qpcrdone,23,prism border cohort study individual level database through october 31st 2020,keep,NA,NA,Number of routine qPCR done,NA,NA,,,,qPCRdone,prism border cohort study individual level database through october 31st 2020::qpcrdone,dbl,3,NA,NA,1 to 3,3,NA,0,NA,NA,NA,NA,NA,NA
qpcrpp,24,prism border cohort study individual level database through october 31st 2020,keep,NA,NA,Parasite prevalence by qPCR,NA,NA,,,,qPCRPP,prism border cohort study individual level database through october 31st 2020::qpcrpp,dbl,0.333333343,NA,NA,0 to 1,5,NA,0,NA,NA,NA,NA,NA,NA
qpcrpos,25,prism border cohort study individual level database through october 31st 2020,keep,NA,NA,Number of positive routine qPCR,NA,NA,,,,qPCRpos,prism border cohort study individual level database through october 31st 2020::qpcrpos,dbl,1,NA,NA,0 to 3,4,NA,0,NA,NA,NA,NA,NA,NA
days,26,prism border cohort study individual level database through october 31st 2020,keep,NA,NA,Days of observation,NA,NA,,,,days,prism border cohort study individual level database through october 31st 2020::days,dbl,83,NA,NA,20 to 83,23,NA,0,duplicated variable,NA,NA,NA,NA,NA
incidentmalaria,27,prism border cohort study individual level database through october 31st 2020,keep,,Observation,Incident episode of malaria,,variable,,,,incidentmalaria,prism border cohort study individual level database through october 31st 2020::incidentmalaria,dbl,0,NA,NA,0 to 3,4,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000036,Malaria-related diagnosis,NA,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073
mi,28,prism border cohort study individual level database through october 31st 2020,keep,NA,NA,Incidence of malaria PPY,NA,NA,,,,MI,prism border cohort study individual level database through october 31st 2020::mi,dbl,0,NA,NA,0 to 19.9090900421143,31,NA,0,NA,NA,NA,NA,NA,NA
