overallOrder,variable,dataFile,keepDiscard,IRI,label,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag
1494,anof10tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #10: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",,,,NA,anof10tubes_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1495,anof10hthid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #10: Mosquito head + thorax ID,NA,,,,Enter -8 if missing.,anof10hthid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1496,anof10abid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Enter -8 if missing. If bloodfed or half-gravid, send to the molecular lab. If empty or gravid, store at the MAC.",NA,,,,Enter -8 if missing.,anof10abid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1497,anof10legid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #10: Mosquito leg ID,NA,,,,"Enter -8 if missing. If present, send to molecular lab.",anof10legid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1498,anof10tubessp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #10: If no, provide explanation",NA,,,,NA,anof10tubessp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1499,anof10dnaext_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #10: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof10dnaext_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1500,anof10dnaextsp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #10: If DNA not extracted, specify why not",NA,,,,NA,anof10dnaextsp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1501,anof10pcrspec_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #10: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof10pcrspec_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1502,anof10bdml_pcr1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #10: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof10bdml_pcr1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1503,anof10bdml_univ_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #10: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof10bdml_univ_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1504,anof10bdml_hum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #10: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof10bdml_hum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1505,anof10bdml_nhum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #10: If further PCR testing has been done to identify the non-human species that was the source of the bloodmeal, indicate the species here","0, Not detected | 1, Cow | 2, Goat | 3, Dog | 4, Pig",,,,NA,anof10bdml_nhum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1506,anof10bdml_pcr2_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #10: Was DNA extracted to test for parasite presence in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof10bdml_pcr2_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1507,anof10bdml_pf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #10: Was Plasmodium falciparum detected in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof10bdml_pf_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1508,anof11morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Female #11: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anof11morph_trap,chr,2,NA,NA,n/a,n/a,", 1, 2",2,0.99971285,NA
1509,anof11morphsp1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #11: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anof11morphsp1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1510,anof11gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",,,,NA,anof11gono_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1511,anof11tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #11: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",,,,NA,anof11tubes_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1512,anof11hthid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Mosquito head + thorax ID,NA,,,,Enter -8 if missing.,anof11hthid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1513,anof11abid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Enter -8 if missing. If bloodfed or half-gravid, send to the molecular lab. If empty or gravid, store at the MAC.",NA,,,,Enter -8 if missing.,anof11abid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1514,anof11legid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Mosquito leg ID,NA,,,,"Enter -8 if missing. If present, send to molecular lab.",anof11legid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1515,anof11tubessp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #11: If no, provide explanation",NA,,,,NA,anof11tubessp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1516,anof11dnaext_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #11: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof11dnaext_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1517,anof11dnaextsp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #11: If DNA not extracted, specify why not",NA,,,,NA,anof11dnaextsp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1518,anof11pcrspec_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof11pcrspec_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1519,anof11bdml_pcr1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof11bdml_pcr1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1520,anof11bdml_univ_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof11bdml_univ_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1521,anof11bdml_hum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof11bdml_hum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1522,anof11bdml_nhum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #11: If further PCR testing has been done to identify the non-human species that was the source of the bloodmeal, indicate the species here","0, Not detected | 1, Cow | 2, Goat | 3, Dog | 4, Pig",,,,NA,anof11bdml_nhum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1523,anof11bdml_pcr2_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Was DNA extracted to test for parasite presence in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof11bdml_pcr2_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1524,anof11bdml_pf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #11: Was Plasmodium falciparum detected in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof11bdml_pf_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1525,anof12morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Female #12: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anof12morph_trap,chr,2,NA,NA,n/a,n/a,", 1, 2",2,0.999784637,NA
1526,anof12morphsp1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #12: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anof12morphsp1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1527,anof12gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",,,,NA,anof12gono_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1528,anof12tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #12: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",,,,NA,anof12tubes_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1529,anof12hthid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Mosquito head + thorax ID,NA,,,,Enter -8 if missing.,anof12hthid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1530,anof12abid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Enter -8 if missing. If bloodfed or half-gravid, send to the molecular lab. If empty or gravid, store at the MAC.",NA,,,,Enter -8 if missing.,anof12abid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1531,anof12legid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Mosquito leg ID,NA,,,,"Enter -8 if missing. If present, send to molecular lab.",anof12legid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1532,anof12tubessp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #12: If no, provide explanation",NA,,,,NA,anof12tubessp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1533,anof12dnaext_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #12: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof12dnaext_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1534,anof12dnaextsp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #12: If DNA not extracted, specify why not",NA,,,,NA,anof12dnaextsp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1535,anof12pcrspec_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof12pcrspec_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1536,anof12bdml_pcr1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof12bdml_pcr1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1537,anof12bdml_univ_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof12bdml_univ_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1538,anof12bdml_hum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof12bdml_hum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1539,anof12bdml_nhum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #12: If further PCR testing has been done to identify the non-human species that was the source of the bloodmeal, indicate the species here","0, Not detected | 1, Cow | 2, Goat | 3, Dog | 4, Pig",,,,NA,anof12bdml_nhum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1540,anof12bdml_pcr2_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Was DNA extracted to test for parasite presence in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof12bdml_pcr2_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1541,anof12bdml_pf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #12: Was Plasmodium falciparum detected in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof12bdml_pf_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1542,anof13morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Female #13: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anof13morph_trap,chr,2,NA,NA,n/a,n/a,", 1, 2",2,0.999784637,NA
1543,anof13morphsp1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #13: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anof13morphsp1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1544,anof13gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",,,,NA,anof13gono_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1545,anof13tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #13: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",,,,NA,anof13tubes_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1546,anof13hthid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Mosquito head + thorax ID,NA,,,,Enter -8 if missing.,anof13hthid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1547,anof13abid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Enter -8 if missing. If bloodfed or half-gravid, send to the molecular lab. If empty or gravid, store at the MAC.",NA,,,,Enter -8 if missing.,anof13abid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1548,anof13legid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Mosquito leg ID,NA,,,,"Enter -8 if missing. If present, send to molecular lab.",anof13legid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1549,anof13tubessp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #13: If no, provide explanation",NA,,,,NA,anof13tubessp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1550,anof13dnaext_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #13: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof13dnaext_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1551,anof13dnaextsp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #13: If DNA not extracted, specify why not",NA,,,,NA,anof13dnaextsp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1552,anof13pcrspec_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof13pcrspec_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1553,anof13bdml_pcr1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof13bdml_pcr1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1554,anof13bdml_univ_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof13bdml_univ_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1555,anof13bdml_hum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof13bdml_hum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1556,anof13bdml_nhum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #13: If further PCR testing has been done to identify the non-human species that was the source of the bloodmeal, indicate the species here","0, Not detected | 1, Cow | 2, Goat | 3, Dog | 4, Pig",,,,NA,anof13bdml_nhum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1557,anof13bdml_pcr2_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Was DNA extracted to test for parasite presence in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof13bdml_pcr2_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1558,anof13bdml_pf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #13: Was Plasmodium falciparum detected in the bloodmeal?,"0, No | 1, Yes",,,,NA,anof13bdml_pf_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1559,anof14morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Female #14: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",,,,NA,anof14morph_trap,chr,2,NA,NA,n/a,n/a,", 1, 2",2,0.999784637,NA
1560,anof14morphsp1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #14: If ""other <i>Anopheles</i>,"" specify",NA,,,,NA,anof14morphsp1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1561,anof14gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #14: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",,,,NA,anof14gono_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1562,anof14tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #14: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",,,,NA,anof14tubes_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1563,anof14hthid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #14: Mosquito head + thorax ID,NA,,,,Enter -8 if missing.,anof14hthid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1564,anof14abid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Enter -8 if missing. If bloodfed or half-gravid, send to the molecular lab. If empty or gravid, store at the MAC.",NA,,,,Enter -8 if missing.,anof14abid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1565,anof14legid_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #14: Mosquito leg ID,NA,,,,"Enter -8 if missing. If present, send to molecular lab.",anof14legid_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1566,anof14tubessp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #14: If no, provide explanation",NA,,,,NA,anof14tubessp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1567,anof14dnaext_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"MOLECULAR LAB
Female #14: Was DNA extracted from the mosquito?","0, No | 1, Yes",,,,NA,anof14dnaext_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1568,anof14dnaextsp_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"Female #14: If DNA not extracted, specify why not",NA,,,,NA,anof14dnaextsp_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1569,anof14pcrspec_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #14: Mosquito species determined by PCR,"0, Species undetected | 1, FUN - An. funestus s.s. | 2, VAN - An. vaneedeni | 3, RIV - An. rivulorum | 4, RIVLIKE - An. rivulorum-like | 5, PAR - An. parensis | 6, LEES - An. leesoni | 7, GA - An. gambiae s.s. | 8, AR - An. arabiensis | 9, ME - An. melas/meras | 10, QD - An. quadriannulatus | 11, QDA - An. quadriannulatus alternate",,,,NA,anof14pcrspec_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1570,anof14bdml_pcr1_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #14: Was DNA extracted from the bloodmeal in the abdomen for determination of the host species?,"0, No | 1, Yes",,,,NA,anof14bdml_pcr1_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1571,anof14bdml_univ_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #14: Did the bloodmeal test positive by the universal primer?,"0, No, non-reactor | 1, Yes",,,,NA,anof14bdml_univ_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
1572,anof14bdml_hum_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Female #14: Did the bloodmeal test positive for the human primer?,"0, No, non-human | 1, Yes, human",,,,NA,anof14bdml_hum_trap,chr,NA,NA,NA,n/a,n/a,,0,1,no data
