variable	variable2	values	mappedTerm	ordinalValue
form01::ballardneuromuscularmaturityscore	form01::ballardneuromuscularmaturityscore	na	:::UNDEF:::
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sezure	Seizure
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sga	Small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sga, asymetric	Small for gestational age, asymmetric
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sga, evlbw	Small for gestational age, extremely low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sga, vlbw	Small for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sga+ aki	Acute kidney injury, small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sga+hmd	Respiratory distress syndrome, small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sga+pna+ stage iii hie + lbw	Low birth weight, PNA with stage III hypoxic ischemic encephalopathy, small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sr. gadisse	:::UNDEF:::
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sr. gelila	:::UNDEF:::
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	stage 2 pna	PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	stage 2 pna subgaleal hemorrhage	PNA stage II, subgaleal hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	stage 3 pan, gasping if 22'c granting	PNA stage III, gasping, if 22'c grunting
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	stage ii nec	Necrotizing enterocolitis stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	stage iii nec	Necrotizing enterocolitis stage III
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	stress induced hyperglycemia vlbw	Hyperglycemia, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	subgalsal hemorrhage	Subgaleal hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	subgalwal hemonhage	Subgaleal hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	symetric sga	Symetric small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	syptomatic polycitrmat, pna stage 2	Polycythemia, PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	tachy cardia and neonatal jaunduce	Jaundice, tachycardia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	tef	Tracheoesophageal fistula
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	tef hypospadia	Hypospadia, tracheoesophageal fistula
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	tef pda	Patent ductus arteriosus, tracheoesophageal fistula
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	tef, aga	Appropriate for gestational age, tracheoesophageal fistula
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	the chorioaminits	Chorioamnionitis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	throbo lbw	Low birth weight, thrombocytopenia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	thrombocy topenia	Thrombocytopenia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	thrombocytopnea	Thrombocytopenia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	tochycaklic jaunduce	Jaundice, tachycardia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	tonic seezeiure	Tonic seizure
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	torch, thrombocy to penia	Thrombocytopenia, TORCH syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	towc cloniceizure	Tonic-clonic seizure
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	trachlio easphayial festula	Tracheoesophageal fistula
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ttn	Transient tachypnea of the newborn
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	unable unbation	Unable urination
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	unable uronation	Unable urination
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	uti	Urinary tract infection
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vdrl exposed	VDRL-exposed
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	very low birth weight	Very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	very low birth weight aga	Appropriate for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	very low birth weight, hyperglycemiya	Hyperglycemia, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw	Very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + congenital	Very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + hmd	Respiratory distress syndrome, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + hyperbiunbinimia + pna	Hyperbilirubinemia, PNA, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + plumelmary hemmorgage	Pulmonary hemorrhage, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + plumonary hemmorrhage	Pulmonary hemorrhage, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + pna	PNA, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + pna + hmd	PNA, respiratory distress syndrome, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + pna + hyperbilurobinimia	Hyperbilirubinemia, PNA, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + polycytremia	Polycythemia, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + preterm	Preterm, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + rvi exposed	RVI-exposed, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + sga	Small for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + symmetric sga	Symmetric small for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw + symmotric sga	Symmetric small for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw +hmd	Respiratory distress syndrome, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw late preterm	Preterm, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw preterm	Preterm, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw sga	Small for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, aga baby of mother sever pree clampsia	Appropriate for gestational age, preeclampsia, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, aga, preterm	Appropriate for gestational age, preterm, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, asymonetrioc sga	Asymmetric small for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, hmd	Respiratory distress syndrome, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, hyperbilouinemia	Hyperbilirubinemia, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, jaunducie	Jaundice, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, pna	PNA, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, polycythemia	Polycythemia, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, polyoythrmia	Polycythemia, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, rvi exposed	RVI-exposed, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, sga	Small for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, sga, (assymetroc) pnac stage ii hie	Asymmetric small for gestational age, PNA with stage II hypoxic ischemic encephalopathy, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw, sga, polycythemia	Polycythemia, small for gestational age, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw,hmd	Respiratory distress syndrome, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw`	Very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw+ clubfoot	Club foot, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw+ hyperbilibimia	Hyperbilirubinemia, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw+ hyperbilunbinimia 2 to eons	Hyperbilirubinemia secondary to early onset neonatal sepsis, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw+ preterm	Preterm, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw+ rvi exposed	RVI-exposed, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vlbw+hmd	Respiratory distress syndrome, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	vomiting	Vomiting
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	#NAME?	:::UNDEF:::
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	NA	:::UNDEF:::	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	adrenaliy, aminophil:ine	Adrenaline, aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminiophiline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminiphiline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminiphiline and photo trapy	Aminophylline, phototherapy	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminoohiline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophi:ine	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophilin	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophilin stat given	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline 1.5 mg iv tid	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline nvp	Aminophylline, nevirapin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline, azithromycine	Aminophylline, azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline, ceftazidin	Aminophylline, ceftazidime	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline, cemetidine	Aminophylline, cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline, cemetidn	Aminophylline, cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline, cemitedin	Aminophylline, cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophiline, cimitidine	Aminophylline, cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophillin morphin	Aminophylline, morphine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophilline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophim	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophyline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophyline 1mg cimetidine 5mg	Aminophylline, cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophyline 1mg tid	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophyllin	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophylline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminophyu	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	aminopiline	Aminophylline	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	azetimycin	Azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	azithamycin	Azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	azithomycin	Azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	azithromicin 15mg pold	Azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	azitomecin 25 mg	Azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	azitomyhcin	Azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	azitranycine	Azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	azitromycin	Azithromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	c.pencilin	Penicillin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	calcium	Calcium	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	ceftraxone	Ceftriaxone	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	ceftriaxione 125mg/dl iv stat	Ceftriaxone	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	cemetian amenophill	Aminophylline, cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	ceproflaxaciline and esprozole	Ciprofloxacin, esomeprazole	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	cimetinen	Cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	cimitdin	Cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	cimitidine	Cimetidine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	ciplofloxailli	Ciprofloxacin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	ciprole< phynozoin, phynobol, aminophiline, esmop, meropn	Aminophylline, ciprofloxacin, esomeprazole, meropenem, phenytoin, phynobol	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	crystaline, pencilline	Penicillin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	dopamin	Dopamine	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	enos	ENOS	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	erythromycin	Erythromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	erytramycine	Erythromycin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	esoprazol	Esomeprazole	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	esoprazol starts ciprofl oxacilline	Ciprofloxacin, esomeprazole	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	esprazole	Esomeprazole	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	kcl cagluconate	Calcium, potassium	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	meconizole	Miconazole	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	meropenium	Meropenem	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	meropenium, phenobar bitone	Meropenem, phenobarbitone	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	meropinium	Meropenem	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	meropnium, esomprozol, aminophiline, phynotol	Aminophylline, esomeprazole, meropenem, phynotol	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	meropnum	Meropenem	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	n	:::UNDEF:::	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	neuropin	Naropin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	neverapine	Nevirapin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	neveropi icc	Nevirapin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	neviraphe 1ml popld srap	Nevirapin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	nevirapin	Nevirapin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	neviropine	Nevirapin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	nevropine	Nevirapin	
form04::ifotherantibioticspecify	form04::ifotherantibioticspecify	nup	Nevirapin	
