variable,dataFile,label,IRI,displayOrder,definition,category,parentLabel,parentIRI,termType,codebookDescription,codebookValues
diet::sum_meat,diet,Meat count,http://purl.obolibrary.org/obo/EUPATH_0011079,4,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are meats. Source=Calculated.,0 to 8
8sites_diet5y::sum_o_fv,8sites_diet5y,Other fruit or vegetable count,http://purl.obolibrary.org/obo/EUPATH_0011080,15,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are other F&V. Source=Calculated.,0 to 14
diet::sum_o_fv,diet,Other fruit or vegetable count,http://purl.obolibrary.org/obo/EUPATH_0011080,15,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are other F&V. Source=Calculated.,0 to 14
8sites_diet5y::sum_org_m,8sites_diet5y,Organ meat count,http://purl.obolibrary.org/obo/EUPATH_0011081,5,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are organ meats. Source=Calculated.,0 to 6
diet::sum_org_m,diet,Organ meat count,http://purl.obolibrary.org/obo/EUPATH_0011081,5,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are organ meats. Source=Calculated.,0 to 6
8sites_diet5y::sum_sweets,8sites_diet5y,Sweets count,http://purl.obolibrary.org/obo/EUPATH_0011082,17,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are sweets. Source=Calculated.,0 to 11
diet::sum_sweets,diet,Sweets count,http://purl.obolibrary.org/obo/EUPATH_0011082,17,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are sweets. Source=Calculated.,0 to 11
8sites_diet5y::sumcof_tea,8sites_diet5y,Coffee or tea count,http://purl.obolibrary.org/obo/EUPATH_0011087,16,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are coffee or tea. Source=Calculated.,0 to 12
diet::sumcof_tea,diet,Coffee or tea count,http://purl.obolibrary.org/obo/EUPATH_0011087,16,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are coffee or tea. Source=Calculated.,0 to 12
8sites_diet5y::sumgrains,8sites_diet5y,Grain count,http://purl.obolibrary.org/obo/EUPATH_0011096,10,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are grains. Source=Calculated.,0 to 17
diet::sumgrains,diet,Grain count,http://purl.obolibrary.org/obo/EUPATH_0011096,10,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are grains. Source=Calculated.,0 to 17
8sites_diet5y::sumroots,8sites_diet5y,Roots or tubers count,http://purl.obolibrary.org/obo/EUPATH_0011110,11,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are roots/tubers. Source=Calculated.,0 to 9
diet::sumroots,diet,Roots or tubers count,http://purl.obolibrary.org/obo/EUPATH_0011110,11,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are roots/tubers. Source=Calculated.,0 to 9
8sites_diet5y::sumy_fruit,8sites_diet5y,Yellow fruits count,http://purl.obolibrary.org/obo/EUPATH_0011119,14,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are yellow fruits. Source=Calculated.,0 to 10
diet::sumy_fruit,diet,Yellow fruits count,http://purl.obolibrary.org/obo/EUPATH_0011119,14,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are yellow fruits. Source=Calculated.,0 to 10
8sites_diet5y::sumy_veg,8sites_diet5y,Yellow vegetables count,http://purl.obolibrary.org/obo/EUPATH_0011120,13,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are yellow vegetables. Source=Calculated.,0 to 6
diet::sumy_veg,diet,Yellow vegetables count,http://purl.obolibrary.org/obo/EUPATH_0011120,13,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are yellow vegetables. Source=Calculated.,0 to 6
micro_x::giard,micro_x,"Giardia, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0011003,NA,,Sample,Giardia in stool,http://purl.obolibrary.org/obo/EUPATH_0011962,value,"Giardia result using ELISA?. Per microbiology committee, use this variable for giardia analysis; results only from ELISA test. Indeterminate test result is coded as no.. Source=Calculated. 1=yes;0=no",", 0, 1"
micro_x::sstero,micro_x,"Strongyloides stercoralis, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010809,NA,,Sample,Strongyloides in stool,http://purl.obolibrary.org/obo/EUPATH_0011963,value,S. stercoralis detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::adeno,micro_x,"Adenovirus, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0010599,NA,,Sample,Adenovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011964,value,Adenovirus detected?. Indeterminate test result is coded as no.. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::aeromonas,micro_x,"Aeromonas, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0010603,NA,,Sample,Aeromonas in stool,http://purl.obolibrary.org/obo/EUPATH_0011965,value,Aeromonas detected?. Collapses all species information into one dichotomous variable for aeromonas (yes vs. no). Source=Calculated. 1=yes;0=no,", 0, 1"
,,Aeromonas in stool,http://purl.obolibrary.org/obo/EUPATH_0011965,1,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,category,NA,NA
,,Campylobacter in stool,http://purl.obolibrary.org/obo/EUPATH_0011969,2,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,category,NA,NA
,,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,3,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,category,NA,NA
,,Plesiomonas in stool,http://purl.obolibrary.org/obo/EUPATH_0011981,4,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,category,NA,NA
,,Salmonella in stool,http://purl.obolibrary.org/obo/EUPATH_0011983,5,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,category,NA,NA
,,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984,6,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,category,NA,NA
micro_x::bcoli,micro_x,"Balantidium coli, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010623,NA,,Sample,Balantidium in stool,http://purl.obolibrary.org/obo/EUPATH_0011968,value,Balantidium coli detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::campycult,micro_x,"Campylobacter, by bacteriology cleaned result",http://purl.obolibrary.org/obo/EUPATH_0010998,21,,Sample,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843,value,Campylobacter detected using culture?.  Use ''campy'' variable for analysis. Do NOT use culture results for analysis unless doing a specific analysis investigating campylobacter in culture. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::campy,micro_x,"Campylobacter, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0010999,22,,Sample,Campylobacter in stool,http://purl.obolibrary.org/obo/EUPATH_0011969,value,"Campylobacter detected using ELISA?. Use this Campylobacter variable (campy) for analysis. Per microbiology committee, use only ELISA results for analysis. Source=Calculated. 1=yes;0=no",", 0, 1"
micro_x::cmes,micro_x,"Chilomastix mesnili, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010643,NA,,Sample,Chilomastix in stool,http://purl.obolibrary.org/obo/EUPATH_0011970,value,C. mesnili detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::crypto,micro_x,"Cryptosporidium, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0011000,NA,,Sample,Cryptosporidium in stool,http://purl.obolibrary.org/obo/EUPATH_0011971,value,Was cryptosporidium detected by ELISA (collapsed)?. Use this variable for cryptosporidium for analysis. Indeterminate test result is coded as no.. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::cyclo,micro_x,"Cyclospora, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010651,NA,,Sample,Cyclospora in stool,http://purl.obolibrary.org/obo/EUPATH_0011972,value,Cyclospora detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::enana,micro_x,"Endolimax nana, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010703,NA,,Sample,Endolimax in stool,http://purl.obolibrary.org/obo/EUPATH_0011973,value,E. nana detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::ehist,micro_x,"Entamoeba histolytica, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0010695,NA,,Sample,Entamoeba in stool,http://purl.obolibrary.org/obo/EUPATH_0011974,value,Was E. histolytica detected (collapsed)?. Use this variable for E. histolytica results in analysis. Indeterminate test result is coded as no.. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::mdfecoli,micro_x,"Entamoeba coli, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010754,NA,,Sample,Entamoeba in stool,http://purl.obolibrary.org/obo/EUPATH_0011974,value,Entamoeba coli detected?. . Source=MDF. 1=yes;0=no,", 0, 1"
micro_x::everm,micro_x,"Enterobius vermicularis, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010715,NA,,Sample,Enterobius in stool,http://purl.obolibrary.org/obo/EUPATH_0011975,value,E. vermicularis detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::aata_aaic,micro_x,"EAEC aatA-pos and aaiC-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010595,3,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,Presence of AATA and AAIC E.coli virulence genes. presence of AATA and AAIC. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::atypicalepec,micro_x,"Atypical EPEC, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010619,8,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,"atypical EPEC?. presence of EAE alone (without BFPA, STX1, or STX2). Source=Calculated. 1=yes;0=no",", 0, 1"
micro_x::bdfecolidetect,micro_x,"Escherichia coli, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0010630,1,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,Was e. coli detected in culture?  . This variable may be missing for some samples since the question was added after the start of study. . Source=BDF. 1=yes;0=no,", 0, 1"
micro_x::eaec,micro_x,"EAEC aatA-pos or aaiC-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010655,2,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,EAEC?. presence of AATA or AAIC. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::ecpbfpa,micro_x,"EPEC bfpA-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010667,6,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,Was bfpA detected?. . Source=ECP. 1=yes;0=no,", 0, 1"
micro_x::eiec,micro_x,"EIEC ipaH-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010699,4,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,EIEC?. presence of IPAH. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::epec,micro_x,"EPEC eae-pos and bfpA-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010707,5,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,EPEC?. presence of EAE and BFPA. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::etec,micro_x,"ETEC LT-pos or ST-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010711,9,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,ETEC?. presence of ST or LT. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::lt_etec,micro_x,"ETEC LT-pos ST-neg, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010746,11,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,LT?. LT only. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::st_etec,micro_x,"ETEC LT-neg ST-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010813,10,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,if ecpstentero =''01''. ST +/- LT. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::stec,micro_x,"STEC stx1-pos or stx2-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0010817,12,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,STEC?. Presence of STX1 or STX2. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::ecpeae,micro_x,"EPEC eae-pos, by PCR",http://purl.obolibrary.org/obo/EUPATH_0011881,7,,Sample,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,value,Was eae detected?. . Source=ECP. 1=yes;0=no,", 0, 1"
micro_x::hdim,micro_x,"Hymenolepis diminuta, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010726,NA,,Sample,Hymenolepis in stool,http://purl.obolibrary.org/obo/EUPATH_0011977,value,H. diminuta detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::hnana,micro_x,"Hymenolepis nana, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010730,NA,,Sample,Hymenolepis in stool,http://purl.obolibrary.org/obo/EUPATH_0011977,value,H. nana detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::ibut,micro_x,"Iodamoeba butschlii, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010738,NA,,Sample,Iodamoeba in stool,http://purl.obolibrary.org/obo/EUPATH_0011978,value,I. butschlii detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::isos,micro_x,"Isospora, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0011005,NA,,Sample,Isospora in stool,http://purl.obolibrary.org/obo/EUPATH_0011979,value,"Isospora detected using wet prep microscopy or modified acid fast stain. Information from mdfisosconc, mdfisosdirect, mdfmodstain. Source=Calculated. 1=yes;0=no",", 0, 1"
micro_x::nrv,micro_x,"Norovirus, by RT-PCR",http://purl.obolibrary.org/obo/EUPATH_0010767,1,,Sample,Norovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011980,value,Norovirus detected (collapsed variable)?. Was NoV genogroup I or II detected? . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::nrvgeno1,micro_x,"Norovirus GI, by RT-PCR",http://purl.obolibrary.org/obo/EUPATH_0010771,NA,,Sample,Norovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011980,value,NoV genogroup I result. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::nrvgeno2,micro_x,"Norovirus GII, by RT-PCR",http://purl.obolibrary.org/obo/EUPATH_0010775,NA,,Sample,Norovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011980,value,NoV genogroup II result. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::pshigyn,micro_x,"Plesiomonas shigelloides, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0010789,NA,,Sample,Plesiomonas in stool,http://purl.obolibrary.org/obo/EUPATH_0011981,value,Was Plesiomonas shigilloides detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::rota,micro_x,"Rotavirus, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0010793,NA,,Sample,Rotavirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011982,value,Rotavirus detected?. Indeterminate test result is coded as no.. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::salmonella,micro_x,"Salmonella, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0010797,NA,,Sample,Salmonella in stool,http://purl.obolibrary.org/obo/EUPATH_0011983,value,Salmonella detected (collapsed variable)?. Collapses all species information into one dichotomous variable. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::shigella,micro_x,"Shigella, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0010805,NA,,Sample,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984,value,Shigella detected (collapsed variable)?. Collapses all species information into one dichotomous variable. Source=Calculated. 1=yes;0=no,", 0, 1"
illnessfull::sumdiar,illnessfull,Total days in all diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0000742,2,,Participant,Aggregated illness data,http://purl.obolibrary.org/obo/EUPATH_0020004,variable,"Total number of days with diarrhea (sum of dprev3), calculated. General diarrhea data (removes LM induced diarrhea).",0 to 494
